"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"EARL LE PETIT PERRAY","Installation solaire photovoltaïque raccordeé au réseau","155,125 €","14,280 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL LES GRANDES ALOUETTES","Installation solaire photovoltaïque raccordée au réseau","555,719 €","52,920 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL LES NEGRES","Alimentation séchoirs","487,801 €","102,098 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"41","Energie renouvelable: biomasse"
"EARL LES VIGNES BLANCHES","Installation solaire photovoltaïque raccordée au réseau","150,854 €","14,720 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Manicot Père et Fils","Centrale photovoltaïque connectée au réseau ","213,186 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL MIGEON Pierre-Luc","installation photovoltaïque raccordée au réseau","101,871 €","40,748 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL MONTSURAY","Centrale photovoltaïque connectée au réseau","198,729 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Morin Jean-Christophe","Installation solaire photovoltaïque raccordée au réseau","99,284 €","39,714 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL PLAINE DE VAUCOULEURS","Centrale photovoltaïque","170,570 €","15,318 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Roland VILNEAU","Installation photovoltaïque raccordée au réseau","434,995 €","38,800 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL VENT D'OUEST","Installation solaire photovoltaïque raccordée au réseau","171,578 €","14,344 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Véronique SARRAZIN-AUTONES","Installation solaire photovoltaïque raccordée au réseau","191,343 €","15,928 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EASY SOLAR","Installation solaire photovoltaïque raccordée au réeau sur le lycée Pérochon","417,206 €","41,995 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
