"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"PLASTYROBEL","Etude de faisabilité préalable au développement de matériaux d'emballage moulés compostables.","35,060 €",,"FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"Pôle d'assistance à l'innovation et au développement économique du Pays d'Issoire Val d'Allier Sud","Sessions d'accompagnement à l'innovation","5,680 €","1,892 €","FEDER ","AUVERGNE","AUVERGNE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Pôle de recherche et d'enseignement supérieur de Clermont-ferrand","études préalables à la mise en valeur des  herbiers universitaires","23,450 €","9,380 €","FEDER ","AUVERGNE","AUVERGNE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Activité 2008 du Réseau de Développement Technologique d'Auvergne","190,129 €","80,000 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Activité 2009 du Réseau de Développement Technologique d'Auvergne","182,630 €","80,000 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Appui aux missions d'animation et de réalisation d'opérations collectives","708,450 €","112,968 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Appui aux missions de transfert de technologies (année 2009)","549,229 €","274,614 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Etude du potentiel de développement des nanomatériaux en Région Auvergne","68,250 €","27,300 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Projet DIFEX-BIO","72,232 €","14,446 €","FEDER ","AUVERGNE","AUVERGNE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Renforcement du dispositif de transfert de technologie de CASIMIR : investissements en matériel d'analyse et d'essais","188,501 €","75,400 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Pôle technologique d'Auvergne C.A.S.I.M.I.R.","Renforcement du dispositif de transfert de technologie du pôle technologique CASIMIR","525,874 €","262,937 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"QUANTEL MEDICAL","Développements d'un dispositif adaptable aux lasers existants, introduisant la semi automatisation de la photocoagulation.","276,800 €","80,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"Réseau Entreprendre Auvergne","FETE DES LAUREATS 2008","12,382 €","5,349 €","FEDER ","AUVERGNE","AUVERGNE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Réseau Entreprendre Auvergne","Fête des Lauréats 2009","19,455 €","6,810 €","FEDER ","AUVERGNE","AUVERGNE",,"5","Services de soutien avancé aux sociétés et groupes de sociétés"
"Réseau ferré de France","Etude projet pour l'amélioration de l'offre ferroviaire sur l'axe est ouest du périurbain de l'agglomération de Clermont-Ferrand","738,890 €","165,000 €","FEDER ","AUVERGNE","AUVERGNE",,"52","Promotion de transports urbains propres"
"Réseau ferré de France","Etudes Avant Projet de mise en accessibilité du PEI de Clermont-Ferrand","207,797 €","60,598 €","FEDER ","AUVERGNE","AUVERGNE",,"52","Promotion de transports urbains propres"
"Réseau ferré de France","Phase 1 de la modernisation de la relation ferroviaire entre Clermont-Fd et Aurillac","13,806,677 €","3,091,000 €","FEDER ","AUVERGNE","AUVERGNE",,"16","Rail"
"Réseau ferré de France","Phase 2 de la modernisation de la relation ferroviaire Clermont -Aurillac","21,250,530 €","3,317,710 €","FEDER ","AUVERGNE","AUVERGNE",,"16","Rail"
"RIOM COMMUNAUTE","Assistance à Maîtrise d'Ouvrage pour le réseau urbain de chaleur alimenté par une chaudière bois","35,968 €","8,710 €","FEDER ",,,,"41","Energie renouvelable: biomasse"
"SA E-Charlemagne","Développement d'une architecture spécifique internationale du logiciel KONOSYS.","346,896 €","145,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"SAGEM DEFENSE SECURITE","Projet CORIOLIS","49,630,000 €","2,300,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"SA HLM Interrégionale POLYGONE","Installation de capteurs solaires dans le cadre de la construction de l'EHPAD  La Maisonnée  à Aurillac","64,253 €","13,680 €","FEDER ","AUVERGNE","AUVERGNE",,,
"SA MATIERE","Poutres-caissons métlliques modulaires UNIBRIDGE R préfabriquées à l'appontement maritime temporaire","344,999 €","137,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"SARL 100 % Pure Auvergne","Création d'un écolodge sur le site du Lac du Pêcher, à Chavagnac","399,943 €","65,000 €","FEDER ","AUVERGNE","AUVERGNE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"SARL Château La Grange-Fort","Réalisation d'une installation de production d'ECS par Energie Solaire Thermique dans le camping de ","28,651 €","4,584 €","FEDER ","AUVERGNE","AUVERGNE",,"40","Energie renouvelable: én. solaire"
"SARL C.J.L.C.F.C.","Création du Family Center dédié à la remise en forme et aux jeux pour enfants","517,427 €","56,700 €","FEDER ","AUVERGNE","AUVERGNE",,"8","Autres investissements en entreprises"
"SARL Le bonheur dans le pré","Installation d'une chaudière à plaquettes bois dans le cadre d'un projet de construction de gîte de séjours","47,865 €","5,265 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"SARL MOURGUES CHARPENTES","Mise en place d'une plateforme bois énergie pour la scierie SARL MOURGUES CHARPENTES","46,765 €","3,741 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"SARL SOGHESTEL INVESTISSEMENT","Aménagement du complexe touristique  Hôtel de Paris , à Moulins","4,565,222 €","227,604 €","FEDER ","AUVERGNE","AUVERGNE",,"61","Projets intégrés de réhabilitation urbaine et rurale"
"SARL TOURLAN","Mise en place d'une plateforme bois énergie pour la scierie SARL TOURLAN","51,120 €","4,090 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"SAS LABORATOIRES LYOCENTRE","Développement de l'activité probiotique - Partie R&D","363,200 €","150,000 €","FEDER ","AUVERGNE","AUVERGNE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"SGAR Auvergne","Dépenses liées à la mise en oeuvre du programme 2007-2015","200,000 €","200,000 €","FEDER ","AUVERGNE","AUVERGNE",,"85","Préparation, mise en oeuvre, suivi et inspection "
