begunstigter,projekt,datum_erstbewilligung,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,fund_type,currency,uri
Goldnetz gGmbH,Organisation und Durchführung bez. Sozialmärkte Mitte IV,01.07.2008,"369.252,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Goldrausch Frauennetzwerk Berlin e.V.,Künstlerinnenprojekt art IT,01.01.2008,"402.900,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Grone-Schule Berlin GmbH -gemeinnützig-,ECDL (5. Durchlauf),08.09.2008,"46.433,86",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
gsub-Projektegesellschaft mbH,Stelle statt Stütze plus EGZ,01.04.2008,"8.640.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
GWA UmweltConcept,BZM-Dokumentation-Denkmale 11/2007,15.11.2007,"19.647,59","19.647,59",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
GWA UmweltConcept,BZM-Fotodokumentation-Baudenkmale 1/2008,01.01.2008,"20.026,92","20.026,92",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Hedwig-Wachenheim-Gesellschaft e.V.,Kunst Handwerk,16.05.2008,"258.476,40",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Hedwig-Wachenheim-Gesellschaft e.V.,Seniorenbetreuung,01.07.2008,"147.700,80",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Humboldt-Universität zu Berlin,Career-Offensive zur Stäkung der employability von Studierenden und Absolvent/innen der HU,01.10.2008,"1.673.744,49",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IABW,Kunst im Sozialen II,15.04.2008,"213.030,24",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IDB Berlin GmbH,Haus- und Familienpflege mit Pflegepass 440 Std. mit Praktikum,28.04.2008,"34.688,82","34.688,82",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IDB Berlin GmbH,Haus- und Familienpflege mit Pflegepass 440 Std. mit Praktikum,23.06.2008,"57.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IDB Berlin GmbH,Haus- und Familienpflege mit Pflegepass 440 Std. mit Praktikum,08.09.2008,"57.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IDB Berlin GmbH,Haus- und Familienpflege mit Pflegepass 440 Std. mit Praktikum,27.10.2008,"57.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IFAD gGmbH,BZM-Territoriale Infrastrukturentwicklung,01.11.2007,"21.534,50","21.534,50",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,Fit für den Beruf - Agieren und Kommunizieren MAE,27.03.2008,"28.237,27","28.237,27",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,Fit am Computer und Englisch nach Maß,02.05.2008,"54.428,87","54.428,87",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,Deutsch - Kommunikation für den Beruf (MAE),30.07.2008,"26.535,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,Kommunikation im Beruf - Pflegedienste und soziale Betreuung,27.08.2008,"59.040,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,"Arbeitssprache Deutsch / Empfangs- u. Telefondienste, Gastronomie, Hotellerie und Hauswirtschaft",20.10.2008,"63.063,33",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,Fit für den Beruf - Grundlagenqualifizierung (MAE),12.11.2008,"15.720,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IIK Institut für Interkulturelle Kommunikation e.V,"Arbeitssprache Deutsch - Assistenz im Bereich Sozialarbeit, Pflegedienste und soziale Betreuung",03.12.2008,"63.063,33",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
INBITEC e.V.,Photovoltaik-Demo I,01.05.2008,"144.860,40",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Initiative Selbständiger Immigrantinnen e.V.,Qualifizierung im Bereich Exsitenzgründung,01.01.2008,"600.800,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Innovationen in der Bildung e.V.,f³ - fit for future (2010),01.01.2008,"3.720.624,61",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
InPÄD e.V.,Kaufmännische Assistentin im Handwerk,01.01.2008,"367.001,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
InPÄD e.V.,"Beratung, Konzeptionsentwicklung und wirtschaftsnahe Netzwerkarbeit",01.01.2008,"191.716,80",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Institut für berufliche Bildung und Weiterbildung e.V.,PROSA - Projektorientierte Sprachförderangebote an Gymnasien in Berlin,01.07.2008,"1.579.175,90",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
INU g GmbH,BZM Falkenberger Blume,01.11.2007,"35.394,40","35.394,40",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
INU g GmbH,BZM Umweltwerkstatt,01.12.2007,"20.120,69","20.120,69",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
IQ Consult e.V.,MmB - SP 4) enterability qualifizierung,01.02.2008,"619.006,12",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",SprungBrett für Schüler/innen mit Lernschwierigkeiten,01.01.2008,"857.578,51","857.578,51",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",SprungBrett für gehörlose und schwerhörige Schüler/-innen,01.01.2008,"421.747,07","421.747,07",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",MmB - SP 6) Sonderpädagogische Zusatzausbildung für arbeitslose gewerbliche Fachkräfte,01.02.2008,"205.830,51","205.830,51",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22235 Pflegehelfer/-in XII,05.06.2008,"37.178,31","37.178,31",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22234 QuaS VIII,05.05.2008,"52.660,82","52.660,82",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22261-Pflegehelfer/-in XIII,06.10.2008,"26.958,93","26.958,93",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22287-Pflegehelfer/-in XIV,27.10.2008,"25.507,33","25.507,33",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22290 QuaS Plus VI- Qualifizierung Arbeit suchender Menschen (ECDL-Aufbaukurs),05.11.2008,"21.022,75","21.022,75",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"ISB Ges. f. Integr., Sozialf.u. Betriebspäd. gGmbH",22297 Pflegehelfer/-in XV,24.11.2008,"17.134,34","17.134,34",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Jahresringe Gesellschaft für Arbeit u.Bildung e.V.,Treff im Sterndamm,01.03.2008,"73.850,40",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Joliba e.V.,Exista - Coaching für Existenzgründerinnen,01.01.2008,"121.704,76",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Jugendwerk Aufbau Ost e.V.,Mobil im Kiez 2008,01.04.2008,"132.944,77",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Jugendwerk Aufbau Ost e.V.,FÖJ - JAO Ziel 2 N,01.09.2008,"525.326,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Jugendwohnen im Kiez-Jugendhilfe gGmbH,IH - Ganzheitl. Berat. u. Betreuung...Mehr-Generationen-Haus Wassertor,01.07.2008,"35.382,76",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Julateg Finsolv Lichtenberg e.V.,BZM Bürotätigkeit,01.11.2007,"20.086,98","20.086,98",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs für Bildung 2008 (MAE),10.03.2008,"7.926,57","7.926,57",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs und Bildung 2008,01.04.2008,"8.069,36","8.069,36",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs und Bildung 2008 (MAE),05.05.2008,"7.360,91","7.360,91",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs für Bildung 2008 -,01.10.2008,"8.585,76","8.585,76",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs und Bildung 2008,06.10.2008,"7.608,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kids & Co e.V.,Zusatzjobs und Bildung 2008,13.10.2008,"6.920,43","6.920,43",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kietz für Kids e.V.,BZM-PC und Helfer,01.11.2007,"41.481,52","41.481,52",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kietz für Kids e.V.,BZM-Koordinator,01.02.2008,"20.124,30","20.124,30",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,Gastronomie im Aufwind - Bankett- und Konferenzversorgung,01.08.2008,"9.405,96","9.405,96",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,MAE: Den Gast verführen - Qualifizierungsbausteine (1),01.07.2008,"82.157,63",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,Chance Gastronomie - Qualifizierungsbausteine,01.07.2008,"35.987,57","35.987,57",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,Qualifizierungsbaustein Umgang mit dem Gast (MAE: Gesunde Ernährung für Kids & Teenies),01.12.2008,"12.600,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,Qualifizierungsbaustein Umgang mit dem Gast (MAE Impulse und Perspektiven),01.12.2008,"35.311,50",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,Qualifizierungsbaustein Umgang mit Gast (MAE An der Zukunft kann man basteln),01.12.2008,"17.823,14","17.823,14",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kiez-Küchen gGmbH,MAE und Qualifizierung BerTha für Jugendliche (Friedrichshain),01.11.2008,"7.588,75",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
KOMBI Consult GmbH,Deutsch als Fremdsprache,27.10.2008,"17.550,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kommunales Forum Wedding e.V.,Berufsintegrationsmaßnahme 2/2008,01.07.2008,"121.885,50",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kommunales Forum Wedding e.V.,Sprachförderung im sozialen Umfeld 2/2008,01.07.2008,"46.766,67",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kommunales Forum Wedding e.V.,Berufsvorbereitender DEUTSCHKURS mit PC 2/2008,01.07.2008,"46.724,67",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
KREATIVHAUS e.V.,Einführung in die theorie und Praxis der Theaterpädagogik als mittel zur Förderung der Integration v,02.09.2008,"5.667,13","5.667,13",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
KREATIVHAUS e.V.,Sprachförderung im pädagogischen und sozialen Alltag,01.09.2008,"5.486,97","5.486,97",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Integrationskurs Berufsdeutsch und PC-Grundkurs,01.01.2008,"51.045,48","51.045,48",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Integrationskurs Berufsdeutsch und PC-Fortgeschrittene,01.01.2008,"52.766,84","52.766,84",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Integrationskurs Berufspraktischer Deutschexkursionskurs für Fortgeschrittene II,01.01.2008,"53.342,37","53.342,37",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Englisch für den Berufsalltag - Fortgeschrittene (Stufe 2),21.01.2008,"9.607,20","9.607,20",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,PC-Grundkurs MS Office 2003 - Word + Excel,14.01.2008,"24.800,98","24.800,98",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Projekt- und Veranstaltungsmanagement,28.01.2008,"13.126,71","13.126,71",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Koordinatorin für Bildungsberatung,01.02.2008,"23.962,87",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,PC-Aufbaukurs für den Büroalltag,11.02.2008,"16.777,23","16.777,23",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Englisch für den Berufsalltag für Anfänger,25.02.2008,"9.635,20","9.635,20",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Kulturring in Berlin e. V.,Englisch für den Berufsalltag - Stufe2/Fortgeschrittene,03.04.2008,"9.607,20","9.607,20",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
