nome_beneficiari,denominazione_operazione,codice_operazione,tipo_operazione,anno,importo_impegnato,importo_pagato,fund_type,currency,uri
E.N.F.A.P. Marche,APPR08-01L-01A-JESI CAMERIERI/BARISTI/CUOCHI/PASTI CCERI/PANIFICATORI PRIMO LIVELLO - PRIMA ANNUALITA,115256,Progetto formativo,2008,"14.928,00","3.648,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,APPR08-02L-01A-JESI CAMERIERI/BARISTI/CUOCHI/PASTI CCERI/PANIFICATORI SECONDO LIVELLO - PRIMA ANNUALITA,115257,Progetto formativo,2008,"21.475,20","7.272,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,"OPERATORE ATTIVITA' LUDICHE, MOTORIE E SPORTIVE PER DISABILI",116325,Progetto formativo,2009,"40.500,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,ASSISTENTE ALLA POLTRONA,116702,Progetto formativo,2009,"60.750,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,OPERATORE PORTATORI HANDICAP - ASSISTENTE DIDATTICO DOMICILIARE PER DISABILI VISIVI,118468,Progetto formativo,2009,"40.500,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,CERTIFICAZIONE DI INGLESE - PET,120425,Progetto formativo,2009,"282.660,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,APPR08-02L-01A-SENIG CAMERIERI/ BARISTI/CUOCHI/PASTICCERI/PANI FICATORI SECONDO LIVELLO - PRIMA ANNUALITA III TRANCHE,122178,Progetto formativo,2008,"15.420,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
E.N.F.A.P. Marche,APPR08-01L-01A-JESI CAMERIERI/BARISTI/CUOCHI/PASTI CCERI/PANIFICATORI PRIMO LIVELLO - PRIMA ANNUALITA III TRANCHE,122194,Progetto formativo,2008,"16.472,40","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Edilart Marche Formazione e Sicurezza,PREVENZIONE ANTINFORTUNISTICA: OPERATORI GRU EDILI (SEDE ACQUALAGNA),102926,Progetto formativo,2008,"4.969,00","3.761,30",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Edilart Marche Formazione e Sicurezza,PREVENZIONE ANTINFORTUNISTICA: OPERATORI GRU EDILI (SEDE PESARO),103069,Progetto formativo,2008,"4.969,00","4.076,58",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Edilart Marche Formazione e Sicurezza,APPRENDISTATO EDILI - FABRIANO,121130,Progetto formativo,2008,"15.850,00","1.782,40",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ELAX srl,LA CULTURA DELLA SICUREZZA COME FATTORE STRATEGICO DI SVILUPPO,112087,Progetto formativo,2008,"4.756,00","4.756,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ELETTRORESIN S.R.L.,“INNOVAZIONE DI PROCESSO E DI PRODOTTO SO 3.2.2.1 (B/AI)”,114738,Progetto formativo,2009,"5.362,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ELICA s.p.a.,INFORMAZIONI A SUPPORTO DEI PROCESSI DECISIONALI: L'UTILIZZO DEI FOGLI ELETTRONICI E DEI SOFTWARE DI PRESENTAZIONE,110767,Progetto formativo,2008,"5.187,20","5.187,20",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ELICA s.p.a.,LA GESTIONE DELLE INFORMAZIONI A SUPPORTO DEI PROCESSI DECISIONALI: L'UTILIZZO DEI FOGLI ELETTRONICI E DEI SOFTWARE PER LA GESTIONE DEI DATABASE,111749,Progetto formativo,2008,"5.333,20","5.333,20",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ENTE DI FORMAZIONE BILATERALE TERRITORIALE- FOR.BI.T,"""Percorsi formativi e di orientamento finalizzati alla prevenzione della dispersione scolastica""",102717,Progetto formativo,2008,"38.243,84","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ENTE DI FORMAZIONE BILATERALE TERRITORIALE- FOR.BI.T,Alfabetizzazione linguistica delle persone straniere,102739,Progetto formativo,2008,"19.285,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Ente Scuola Edile per l'industria edilizia ed affini della provincia di Pesaro Urbino,Alfabetizzazione tecnica e linguistica per lavoratori migranti dipendenti delle imprese edili.,102091,Progetto formativo,2008,"4.100,00","4.070,87",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ERAPRA Marche,GESTIONE ECONOMICO- FINANZIARIA NELL’ IMPRESA AGRICOLA,111600,Progetto formativo,2008,"6.363,14","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ERAPRA Marche,L’IMPRESA AGRICOLA “GIOVANE E BELLA”: la gestione manageriale delle PMI agricole,112107,Progetto formativo,2008,"5.918,36","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
ERAPRA Marche,Azienda Reale e Azienda on-line: per piccoli imprenditori.,112128,Progetto formativo,2008,"4.342,40","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
EUROLEX SRL,AGGIORNAMENTO GIORNALISTI UFFICI STAMPA,103221,Progetto formativo,2008,"7.770,00","6.377,05",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
EUROLEX SRL,"MANAGEMENT PER IL SOSTEGNO ALLA IMPRENDITORIA FEMMINILE: GESTIONE,INNOVAZIONE E RISORSE FINANZIARIE PER LO SVILUPPO DELL'IMPRESA TURISTICA",105047,Progetto formativo,2008,"13.707,01","906,30",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
EUROLEX SRL,CORSO DI AGGIORNAMENTO : DALLA PROCEDURA 14001:2004 ALLE MIGLIORI TECNICHE DISPONIBILI SUI RIFIUTI E SULLE BONIFICHE (B.A.T.),108084,Progetto formativo,2008,"13.425,00","13.425,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FAST VERDINI SPA,Progetto Quadro per l’innovazione e la reingegnerizzazione dei processi aziendali,101756,Progetto formativo,2008,"26.446,00","4.333,63",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FEBAL CUCINE SPA,Progetto Quadro Aziendale “Informatica gestionale (Innovazione e informatizzazione di processo)”,102898,Progetto formativo,2008,"30.669,60","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Financial Services Group,MARKETING E DISTRIBUZIONE COMMERCIALE,111509,Progetto formativo,2008,"7.294,88","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO BASE PER OPERATORI DI ALLESTIMENTO ELETTRICO DI BORDO,114749,Progetto formativo,2009,"10.310,74","10.310,74",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO AVANZATO PER OPERATORI DI ALLESTIMENTO ELETTRICO DI BORDO,115163,Progetto formativo,2009,"10.310,74","2.930,40",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO BASE PER OPERATORI DI ALLESTIMENTO MECCANICO,115164,Progetto formativo,2009,"10.399,36","10.399,36",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO AVANZATO PER OPERATORI DI ALLESTIMENTO MECCANICO,115165,Progetto formativo,2009,"10.399,36","2.854,68",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO BASE PER OPERATORI DI ALLESTIMENTO IMPIANTISTICO,115166,Progetto formativo,2009,"12.725,25","12.725,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FINCANTIERI C.N.I. SPA ANCONA,CORSO AVANZATO PER OPERATORI DI ALLESTIMENTO IMPIANTISTICO,115173,Progetto formativo,2009,"12.725,25","2.863,53",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione EnAIP “S.Zavatta” – Rimini,ANALISTA INFORMATICO,101577,Progetto formativo,2008,"68.106,00","28.407,06",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione EnAIP “S.Zavatta” – Rimini,ASSISTENTE FAMILIARE,101991,Progetto formativo,2008,"6.105,60","673,63",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione EnAIP “S.Zavatta” – Rimini,NUOVE TECNOLOGIE INFORMATICHE -progetto quadro per obiettivo,102093,Progetto formativo,2008,"24.200,00","2.324,32",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione EnAIP “S.Zavatta” – Rimini,DOMOTICA-IMPIANTISTICA ELETTRICA,102590,Progetto formativo,2008,"4.070,15","272,11",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione EnAIP “S.Zavatta” – Rimini,AZIONI INTEGRATE PER LA PROMOZIONE DELLA CULTURA DELLA SICUREZZA - Progetto quadro per obiettivo,102707,Progetto formativo,2008,"4.175,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,CANTANTE LIRICO SOLISTA,116722,Progetto formativo,2009,"86.062,04","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,MAESTRO COLLABORATORE DI SALA E PALCOSCENICO,116854,Progetto formativo,2009,"47.069,04","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,PROFESSORE D'ORCHESTRA I - Prime Parti,116863,Progetto formativo,2009,"84.022,04","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,SCENOGRAFO REALIZZATORE,116865,Progetto formativo,2009,"65.992,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,"TECNICO DELLE OPERAZIONI DI MONTAGGIO, SMONTAGGIO, MOVIMENTAZIONE E CAMBIO DI SCENOGRAFIE/MACCHINISTA TEATRALE",116876,Progetto formativo,2009,"65.872,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,SARTO TEATRALE,116882,Progetto formativo,2009,"92.992,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,TECNICO DELLE ATTIVITA' DI ILLUMINAZIONE DI SPETTACOLI TEATRALI ED EVENTI DAL VIVO/ELETTRICISTA TEATRALE,117205,Progetto formativo,2009,"62.512,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,TECNICO DEL SUONO,117207,Progetto formativo,2009,"62.392,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,"ESPERTO DI ORGANIZZAZIONE, PROGETTI ED EVENTI NEL SETTORE DELLO SPETTACOLO",117218,Progetto formativo,2009,"50.713,58","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,COMUNICATORE MULTIMEDIALE DELLO SPETTACOLO DAL VIVO/MULTIMEDIA PROJECT MANAGER,117223,Progetto formativo,2009,"65.872,97","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,PROFESSORE D'ORCHESTRA II - Seconde Parti,118603,Progetto formativo,2009,"84.022,04","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Fondazione Pergolesi Spontini,PROFESSORE D'ORCHESTRA III - Parti di Fila,118604,Progetto formativo,2009,"84.022,04","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Tecnico di Cantiere Specializzato in Bioedilizia e Risparmio Energetico,102770,Progetto formativo,2008,"51.002,40","13.102,84",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Percorsi formativi per il management artigiano e delle PMI,102969,Progetto formativo,2008,"14.774,25","2.749,44",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,IMPRENDITORIA FEMMINILE: gestione e controllo nelle PMI artigiane,104492,Progetto formativo,2008,"14.121,76","2.671,02",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_jesi_impiegati/commessi/banconi,110099,Progetto formativo,2008,"41.950,00","41.450,47",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,eri_II liv. Appr_jesi_commessi/banconieri_I liv.,110566,Progetto formativo,2008,"13.150,00","13.150,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_ancona_commessi_II liv.,110958,Progetto formativo,2008,"13.650,00","13.650,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_ancona_impiegati_II liv.,111070,Progetto formativo,2008,"13.650,00","13.594,82",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,RETE DEL GUSTO,111691,Progetto formativo,2008,"8.111,53","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,LINGUA ESTERA: INGLESE,112005,Progetto formativo,2008,"7.628,83","6.993,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,LINGUA ESTERA: INGLESE,112022,Progetto formativo,2008,"7.628,83","6.986,36",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_ancona_impiegati/commessi/ban conieri_II liv.,114588,Progetto formativo,2008,"41.450,00","41.136,21",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,OPERATORE IN TECNOLOGIE BIOMEDICALI,116420,Progetto formativo,2009,"60.750,00","406,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Tecnico problematiche energetico- ambientali nella progettazione edilizia,116575,Progetto formativo,2009,"30.375,00","406,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_an_commessi/banconieri_I liv.,117253,Progetto formativo,2008,"13.650,00","6.297,39",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_jesi_impiegati/commessi/banconi eri_II liv.,117258,Progetto formativo,2008,"51.600,00","21.367,63",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_ancona_impiegati/commessi/ban conieri_II liv.,117275,Progetto formativo,2008,"52.600,00","22.150,85",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_Ancona_commessi/banconieri_I liv.,119325,Progetto formativo,2008,"12.510,00","2.499,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_ancona_impiegati_II liv.,119343,Progetto formativo,2008,"40.950,00","5.357,69",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_jesi_impiegati_II liv.,119407,Progetto formativo,2008,"40.950,00","5.438,71",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_ancona_commessi/banconieri_II liv.,119492,Progetto formativo,2008,"13.650,00","3.067,64",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,Appr_Jesi_commessi/banconieri_I liv.,121620,Progetto formativo,2008,"12.650,00","353,28",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_jesi_impiegati/commessi/banconi eri_II liv.,121621,Progetto formativo,2008,"51.600,00","1.155,46",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Form. Art. Marche,PROGETTO QUADRO appr_ancona_impiegati/commessi/ban conieri_II liv.,121627,Progetto formativo,2008,"52.600,00","763,63",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,"Progetto Formativo per Apprendisti nei settori: Terziario Distribuzione e Servizi, Alimentare, Turismo.",101787,Progetto formativo,2008,"184.800,00","102.374,43",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,TECNICO DELLA PROMOZIONE TURISTICA E DEL TERRITORIO qualifica di riferimento nazionale: Tecnico Superiore per l'organizzazione e il marketing del turismo integrato,102152,Progetto formativo,2008,"101.883,24","18.439,31",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,TECNICO DELLA LOGISTICA INTEGRATA - riferimento tabulato qualifiche regionali: Tecnico Logistica e Movimentazione Merci,102788,Progetto formativo,2008,"62.100,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,"Progetto Quadro per la formazione permanente finalizzato ad innalzare il livello medio delle conoscenze della popolazione, anche a fini professionali",102930,Progetto formativo,2008,"61.584,00","11.222,55",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,"Progetto Quadro per la formazione continua finalizzato allo sviluppo delle microimprese operanti nel settore del Terziario in particolare per imprenditori, soci, collaboratori, familiari e coadiuvanti",103010,Progetto formativo,2008,"99.000,00","18.361,99",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,IMPRENDITORIA: Sviluppo e consolidamento di competenze manageriali delle imprenditrici di Micro e PMI del settore commercio/servizi nella Provincia di Pesaro e Urbino,103465,Progetto formativo,2008,"12.437,46","1.961,49",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,IMPRENDITORIA: Aggiornamento delle competenze manageriali delle imprenditrici di micro imprese della Provincia di Pesaro e Urbino,104831,Progetto formativo,2008,"11.576,13","2.981,32",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,"Tecnico di Programmazione: Analista- Programmatore (riferimento alla qualifica di ""Tecnico di programmazione"" nel Tabulato Regionale delle Qualifiche)",111590,Progetto formativo,2009,"66.250,80","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FormaConf - Confcommercio,"“Tecnico Agenzia Viaggi e Booking Tour Operator”, riferimento al Tabulato delle qualifiche regionali TD 1.13.1 “DIRETTORE TECNICO AGENZIA VIAGGI E TURISMO”",114709,Progetto formativo,2009,"68.372,40","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
FRIGOSTAR srl,organizzazione del lavoro,114927,Progetto formativo,2009,"7.050,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Frulla Srl,Inglese tecnico/settore automobilistico- soccorso stradale,109171,Progetto formativo,2008,"10.644,00","936,74",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Future Consulting di Pirro Adele,LINGUA ITALIANA PER IMMIGRATI,102843,Progetto formativo,2008,"23.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
G.D.O. SRL,L'ospite in Casamia,103274,Progetto formativo,2008,"16.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
