"codice_programma","codice_identificativo_operazione","codice_locale_intervento","titolo","cup","fonte_inclusione_rendicontazione","asse","ob_spec","ob_op","denominazione","cf_p_iva","provincia_sede_legale","comune_sede_legale","indirizzo_sede_legale","totale_impegni_beneficiario","totale_pagamenti","fund_type","currency","uri"
"2007IT051PO003.4.i1.1","SI_2_578","3.08/9.2.5/1154","L'INFORMATICA PER LA MIA FORMAZIONE PROFESSIONALE","G53D06000 450009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IST.COMPRENSIVO STATALE I.BUTTITTA",90000850827,"Palermo","Bagheria","Via Flavio Gioia, 4","17.014,30","17.014,30","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_579","3.08/9.2.5/1155","IN SARTORIA PER FARE¿GRANDI COSE","G53D06000 460009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IST.COMPRENSIVO STATALE I.BUTTITTA",90000850827,"Palermo","Bagheria","Via Flavio Gioia, 4","17.116,49","17.116,49","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_580","3.08/9.2.5/1156","LA MAGIA DI UN'ANTICA ARTE¿IL RICAMO","G73D06000 550009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IST.COMPRENSIVO STATALE I.BUTTITTA",90000850827,"Palermo","Bagheria","Via Flavio Gioia, 4","17.848,94","17.848,94","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_581","3.08/9.2.5/1158","L'ACCOGLIENZA IN BARCA","G73I06000 370009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. I. FLORIO",80017320283,"Palermo","Palermo","Via F. Di Giovanni, 88","13.941,12","13.941,12","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_582","3.08/9.2.5/1159","LA SERIGRAFIA COME STRUMENTO D'ARTE","G73D06000 810009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. PERTINI",97038830828,"Palermo","Palermo","Via F. Cavallotti, 5","18.247,63","18.247,63","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_583","3.08/9.2.5/1160","SVILUPPO DELLA PROFESSIONALIT ¿ DI SUPPORTO ALLA MICROIMPRENDIT ORIALIT¿ LOCALE 2","H53D06000 190009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. E I.C.S. CASTELLANA SICULA",83000970828,"Palermo","Castellana Sicula","Via Rione Frazzucchi s.n.","17.463,86","17.463,86","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_584","3.08/9.2.5/1161","SVILUPPO DELLA PROFESSIONALIT ¿ DI SUPPORTO ALLA MICROIMPRENDIT ORIALIT¿ LOCALE 1","H53D06000 200009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. E I.C.S. CASTELLANA SICULA",83000970828,"Palermo","Castellana Sicula","Via Rione Frazzucchi s.n.","17.464,20","17.464,20","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_585","3.08/9.2.5/1162","ICONA: LUCE CHE ILLUMINA","F33D06000 240009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. GUGLIELMO II",97165530821,"Palermo","Monreale","Via B. D'Acquisto, 33","17.504,42","17.504,42","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_586","3.08/9.2.5/1163","TURISMO E NUOVE OPPORTUNIT¿ A CORLEONE","F63D06000 270009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. IST. COMPR. G. VASI",92003130827,"Palermo","Corleone","Via Don G. Colletto","17.226,94","17.226,94","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_587","3.08/9.2.5/1164","LA STORIA SIAMO NOI","G73D06000 820009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. I. FLORIO",80017320283,"Palermo","Palermo","Via F. Di Giovanni, 88","14.954,35","14.954,35","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_588","3.08/9.2.5/1165","LE RETI TELEMATICHE:INT","G73D06000 710009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL.",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.429,80","18.429,80","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_589","3.08/9.2.5/1166","TELEMATICHE:INT RODUZIONE AL NETWORKING.. RISCOPRIAMO L'ARTE DEL RICAMO","710009 G73D06000 850009","dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","DISP. SCOL. MONTECUCCIO 1 S.M.S. PERTINI",97038830828,"Palermo","Palermo","Via F. Cavallotti, 5","19.069,84","19.069,84","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_590","3.08/9.2.5/1167","ANTICA RISTORAZIONE PALERMITANA","G73D06000 860009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. PERTINI",97038830828,"Palermo","Palermo","Via F. Cavallotti, 5","17.759,96","17.759,96","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_591","3.08/9.2.5/1168","LE MANI, IL FUOCO, LE TRADIZIONI","C83D06000 230009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","CTP G.B.GRASSI PRIVITERA",80019460825,"Palermo","Partinico","Via P.pe Umberto, 305","17.947,40","17.947,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_592","3.08/9.2.5/1169","RAFFORZO LE MIE COMPETENZE IN INGLESE","G53D06000 470009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IST.COMPRENSIVO STATALE I.BUTTITTA",90000850827,"Palermo","Bagheria","Via Flavio Gioia, 4","16.956,54","16.956,54","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_593","3.08/9.2.5/1170","INFORMATICA STRUMENTO DI FORMAZIONE¿","G73D06000 870009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. PERTINI",97038830828,"Palermo","Palermo","Via F. Cavallotti, 5","19.069,86","19.069,86","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_594","3.08/9.2.5/1171","AVVENTURA NOMADI","G73D06000 890009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. I. FLORIO",80017320283,"Palermo","Palermo","Via F. Di Giovanni, 88","16.935,75","16.935,75","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_595","3.08/9.2.5/1172","SYLLABUS ECDL","G73D06000 560009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","18.151,40","18.151,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_596","3.08/9.2.5/1173","LA BUSSOLA DI CERAMICA","F33D06000 250009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. GUGLIELMO II",97165530821,"Palermo","Monreale","Via B. D'Acquisto, 33","17.413,33","17.413,33","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_597","3.08/9.2.5/1174","AGO, FILO E FANTASIA","F33D06000 260009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. GUGLIELMO II",97165530821,"Palermo","Monreale","Via B. D'Acquisto, 33","16.676,90","16.676,90","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_598","3.08/9.2.5/1175","AGRICOLTORE BIOLOGICO","E43D06000 410009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. MONS. AGLIALORO",87002060827,"Palermo","Caccamo","Via Giov. XXIII","17.411,15","17.411,15","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_599","3.08/9.2.5/1176","LABORATORIO DI CUCINA MULTIETNICA","G73D06000 720009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL. MONTECUCCIO 1",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.946,26","18.946,26","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_600","3.08/9.2.5/1177","ASSISTENTE INFORMATICO ALLO SVILUPPO DELLA FOTOGRAFIA DIGITALE","G73D06000 730009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL. MONTECUCCIO 1",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.429,80","18.429,80","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_601","3.08/9.2.5/1178","ANCH'IO PARLO INGLESE","G73D06000 880009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. PERTINI",97038830828,"Palermo","Palermo","Via F. Cavallotti, 5","18.943,28","18.943,28","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_602","3.08/9.2.5/1179","ASSISTENTE OPERATORE ALLA CREAZIONE DI PRODOTTI CON LA TECNICA DEL DECOUPAGE","G73D06000 740009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL. MONTECUCCIO 1",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.946,26","18.946,26","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_603","3.08/9.2.5/1180","BACK TO ENGLISH","E43D06000 420009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. MONS. AGLIALORO",87002060827,"Palermo","Caccamo","Via Giov. XXIII","18.077,94","18.077,94","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_604","3.08/9.2.5/1181","INFORMATICA DI BASE SYLLABUS ECDL 2¿ PARTE 2¿ GRADO","G73D06000 570009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","17.302,90","17.302,90","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_605","3.08/9.2.5/1182","INFORMATICA - SYLLABUS ECDL 1¿ PARTE 5¿ CORSO","G73D06000 580009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","16.541,40","16.541,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_606","3.08/9.2.5/1183","INFORMATICA - SYLLABUS ECDL 2¿ PARTE 2¿ CORSO 4¿ CORSO","G73D06000 590009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","17.473,40","17.473,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_607","3.08/9.2.5/1184","INFORMATICA - SYLLABUS ECDL 2¿ PARTE 3¿ CORSO","G73D06000 600009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","17.900,90","17.900,90","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_608","3.08/9.2.5/1185","INGLESE? S¿, GRAZIE","G73D06000 900009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. I. FLORIO",80017320283,"Palermo","Palermo","Via F. Di Giovanni, 88","14.247,69","14.247,69","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_609","3.08/9.2.5/1186","SPAGNOLO? S¿ GRAZIE","G73D06000 910009","put ai percorsi di istruzione e formazione professionale I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. I. FLORIO",80017320283,"Palermo","Palermo","Via F. Di Giovanni, 88","14.958,59","14.958,59","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_610","3.08/9.2.5/1187","RESTAURO LEGNO","E43D06000 430009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. MONS. AGLIALORO",87002060827,"Palermo","Caccamo","Via Giov. XXIII","17.859,59","17.859,59","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_611","3.08/9.2.5/1188","IMPARA L'ARTE E METTITI IN PARTE¿","F63D06000 280009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. IST. COMPR. G. VASI",92003130827,"Palermo","Corleone","Via Don G. Colletto","17.676,94","17.676,94","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_612","3.08/9.2.5/1189","LA CUCINA DEL MEDITERRANEO","C83D06000 240009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","CTP G.B.GRASSI PRIVITERA",80019460825,"Palermo","Partinico","Via P.pe Umberto, 305","18.553,40","18.553,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_613","3.08/9.2.5/1190","CORSO BASE DI LINGUA INGLESE","C83D06000 250009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","CTP G.B.GRASSI PRIVITERA",80019460825,"Palermo","Partinico","Via P.pe Umberto, 305","17.756,90","17.756,90","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
