Beneficiario Finale,Denominazione Progetto,Asse,Codice Obiettivo Operativo,Codice Progetto,Regione,Totale impegnato,Totale erogato (pagamenti monitorati al 31/12/2009)
BRUNO VACCA & C. SAS SERVIZI ED IMPIANTI TECNOLOGI,BRUNO VACCA & C. SAS SERVIZI ED IMPIANTI TECNOLOGI,II,II.1,2018654,Puglia,"31,368.13","29,599.50"
BRUTIA MARMI S.A.S. DI DE LUCA FABRIZIO & C.,BRUTIA MARMI S.A.S. DI DE LUCA FABRIZIO & C.,II,II.1,2011134,Calabria,"48,207.37","34,720.50"
BTS SERVICE SAS DI LETIZIA BUONOCORE,BTS SERVICE SAS DI LETIZIA BUONOCORE,II,II.1,2013385,Campania,"16,832.38","16,831.88"
C M S C,C M S C,II,II.1,19,Calabria,"573,798.00","401,658.60"
C&G QUALITY SERVICES DI NUNZIATA CHIARA E C. S.A.S,C&G QUALITY SERVICES DI NUNZIATA CHIARA E C. S.A.S,II,II.1,2022627,Campania,"34,179.25","33,934.50"
C. & C. FURNISCHING SNC DI COSIMO CELEA & C.,C. & C. FURNISCHING SNC DI COSIMO CELEA & C.,II,II.1,2025022,Calabria,"31,648.67","7,446.74"
C. G. BUILDING DI TANCREDI MARIA LUIGIA & C. S.A.S,C. G. BUILDING DI TANCREDI MARIA LUIGIA & C. S.A.S,II,II.1,2017447,Campania,"57,164.60","57,164.60"
C. MESSANA SRL,C. MESSANA SRL,II,II.1,49304,Sicilia,"83,855.40","67,624.22"
C.E.I.M. snc  DI CAPUTI  AMEDEO E ALFREDO,C.E.I.M. snc  DI CAPUTI  AMEDEO E ALFREDO,II,II.1,2011871,Calabria,"43,229.55","43,229.55"
C.G.M. S.A.S. DI MEDAGLIA FRANCESCO,C.G.M. S.A.S. DI MEDAGLIA FRANCESCO,II,II.1,2018375,Calabria,"45,205.20","45,205.20"
C.G.M. SAS DI MUCCI CARMINE & C.,C.G.M. SAS DI MUCCI CARMINE & C.,II,II.1,2020331,Campania,"47,889.63","47,889.63"
C.I.P.P. DI ALESSIA E DEBORA VANADIA BARTOLO S.N.C,C.I.P.P. DI ALESSIA E DEBORA VANADIA BARTOLO S.N.C,II,II.1,2020604,Sicilia,"29,809.06","29,805.10"
C.L.C. DI COLELLA LUIGI E C. S.A.S.,C.L.C. DI COLELLA LUIGI E C. S.A.S.,II,II.1,2014829,Campania,"57,024.59","56,774.59"
C.L.G. TERMOIMPIANTI DI G. LANDI  snc,C.L.G. TERMOIMPIANTI DI G. LANDI  snc,II,II.1,2012366,Campania,"11,971.17","11,555.65"
C.M. LAB DI MUSCOGIURI & CAGGIA S.N.C.,C.M. LAB DI MUSCOGIURI & CAGGIA S.N.C.,II,II.1,2021320,Puglia,"16,637.46","16,637.46"
C.M. LAVORI EDILI STRADALI DI CAPOZZI MARIA ANTONIETTA & C. SAS,C.M. LAVORI EDILI STRADALI DI CAPOZZI MARIA ANTONIETTA & C. SAS,II,II.1,2018864,Campania,"58,943.00","58,943.00"
C.M.M.,C.M.M.,II,II.1,'7471.,Puglia,"1,753,422.00","415,227.60"
C.M.M. DI GATTO GIUSEPPE & C. S.A.S.,C.M.M. DI GATTO GIUSEPPE & C. S.A.S.,II,II.1,172386,Calabria,"50,731.50","36,395.70"
C.N. IMPIANTISTICA GENERALE S.A.S. DI CHIRICOLO NI,C.N. IMPIANTISTICA GENERALE S.A.S. DI CHIRICOLO NI,II,II.1,2020146,Campania,"40,239.70","40,130.70"
C.N.C. GROUP MECCANICA DI PRECISIONE DI SAPUTO RAF,C.N.C. GROUP MECCANICA DI PRECISIONE DI SAPUTO RAF,II,II.1,2023240,Sicilia,"54,402.61","54,402.61"
C.O.E.S. SAS DI GICANTE GIUSEPPE & C.,C.O.E.S. SAS DI GICANTE GIUSEPPE & C.,II,II.1,2022542,Campania,"55,585.00","55,585.00"
C.P.R. GROUP S.A.S. DI LANZA CARICCIO FRANCESCO & C.,C.P.R. GROUP S.A.S. DI LANZA CARICCIO FRANCESCO & C.,II,II.1,2024811,Sicilia,"42,746.07","9,549.21"
C.R. ELETTROAMBIENTE DI CIRO RUOCCO & C. S.A.S.,C.R. ELETTROAMBIENTE DI CIRO RUOCCO & C. S.A.S.,II,II.1,2023178,Campania,"37,440.75","37,440.75"
C.S.A. SAPI SAS DI IOVINO IVAN MARIA & C.,C.S.A. SAPI SAS DI IOVINO IVAN MARIA & C.,II,II.1,2018391,Campania,"11,327.44","9,487.18"
C2 STUDIO SAS DI COPPOLA FRANCESCO,C2 STUDIO SAS DI COPPOLA FRANCESCO,II,II.1,2020827,Campania,"39,390.65","39,390.65"
CA.I.M. SNC DI LUIGI VALENTINI E C.,CA.I.M. SNC DI LUIGI VALENTINI E C.,II,II.1,2022296,Puglia,"51,582.76","51,582.60"
CA.MO. DI CANNARELLA FRANCESCO E MONCADA GIACOMO -,CA.MO. DI CANNARELLA FRANCESCO E MONCADA GIACOMO -,II,II.1,2023568,Sicilia,"47,454.75","11,490.95"
CACIQUE DI GRAZIANO ALESSANDRO SAS,CACIQUE DI GRAZIANO ALESSANDRO SAS,II,II.1,2020363,Campania,"53,402.00","51,930.89"
CAF CONCERT S.A.S. DI ROSARIA PECORARO,CAF CONCERT S.A.S. DI ROSARIA PECORARO,II,II.1,2024733,Campania,"17,626.99","4,125.40"
CAFA SUD SAS DI ANGELLOTTO GIUSEPPE,CAFA SUD SAS DI ANGELLOTTO GIUSEPPE,II,II.1,96910,Campania,"54,311.70","12,452.70"
CALCOM SAS DI  ROBERTA  CALAUTTI & CO.,CALCOM SAS DI  ROBERTA  CALAUTTI & CO.,II,II.1,2017989,Calabria,"22,407.10","21,538.10"
CALZATURIFICIO MORENA S.A.S. DI ANNACONDIA EMILIA,CALZATURIFICIO MORENA S.A.S. DI ANNACONDIA EMILIA,II,II.1,2020536,Puglia,"53,602.53","53,473.75"
CALZATURIFICIO SUD SALENTO DI SCHIAVANO R. & C. SAS,CALZATURIFICIO SUD SALENTO DI SCHIAVANO R. & C. SAS,II,II.1,2021634,Puglia,"12,498.50","12,498.50"
CAM SCAVI SAS DI CAMERIERE DANIELE & C.,CAM SCAVI SAS DI CAMERIERE DANIELE & C.,II,II.1,2020758,Calabria,"45,899.52","24,724.39"
CAMALEONTE LABORATORIO ARTISTICO SAS DI NASTRI & C,CAMALEONTE LABORATORIO ARTISTICO SAS DI NASTRI & C,II,II.1,2016542,Campania,"44,757.40","44,216.69"
CAMI,CAMI,II,II.1,64958,Campania,"148,544.00","30,496.00"
CAMICERIA M.&G. ITALIA SAS,CAMICERIA M.&G. ITALIA SAS,II,II.1,2013447,Calabria,"45,298.37","33,218.80"
CAMICERIA PICCOLO S.A.S. DI S. PICCOLO \&\ C,CAMICERIA PICCOLO S.A.S. DI S. PICCOLO \&\ C,II,II.1,2015642,Campania,"31,029.97","31,029.75"
CANDON SERVICE GROUP S.A.S. DI DONATO PASQUALE,CANDON SERVICE GROUP S.A.S. DI DONATO PASQUALE,II,II.1,2017151,Campania,"2,337.00","2,337.00"
CANNIZZO,CANNIZZO,II,II.1,7810,Sicilia,"165,741.00","110,494.00"
CAPALBO CREAZIONI SAS DI LUCIA CAPALBO & C.,CAPALBO CREAZIONI SAS DI LUCIA CAPALBO & C.,II,II.1,2019874,Calabria,"39,245.83","39,239.50"
CAR PRATICHE DI SPISA ROSARIA & C. SNC,CAR PRATICHE DI SPISA ROSARIA & C. SNC,II,II.1,2012373,Sicilia,"6,005.00","3,804.00"
CARAVELLA PLANET SOCCER DI MARIA GAETANA AIELLO SA,CARAVELLA PLANET SOCCER DI MARIA GAETANA AIELLO SA,II,II.1,2021051,Sicilia,"13,042.00","12,439.84"
CARAVETTA ROSANNA & DOMENICO S.N.C.,CARAVETTA ROSANNA & DOMENICO S.N.C.,II,II.1,2016129,Calabria,"45,945.90","45,945.90"
CARBINIA MARMI S.A.S. DI SAPONARO GIUSEPPE & C.,CARBINIA MARMI S.A.S. DI SAPONARO GIUSEPPE & C.,II,II.1,2022735,Puglia,"49,643.00","49,523.12"
CARIATI TENDAGGI S.A.S. DI CARIATI ANTONIO,CARIATI TENDAGGI S.A.S. DI CARIATI ANTONIO,II,II.1,2010663,Calabria,"49,227.50","36,589.90"
CARLO GAVAZZI SPACE S.p.A.,CARLO GAVAZZI SPACE S.p.A.,II,II.1,81777,Campania,"421,477.00","379,329.30"
CARPINELLA S.A.S. DI CARPINELLA MICHELE & C.,CARPINELLA S.A.S. DI CARPINELLA MICHELE & C.,II,II.1,2024872,Campania,"44,903.00","9,980.60"
CARTESIO DI MAROTTA M. & DE FILIPPO A. snc,CARTESIO DI MAROTTA M. & DE FILIPPO A. snc,II,II.1,2012154,Campania,"14,657.07","14,648.57"
CASA BELLA DI TUMBARELLO FELICE MARCELLO & C. S.N.C,CASA BELLA DI TUMBARELLO FELICE MARCELLO & C. S.N.C,II,II.1,2012093,Sicilia,"40,328.66","28,917.93"
CASA OK SAS DI MANZI DANIELE,CASA OK SAS DI MANZI DANIELE,II,II.1,2004604,Campania,"46,398.85","34,553.64"
CAST S.A.S. DI CASTAGNA DAVIDE & C.,CAST S.A.S. DI CASTAGNA DAVIDE & C.,II,II.1,2022701,Campania,"38,326.00","9,665.20"
CASTELLI COSTRUZIONI SNC DI CASTELLI T.,CASTELLI COSTRUZIONI SNC DI CASTELLI T.,II,II.1,2013741,Campania,"53,687.15","48,687.15"
CCF LAVORAZIONE LAMIERA E CARPENTERIA METALLICA,CCF LAVORAZIONE LAMIERA E CARPENTERIA METALLICA,II,II.1,2020999,Campania,"51,149.74","51,149.74"
C'E' PASTA PER TE DI GAUDINO GIUSEPPE & C. SAS,C'E' PASTA PER TE DI GAUDINO GIUSEPPE & C. SAS,II,II.1,2023411,Sicilia,"44,182.00","10,336.40"
CE SI A  - CENTRO SICILIANO APPALTI,CE SI A  - CENTRO SICILIANO APPALTI,II,II.1,368,Sicilia,"197,530.00","37,501.60"
CEA DI TERMINI MAURIZIO & C,CEA DI TERMINI MAURIZIO & C,II,II.1,41882,Sicilia,"104,965.00","83,972.00"
CELIAFREE SNC DI CAFARO EMIDDIO & C,CELIAFREE SNC DI CAFARO EMIDDIO & C,II,II.1,2021122,Campania,"28,336.11","28,335.78"
CEMENTI ARCHINA',CEMENTI ARCHINA',II,II.1,25717,Calabria,"197,980.00","98,990.00"
CENTER COPY S.A.S. DI DORNETTA NICOLA & C.,CENTER COPY S.A.S. DI DORNETTA NICOLA & C.,II,II.1,2016835,Calabria,"45,987.93","45,987.93"
CENTRELLA SAS SERV.TOPOGRAFICI,CENTRELLA SAS SERV.TOPOGRAFICI,II,II.1,2010489,Campania,"54,874.23","41,946.38"
CENTRO AFFILATURA UTENSILI DI MARTORANA MARCO E GRAZIANO LUIGI S.N.C.,CENTRO AFFILATURA UTENSILI DI MARTORANA MARCO E GRAZIANO LUIGI S.N.C.,II,II.1,2008424,Sicilia,"36,009.22","26,756.41"
CENTRO CAD SAS DI FRACELLA SANTINA,CENTRO CAD SAS DI FRACELLA SANTINA,II,II.1,2013278,Puglia,"23,687.06","23,687.05"
CENTRO ODONTOSERVICE S.N.C. DI CAPPIAPUOTI RITA &,CENTRO ODONTOSERVICE S.N.C. DI CAPPIAPUOTI RITA &,II,II.1,2023600,Campania,"44,609.30","10,321.86"
CENTRO REVISIONI LOMBARDI S.N.C. DI LOMBARDI LUCA,CENTRO REVISIONI LOMBARDI S.N.C. DI LOMBARDI LUCA,II,II.1,2023603,Campania,"51,279.00","51,279.00"
CENTRO REVISIONI MANZI S.A.S. DI MANZI MICHELE & C,CENTRO REVISIONI MANZI S.A.S. DI MANZI MICHELE & C,II,II.1,2016655,Campania,"40,248.50","40,152.51"
CENTRO SERVIZI ACCANTO DI CARICATO MARIA & C. SAS,CENTRO SERVIZI ACCANTO DI CARICATO MARIA & C. SAS,II,II.1,2021303,Calabria,"15,770.65","15,770.55"
CENTRO SERVIZI COPYB SAS DI CIANO GIUSEPPINA MARIA,CENTRO SERVIZI COPYB SAS DI CIANO GIUSEPPINA MARIA,II,II.1,2018119,Calabria,"49,372.00","49,347.00"
CENTRO SERVIZI M.S. S.A.S. DI PARZIALE MARGHERITA,CENTRO SERVIZI M.S. S.A.S. DI PARZIALE MARGHERITA,II,II.1,2018026,Campania,"48,107.39","47,981.00"
CENTRO SERVIZI S.A.S.,CENTRO SERVIZI S.A.S.,II,II.1,2023418,Campania,"39,333.00","9,666.60"
CENTRO STUDI MUSICAL DI PACE P. \&\ C. SAS,CENTRO STUDI MUSICAL DI PACE P. \&\ C. SAS,II,II.1,2010257,Puglia,"32,033.50","20,758.03"
CENTRO V.IP. DI BISOGNO ILEANA & C. S.A.S.,CENTRO V.IP. DI BISOGNO ILEANA & C. S.A.S.,II,II.1,2017643,Campania,"25,608.60","23,198.50"
CERAMIBLEA,CERAMIBLEA,II,II.1,'7531.,Sicilia,"677,695.15","336,879.88"
CERAMICHE D'AGOSTINO & C DI BRUNO D'AGOSTINO,CERAMICHE D'AGOSTINO & C DI BRUNO D'AGOSTINO,II,II.1,13009,Campania,"135,255.00","78,489.00"
CERAMICHE RUSSO SNC DI ANTONINO RUSSO & C.,CERAMICHE RUSSO SNC DI ANTONINO RUSSO & C.,II,II.1,2003671,Sicilia,"25,790.50","16,382.40"
CERBONE SAS DI CERBONE ANTONIO & C.,CERBONE SAS DI CERBONE ANTONIO & C.,II,II.1,2007002,Campania,"36,063.97","24,811.07"
CHARLIE'S SAS DI SARNATARO ANGELA E C.,CHARLIE'S SAS DI SARNATARO ANGELA E C.,II,II.1,2007103,Campania,"9,205.00","8,915.00"
CHIAPPERINO & FUZIO ARCHITETTURA + INGEGNERIA S.N.C,CHIAPPERINO & FUZIO ARCHITETTURA + INGEGNERIA S.N.C,II,II.1,2017926,Puglia,"10,342.75","8,382.10"
CHIARAZZO SAS DI CHIARAZZO ALESSANDRA & C.,CHIARAZZO SAS DI CHIARAZZO ALESSANDRA & C.,II,II.1,2024770,Puglia,"52,644.08","12,128.82"
CHIMIENTI E C. S.N.C. DI CHIMIENTI VITO,CHIMIENTI E C. S.N.C. DI CHIMIENTI VITO,II,II.1,2025052,Puglia,"24,321.56","5,764.31"
CHIOS GIOIELLI,CHIOS GIOIELLI,II,II.1,'6311.,Campania,"1,412,041.18","133,187.35"
CHIRUZZI S.A.S. DI CHIRUZZI LEONARDO E C.,CHIRUZZI S.A.S. DI CHIRUZZI LEONARDO E C.,II,II.1,2010124,Sicilia,"22,424.32","16,546.19"
CIEFFE S.A.S. DI COLAGIORGIO FRANCESCO & C.,CIEFFE S.A.S. DI COLAGIORGIO FRANCESCO & C.,II,II.1,2021976,Puglia,"57,934.00","57,934.00"
CIEMME S.A.S. DI CAUTELA MARCO & C.,CIEMME S.A.S. DI CAUTELA MARCO & C.,II,II.1,2020002,Calabria,"47,415.66","42,615.66"
CIMMINELLI SAS DI CIMMINELLI ALESSANDRO & C,CIMMINELLI SAS DI CIMMINELLI ALESSANDRO & C,II,II.1,2020807,Calabria,"47,079.09","47,079.09"
CISAL SNC DI FRUSTACI F. E FRUSTACI S,CISAL SNC DI FRUSTACI F. E FRUSTACI S,II,II.1,2013964,Calabria,"60,299.00","47,429.20"
CITEL GROUP,CITEL GROUP,II,II.1,51876,Campania,"545,778.00","406,877.70"
CLEAN MACHINE SNC DI FILIPPELLI MARIA E DE MUNNO GIANCARLA,CLEAN MACHINE SNC DI FILIPPELLI MARIA E DE MUNNO GIANCARLA,II,II.1,2019960,Calabria,"47,408.49","47,059.39"
CLEIRY DI ANDREA BERNUCCI S.N.C.,CLEIRY DI ANDREA BERNUCCI S.N.C.,II,II.1,2011354,Campania,"56,476.65","55,186.50"
CLENEAR S.A.S. DI SIMONE CHIAPPETTA & C.,CLENEAR S.A.S. DI SIMONE CHIAPPETTA & C.,II,II.1,2019774,Calabria,"35,811.28","35,811.28"
CLICK HELP S.N.C DI LO NARDO ROBERTO E TUMMINELLI,CLICK HELP S.N.C DI LO NARDO ROBERTO E TUMMINELLI,II,II.1,2018688,Sicilia,"51,091.34","51,091.34"
CLIMA COMFORT S.N.C. DI ARTELLIS PIETRO E CASUCCI MICHELE,CLIMA COMFORT S.N.C. DI ARTELLIS PIETRO E CASUCCI MICHELE,II,II.1,2021178,Puglia,"12,406.41","10,079.68"
CLIMA S.A.T. DI ADINOLFI FABIO & C. S.A.S.,CLIMA S.A.T. DI ADINOLFI FABIO & C. S.A.S.,II,II.1,2020902,Campania,"30,086.01","29,648.29"
CLIMART S.N.C. DI TROVATO G. & LO MONACO M.,CLIMART S.N.C. DI TROVATO G. & LO MONACO M.,II,II.1,2021682,Sicilia,"27,719.46","21,009.70"
CMS CENTRO MESCOLE SUD,CMS CENTRO MESCOLE SUD,II,II.1,46584,Calabria,"125,120.00","93,347.19"
CNC LAB.TECH DI PASSARELLA L. \&\ C SAS,CNC LAB.TECH DI PASSARELLA L. \&\ C SAS,II,II.1,2015288,Campania,"57,003.69","51,944.38"
CO.GI.VE. SAS DI VENTRA VINCENZO & C.,CO.GI.VE. SAS DI VENTRA VINCENZO & C.,II,II.1,2011697,Calabria,"54,166.31","41,882.97"
CO.R.SAL.SAS DI ROSANO AMEDEO,CO.R.SAL.SAS DI ROSANO AMEDEO,II,II.1,2024207,Sicilia,"49,872.00","11,974.40"
CO.VIN.PEL SAS DI CONTURSI VINCENZO & CO.,CO.VIN.PEL SAS DI CONTURSI VINCENZO & CO.,II,II.1,2023395,Campania,"38,982.30","8,996.46"
COAL SAS DI CANNAVO' FRANCESCO,COAL SAS DI CANNAVO' FRANCESCO,II,II.1,2024395,Sicilia,"35,470.43","35,163.23"
'COAST CALL CENTER SNC DI GIOVANNI CERBO E FABIO D,'COAST CALL CENTER SNC DI GIOVANNI CERBO E FABIO D,II,II.1,2020937,Campania,"32,009.75","32,009.75"
COCCINELLA COSTRUZIONI DI SENZAMICI FRANCESCA & C. SAS,COCCINELLA COSTRUZIONI DI SENZAMICI FRANCESCA & C. SAS,II,II.1,2016111,Campania,"54,250.00","54,250.00"
COEDIM,COEDIM,II,II.1,37253,Calabria,"539,838.00","179,946.00"
COFIL SAS DI FILOGRANA & C.,COFIL SAS DI FILOGRANA & C.,II,II.1,2023271,Puglia,"60,554.33","12,910.87"
COGEDIL S.A.S.,COGEDIL S.A.S.,II,II.1,2021593,Campania,"55,475.00","55,475.00"
COL VENTO IN POPPA DI LOMBARDO F. \&\ sas,COL VENTO IN POPPA DI LOMBARDO F. \&\ sas,II,II.1,2012272,Sicilia,"29,339.62","20,071.32"
COLELLA,COLELLA,II,II.1,31276,Puglia,"279,908.00","120,347.00"
COLLATERAL SAS DI ANTONIO CENTOMANI,COLLATERAL SAS DI ANTONIO CENTOMANI,II,II.1,2018508,Campania,"17,078.50","17,078.50"
COLORE PREZIOSO DI ROBERTO MARCELLO S.A.S.,COLORE PREZIOSO DI ROBERTO MARCELLO S.A.S.,II,II.1,2009101,Campania,"41,078.07","40,424.00"
COLORI MEDITERRANEI SAS DI ESPOSITO GRAZIA,COLORI MEDITERRANEI SAS DI ESPOSITO GRAZIA,II,II.1,2001771,Campania,"16,331.70","4,669.86"
COMEL PLAST,COMEL PLAST,II,II.1,62519,Sicilia,"39,576.80","30,316.80"
COMET,COMET,II,II.1,'7254.,Campania,"798,620.84","34,109.18"
COMICS MANGA NETWORK SAS DI COLUCCI NICOLANGELO,COMICS MANGA NETWORK SAS DI COLUCCI NICOLANGELO,II,II.1,2018917,Campania,"24,499.25","24,317.50"
COMUNICAR&SAS DI GIAMPAOLO MASOTTI,COMUNICAR&SAS DI GIAMPAOLO MASOTTI,II,II.1,2019630,Campania,"43,890.00","43,890.00"
CONER PESCA  DI CONDINO ROSETTA & C. S.A.S.,CONER PESCA  DI CONDINO ROSETTA & C. S.A.S.,II,II.1,2017135,Calabria,"45,154.50","45,154.50"
CONFEZIONI DO.RO DI PICCIARIELLO DONATO & CO. SAS,CONFEZIONI DO.RO DI PICCIARIELLO DONATO & CO. SAS,II,II.1,2019657,Puglia,"41,845.41","36,861.20"
CONNEX SAS DI MELE LUIGIA & C.,CONNEX SAS DI MELE LUIGIA & C.,II,II.1,2011273,Campania,"48,478.28","48,478.28"
CONSERVE MEDITERRANEE DI MINAUDO SALVATORE & C. (GIA' CONSERVE MEDITERRANEE...),CONSERVE MEDITERRANEE DI MINAUDO SALVATORE & C. (GIA' CONSERVE MEDITERRANEE...),II,II.1,10524,Calabria,"247,310.00","105,048.80"
CONSORZIO TICONZERO,CONSORZIO TICONZERO,II,II.1,41218,Sicilia,"136,240.00","122,616.00"
CONSULENZA SERVICE S.A.S. DI BALDARI ANNA,CONSULENZA SERVICE S.A.S. DI BALDARI ANNA,II,II.1,2022480,Puglia,"20,679.50","20,679.50"
CONSULLAB DI DE MIZIO SIMONA & C. S.N.C.,CONSULLAB DI DE MIZIO SIMONA & C. S.N.C.,II,II.1,2023265,Campania,"29,735.50","6,447.10"
CONVERT IT S.A.S. DI ERRANTE ROBERTO & C.,CONVERT IT S.A.S. DI ERRANTE ROBERTO & C.,II,II.1,2005775,Campania,"37,350.68","23,822.42"
COPEL SAS DO COPPOLA ANTONIO E C.,COPEL SAS DO COPPOLA ANTONIO E C.,II,II.1,2023055,Campania,"47,941.93","11,588.39"
CORNICI & BELLE ARTI S.A.S. DI MADDALUNO MICHELE &,CORNICI & BELLE ARTI S.A.S. DI MADDALUNO MICHELE &,II,II.1,2021664,Campania,"25,089.78","25,068.50"
CORRADO PRODUCTIONS S.N.C. DI CORRADO ERMANNO & C.,CORRADO PRODUCTIONS S.N.C. DI CORRADO ERMANNO & C.,II,II.1,2019634,Puglia,"58,522.91","58,522.91"
'COS.MET. S.A.S. DI SALVATORE CARMELA','COS.MET. S.A.S. DI SALVATORE CARMELA',II,II.1,2010645,Campania,"53,451.02","53,451.02"
COSI È SE VI PIACE SAS DI ALESSANDRA CAVA & C.,COSI È SE VI PIACE SAS DI ALESSANDRA CAVA & C.,II,II.1,2014612,Calabria,"16,817.26","16,817.26"
COSMOBRAND S.A.S. DI CASSANELLI DANIELA,COSMOBRAND S.A.S. DI CASSANELLI DANIELA,II,II.1,2023599,Puglia,"47,498.17","11,099.63"
COSMOGEL S.A.S. DI CAPALBO ANTONIO & C.,COSMOGEL S.A.S. DI CAPALBO ANTONIO & C.,II,II.1,2013341,Calabria,"43,894.10","43,894.10"
COSTANTINI COSTRUZIONI SAS DI COSTANTINI GIUSEPPE & C.,COSTANTINI COSTRUZIONI SAS DI COSTANTINI GIUSEPPE & C.,II,II.1,2022204,Puglia,"40,985.09","40,985.09"
COSTANTINI SALVATORE S.A.S.,COSTANTINI SALVATORE S.A.S.,II,II.1,2018768,Puglia,"23,222.50","23,222.50"
COSTROLI S.A.S. DI OLIVETI FRANCESCO & C.,COSTROLI S.A.S. DI OLIVETI FRANCESCO & C.,II,II.1,2014981,Calabria,"50,242.00","50,242.00"
COSTRUZIONI C.F.M. DI PEDACE FABIO sas,COSTRUZIONI C.F.M. DI PEDACE FABIO sas,II,II.1,2011842,Calabria,"53,403.39","53,284.72"
COSTRUZIONI EDILI DI GANDOLFO NOTARSTEFANO & C S.A,COSTRUZIONI EDILI DI GANDOLFO NOTARSTEFANO & C S.A,II,II.1,2022373,Sicilia,"57,000.00","12,900.00"
COSTRUZIONI F.LLI CIRILLO S.A.S. DI CIRILLO CLARA,COSTRUZIONI F.LLI CIRILLO S.A.S. DI CIRILLO CLARA,II,II.1,2018725,Campania,"57,232.70","57,232.70"
COSTRUZIONI F.LLI LAINO S.A.S. DI ENNIO LAINO & C.,COSTRUZIONI F.LLI LAINO S.A.S. DI ENNIO LAINO & C.,II,II.1,2020443,Calabria,"46,072.77","46,070.05"
COSTRUZIONI METALLICHE,COSTRUZIONI METALLICHE,II,II.1,'8784.,Puglia,"724,725.00","86,746.76"
COSTRUZIONI MG DI BUSCEMI MICHELE & C S.A.S.,COSTRUZIONI MG DI BUSCEMI MICHELE & C S.A.S.,II,II.1,2019333,Sicilia,"58,671.24","58,643.66"
COSTRUZIONI SAGARIA DI GIUSEPPE SAGARIA & C. S.A.S,COSTRUZIONI SAGARIA DI GIUSEPPE SAGARIA & C. S.A.S,II,II.1,2023532,Campania,"57,739.35","12,747.87"
COSTRUZIONI VENTRIGLIA DI A.VENTRIGLIA SAS,COSTRUZIONI VENTRIGLIA DI A.VENTRIGLIA SAS,II,II.1,2010469,Campania,"52,250.89","52,250.89"
CR VENTICANO SNC DI FABIO E CARLO RUSSO,CR VENTICANO SNC DI FABIO E CARLO RUSSO,II,II.1,2011642,Campania,"27,334.53","27,334.53"
CREAZIONI GIA.DA. DI CALICCHIO GIOVANNA S.A.S.,CREAZIONI GIA.DA. DI CALICCHIO GIOVANNA S.A.S.,II,II.1,2025252,Puglia,"52,678.43","12,135.69"
CREAZIONI GIOIELLI D'ARTE SAS DI DESE' LEONARDO &,CREAZIONI GIOIELLI D'ARTE SAS DI DESE' LEONARDO &,II,II.1,2025673,Puglia,"51,471.84","12,867.87"
CRESCENDO SNC DI LUIGI PATRUNO E MARIO BERNARDI,CRESCENDO SNC DI LUIGI PATRUNO E MARIO BERNARDI,II,II.1,2021920,Puglia,"53,242.03","53,241.66"
CROIM S.A.S. DI CRISTIANO ROSARIO & C.,CROIM S.A.S. DI CRISTIANO ROSARIO & C.,II,II.1,2023366,Campania,"56,780.00","12,356.00"
CROMO EXPERT S.N.C. DI LATINO FRANCESCO E PALAMA',CROMO EXPERT S.N.C. DI LATINO FRANCESCO E PALAMA',II,II.1,2019115,Puglia,"28,429.80","28,429.80"
CSI S.N.C. DI NISTICÒ ROSARIO '&' C.,CSI S.N.C. DI NISTICÒ ROSARIO '&' C.,II,II.1,2012042,Calabria,"23,682.69","23,532.69"
CTM,CTM,II,II.1,5028,Campania,"40,008.30","40,008.30"
CUONO DIGITAL SERVICE sas DI CUONO MIRKO,CUONO DIGITAL SERVICE sas DI CUONO MIRKO,II,II.1,2011837,Campania,"47,677.60","46,953.67"
CUSTOMARINE S.N.C. DEI F.LLI INCORVAIA SANDRO & AN,CUSTOMARINE S.N.C. DEI F.LLI INCORVAIA SANDRO & AN,II,II.1,2021646,Sicilia,"53,100.00","53,100.00"
D  M.I. REVISIONI sas DI DELLA MURA,D  M.I. REVISIONI sas DI DELLA MURA,II,II.1,2011101,Campania,"48,408.62","48,408.62"
D & D TENDAGGI S.A.S. DI DE BIASE GIUSEPPE,D & D TENDAGGI S.A.S. DI DE BIASE GIUSEPPE,II,II.1,2012424,Calabria,"39,697.00","29,111.10"
D L  ENERGY  SISTEM SNC DI D'ANTUONO,D L  ENERGY  SISTEM SNC DI D'ANTUONO,II,II.1,2012897,Campania,"35,908.06","35,908.06"
D&D SAS DI DE DONNO WALTER & C,D&D SAS DI DE DONNO WALTER & C,II,II.1,2020556,Puglia,"43,381.34","43,381.34"
D&G COSTRUZIONI DI D'AMICO LUIGI & C. SAS,D&G COSTRUZIONI DI D'AMICO LUIGI & C. SAS,II,II.1,2021149,Calabria,"41,544.00","41,544.00"
D.G.M. INFORMATICA S.A.S. DI MALTESE DANIELE,D.G.M. INFORMATICA S.A.S. DI MALTESE DANIELE,II,II.1,2019981,Calabria,"36,906.50","36,906.50"
D.M. LEGNO DI DE MIZIO LUIGI & C. S.A.S.,D.M. LEGNO DI DE MIZIO LUIGI & C. S.A.S.,II,II.1,2015455,Campania,"49,648.00","49,648.00"
D.O.FER.ALL. S.N.C,D.O.FER.ALL. S.N.C,II,II.1,2008858,Campania,"27,015.62","17,798.62"
D.P.COSTRUZIONI S.N.C.,D.P.COSTRUZIONI S.N.C.,II,II.1,2010999,Calabria,"57,450.00","57,450.00"
