Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10100,ESR,Juuret ja siivet - Maahanmuuttajat aktiiviseksi osaksi kainuulaista yhteiskuntaa,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.3.2008,31.12.2010,Mannerheimin Lastensuojeluliiton Kainuun piiri ry,385 959,237 609,199 795,119 033,1 092 714,411 184
S10101,ESR,Voimansiirto,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,ProAgria Etelä-Savo Ry,463 129,153 270,143 780,65 687,688 434,247 468
S10105,ESR,YRITTÄJYYDEN JA LIIKETOIMINTAOSAAMISEN KEHITTÄMISOHJELMA,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,"Etelä-Savon TE-keskus, yritysosasto",1 343 100,353 397,691 900,182 053,2 885 000,535 450
S10108,ESR,"Alueellisen opiskelun resurssikeskuksen perustaminen, ""Kampus""",Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.6.2008,31.5.2011,"Pohjois-Karjalan koulutuskuntayhtymä, Pohjois-Karjalan Ammattiopisto Nurmes",167 586,43 897,102 714,26 904,364 980,109 515
S10111,ESR,Aluekehityksen strategisen osaamisen vahvistaminen,Programdelen för storområdet Östra Finland,3,Norra Karelens landskapsförbund,Verksamhet pågår,1.1.2008,31.12.2010,Joensuun yliopisto ja Pohjois-Karjalan maakuntaliitto,166 200,113 716,86 100,58 976,485 500,214 688
S10019,ESR,Kuntosavotta,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.2.2008,31.5.2011,Aluekehityssäätiö,849 951,152 828,380 749,65 497,1 429 200,254 315
S10020,ESR,ENTERPRISE DEVELOPMENT HIGHWAY,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Technopolis Ventures Kuopio Oy,157 311,134 467,67 419,57 629,545 200,207 991
S10021,ESR,Panosta Palveluun- kehittämishanke,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,"Pohjois-Savon työvoima- ja elinkeinokeskus, työvoimaosasto",296 898,62 523,127 242,26 795,614 446,89 318
S10022,ESR,Yritys-Suomi-hanke,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Pohjois-Savon TE-keskus,114 170,41 367,48 930,17 728,511 950,81 676
S10027,ESR,Futuuri Tulevaisuuden naisyrittäjä ja -johtaja,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Ylä-Savon koulutuskuntayhtymä,473 848,139 549,209 638,59 806,781 126,230 324
S10029,ESR,Omistajanvaihdosten tukeminen ja jatkajien hakeminen Pohjois-Savossa,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.12.2011,Savon Yrittäjät ry,742 984,268 634,329 520,115 129,1 232 119,416 246
S10030,ESR,Pohjois-Savon YTY,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Pohjois-Savon ympäristökeskus,1 073 593,261 917,529 066,122 204,1 842 660,496 860
S10032,ESR,PK-yritysten kasvu ja kansainvälistyminen,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.4.2008,31.12.2010,Pohjois-Savon TE-keskus,795 000,154 533,355 000,66 228,1 224 600,220 761
S10033,ESR,Tuotteistetut palvelut,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Pohjois-Savon TE-keskus,443 100,124 524,189 900,53 367,1 099 000,177 891
S10035,ESR,SARKA Luova Pohjois-Savo,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.6.2008,31.12.2010,Kuopion kaupunki / kulttuuripalvelut,361 644,107 633,197 146,55 448,801 200,174 855
S10049,ESR,Liike Luo Elämää,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,ETELÄ-SAVON LIIKUNTA RY,360 996,128 188,177 804,63 137,603 200,205 921
S10051,ESR,Työtieprojekti -tie työhön Pielisen Karjalassa,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.9.2008,31.12.2010,Lieksan kaupunki,272 000,53 922,128 000,25 375,470 500,82 233
S10052,ESR,"Outokummun hitsaus- ja koneistuskeskuksen ja muiden kehitysympäristöjen palvelujen tuotteistaminen ja pilotointi yrityksille, HiKo-palvelut",Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.5.2008,30.6.2010,Pohjois-Karjalan koulutuskuntayhtymä,198 210,84 219,95 790,39 645,348 000,150 864
S10053,ESR,Esteetön opintopolku työelämään,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.5.2010,Savonia-ammattikorkeakoulun kuntayhtymä,234 491,81 498,115 495,40 141,386 240,134 756
S10054,ESR,Työvoimaa metsäalalle,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.7.2008,31.12.2010,Pohjois-Karjalan metsäkeskus,127 568,45 905,60 032,21 602,227 800,78 733
S10055,ESR,ISOK - Itäsuomalaisen osaamisen kehittäminen,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,"Savon koulutuskuntayhtymä, Savon ammatti- ja aikuisopisto",323 126,138 779,159 152,68 353,540 461,235 433
S10056,ESR,Osaamisintensiivisen yrittäjyyden edistäminen ja uuden liiketoiminnan kehittäminen,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.7.2012,Itä-Suomen yliopisto,232 350,44 284,99 578,18 979,602 620,63 263
S10060,ESR,GLOBRO - Koulutuksella kohti kansainvälistä projektitoimintaa,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.5.2008,30.4.2010,Pohjois-Karjalan ammattikorkeakoulu,191 496,37 731,90 116,17 756,443 423,76 223
S10062,ESR,Ideasta liiketoiminnaksi - aloittavan yritystoiminnan tukeminen,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Wäläkky Keski-Savon Uusyrityskeskus ry.,133 980,61 219,69 020,31 537,279 500,127 465
S10063,ESR,Yritystä Itä-Savoon - Alkavien yrittäjien neuvonta- ja tukipalvelu Savonlinnan Seudulla,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Itä-Savon Uusyrityskeskus ry,261 500,103 958,130 750,51 978,452 250,179 916
S10065,ESR,Bioenergiateknologian professuuri,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,Lappeenrannan teknillinen yliopisto,175 698,175 698,98 544,98 544,334 242,281 326
S10006,ESR,Osaamisintensiivisten yritysten käynnistämisen tukeminen Joensuun seutukunnan alueella,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.2.2008,31.12.2010,Joensuun Tiedepuisto Oy,552 000,296 287,248 000,133 114,1 168 000,586 068
S10007,ESR,Osaamisen kehittäminen sähköisessä liiketoiminnassa,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.2.2008,31.12.2010,Pohjois-Karjalan ammattikorkeakoulu,280 000,103 908,120 000,44 532,460 000,176 362
S10008,ESR,Carelian Business Booster -kasvuohjelman koulutuspalvelut (KOUPA),Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.4.2008,31.12.2010,Joensuun Tiedepuisto Oy,837 420,279 215,394 080,131 395,1 231 500,410 610
S10009,ESR,Osaamisperustaisen yrittäjyyden ja uuden liiketoiminnan synnyn edistäminen Pohjois-Karjalassa,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.2.2008,31.12.2011,Joensuun yliopisto,347 581,65 512,152 419,30 829,500 000,96 341
S10010,ESR,Pienyritysten koulutustuki - Protek,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.4.2008,31.12.2010,Joensuun Seudun Kehittämisyhtiö JOSEK Oy,929 696,372 472,437 504,175 281,1 584 050,616 041
S10012,ESR,MEET -hanke,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,Bovallius Palvelut Oy,334 796,264 506,173 163,136 807,918 938,463 357
S10677,ESR,Oppiva yritys,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.12.2008,31.12.2010,Ylä-Savon Kehitys Oy,939 726,62 667,432 174,28 755,1 629 476,94 795
S10681,ESR,"Startti yrittäjäksi, työvoimapoliittiset toimenpiteet",Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.8.2008,31.12.2010,"Pohjois-Savon työ- ja elinkeinokeskus, työllisyys ja yrittäjyys",3 468 000,646 560,1 632 000,296 834,5 100 000,943 394
S10688,ESR,Kotti-East,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,247 520,51 991,116 480,24 466,364 000,76 457
S10690,ESR,FIRMA- Yrittäjyyteen valmentaminen toisella asteella,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.9.2008,31.12.2010,Etelä-Savon Koulutus Oy,256 816,66 348,144 459,37 321,839 743,103 907
S10694,ESR,eAmmattipolut,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.10.2008,31.7.2011,Joensuun yliopisto,132 122,8 092,80 978,4 959,642 850,13 051
S10695,ESR,VuokattiCampusTube,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2009,31.12.2011,Kainuun maakunta-kuntayhtymä/Koulutustoimiala,171 313,36 757,68 972,14 798,474 225,68 538
S10699,ESR,PUHDASTILA TUTKIMUS- JA KOULUTUSKESKUS,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Savon koulutuskuntayhtymä,197 909,69 551,101 953,35 829,699 000,105 380
S10705,ESR,Terveyttä ja hyvinvointia edistävät hyvät käytännöt,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2009,31.12.2011,Kuopion yliopisto,276 873,4 039,155 741,2 272,654 714,6 311
S10626,ESR,Sytyke-hanke (S10089)/ Työvoimapoliittiset toimenpiteet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2009,31.8.2009,Kainuun TE-keskus,60 253,41 879,28 747,19 981,148 000,107 543
S10628,ESR,Metsäpalvelun osaamiskeskittymän ja tutkimus- ja kehittämisverkoston luominen Itä-Suomeen,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2009,30.12.2011,"Metsäntutkimuslaitos, Suonenjoen toimintayksikkö",107 250,3 355,55 250,1 728,413 906,5 083
S10629,ESR,"Väylä-hanke, työvoimapoliittiset toimet",Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2009,31.12.2010,Etelä-Savon TE-keskus,562 835,235 656,286 915,118 897,939 500,354 553
S10630,ESR,"Vaaksa-projekti, työvoimapoliittiset toimet",Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2009,31.12.2010,Etelä-Savon TE-keskus,924 717,369 552,523 338,191 866,1 448 055,561 418
S10632,ESR,POINTTI - työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2009,31.12.2010,Etelä-Savon TE-keskus,57 536,0,32 364,0,137 300,0
S10633,ESR,NYT- työvoimapolittiiset toimet,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2009,31.12.2010,Etelä-Savon TE-keskus,121 308,0,62 492,0,296 800,0
S10659,ESR,"MEDIPOLKU, Lääketieteellisen teknologian tuotekehityspolku",Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.6.2008,30.6.2011,Savonia-ammattikorkeakoulun kuntayhtymä,90 099,17 591,50 681,9 895,436 222,30 540
S10661,ESR,Kaivannaisteollisuuden maapatojen sekä läjitysalueiden rakenteet ja turvallisuusnäkökohdat,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,30.4.2010,Savonia-ammattikorkeakoulun kuntayhtymä,48 642,4 575,25 058,2 357,86 700,6 932
S10670,ESR,Itä-Suomen Taitaja -osaaminen,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.8.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtymä,265 174,69 652,130 609,34 306,628 128,124 546
S10674,ESR,Tulevaisuuden tuotteet ja tuotanto yrityskehitys- ja koulutusohjelma,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,30.6.2012,Lappeenrannan teknillinen yliopisto,111 481,19 572,54 909,9 640,548 177,29 212
S10730,ESR,HYVINVOINTIALAN OPPIMIS- JA KEHITYSVERKOSTO,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,31.12.2010,Pohjois-Karjalan ammattikorkeakoulu,84 677,0,51 898,0,360 000,0
S10734,ESR,Tieto hanskaan - Tiedonhallintataitoja verkossa ja livenä,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.11.2008,31.12.2011,Joensuun kaupunki,152 604,4 576,93 532,2 804,282 700,7 380
S10736,ESR,"KUTSU - Kuntouttava työtoiminta, suuntana työelämä (Kuntouttavan työtoiminnan kehittämisprojekti)",Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Työn Uudet Areenat ry,64 763,21 328,34 873,11 484,228 445,38 812
S10744,ESR,Varkauden seudun äkillinen rakennemuutos -hanke  (Äkkimuutos-hanke),Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.12.2008,31.3.2011,Keski-Savon Kehittämisyhtiö Oy,485 431,1 611,241 369,714,783 810,2 325
S10778,ESR,Taide- ja taitopainotteisen opettajankoulutuksen tutkimuksen ja pedagogiikan kehittämisen hanke TaTu,Programdelen för storområdet Östra Finland,3,Södra Savolax landskapsförbund,Verksamhet pågår,1.10.2008,31.12.2010,Joensuun yliopisto ja Itä-Savon yliopistosäätiö yhdessä,143 430,9 528,66 570,4 422,210 000,17 304
S10796,ESR,Virtukampus,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.6.2008,31.12.2010,Kuopion yliopisto/Oppimiskeskus,221 435,17 477,114 073,9 003,751 194,26 480
S10797,ESR,UraKompassi - Erityistä tukea tarvitsevien opiskelijoiden uraohjauksen kehittäminen,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,31.12.2011,Hengitysliitto Heli ry./ Ammattiopisto Luovi,89 117,16 755,45 909,8 631,234 548,25 386
S10806,ESR,iTYÖLÄS - Työlähtöisen työterveyshuollon ja kuntoutuksen Itä-Suomen oppimisverkosto sosiaali- ja terveydenhuollon muuttuvien työorganisaatioiden ja pk-yritysten tukena,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.9.2008,31.5.2011,Hengitysliitto Heli ry / Verve,36 020,18 030,21 154,10 588,249 079,38 446
S10838,ESR,Savon Taitajat,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2009,30.9.2011,Savon koulutuskuntayhtymä,456 390,59 294,235 110,30 545,1 233 000,125 412
S10844,ESR,"ESR tekninen tuki, toimeenpano ja hallinnointi",Programdelen för storområdet Östra Finland,5,Södra Savolax landskapsförbund,Verksamhet pågår,1.7.2007,31.12.2013,Etelä-Savon maakuntaliitto,19 200,5 832,16 100,5 480,35 300,11 312
S10848,ESR,TULISIELUT - Yrittäjyyden ABC luoville aloille YAT,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.4.2008,30.6.2009,Kajaanin Teknologiakeskus Oy / Intotalo,32 000,22 590,13 000,9 177,60 000,49 763
S10849,ESR,Osaamisen hallinnan uudet innovaatiot kehittyvien sosiaali- ja terveyspalvelujen tukena,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.8.2009,31.7.2011,Pohjois-Karjalan ammattikorkeakoulu,56 093,0,34 380,0,503 750,0
S10853,ESR,Itä-Suomen rakennusalan kehittämishanke,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.11.2008,31.12.2011,Talonrakennusteollisuus Itä-Suomen piiri ry,630 895,30 378,305 668,14 718,1 873 125,45 096
S10858,ESR,TUETTU UUSI OPETTAJUUS AMMATILLISESSA KOULUTUKSESSA (TUO),Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,31.12.2011,Pohjois-Karjalan koulutuskuntayhtymä,185 070,37 725,113 430,23 122,487 270,93 913
S10863,ESR,Tapahtumamatkailuosaamisen uudet rakenteet,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2009,31.12.2010,Savonia ammattikorkeakoulun kuntayhtymä,85 995,7 845,50 505,4 607,155 000,14 311
S10865,ESR,Pohjois-Karjalan Verkko-Opisto,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,31.12.2011,Pohjois-Karjalan koulutuskuntayhtymä,69 440,12 264,42 560,7 516,240 000,22 606
S10579,ESR,ESR-koordinaatio Etelä-Savossa 2007-2013,Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2007,31.12.2013,Etelä-Savon TE-keskus,201 960,139 988,104 040,72 115,918 000,212 103
S10581,ESR,"ESR-koordinaatio Etelä-Savossa 2007-2013, tiedotus",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2013,Etelä-Savon TE-keskus,13 200,7 028,6 800,3 620,60 000,10 648
S10582,ESR,"ESR suuraluekoordinaatio Itä-Suomessa, hallinto",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2013,Etelä-Savon TE-keskus,66 000,56 297,34 000,29 001,300 000,85 298
S10583,ESR,"Itä-Suomen suuraluekoordinaatio, tiedotus ja viestintä",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2013,Etelä-Savon TE-keskus,26 400,4 698,13 600,2 420,120 000,7 118
S10592,ESR,Itä-Suomi aktiivisen maahanmuuttopolitikan pilottialueeksi - Makrohanke 14,Programdelen för storområdet Östra Finland,4,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,Etelä-Savon TE-keskus,470 919,241 588,242 595,124 454,2 045 520,366 042
S10597,ESR,Hallinnollinen tekninen tuki ESR-toimenpideohjelma,Programdelen för storområdet Östra Finland,5,Norra Savolax förbund,Verksamhet pågår,1.1.2007,31.12.2013,Pohjois-Savon liitto,6 300,6 300,3 100,3 100,9 600,9 400
S10600,ESR,"ESR tekninen tuki, Kainuun toimeenpano ja hallinnointi OLH STO",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2008,31.12.2009,"Oulun lääninhallitus, sosiaali- ja terveysosasto",13 000,0,6 000,0,19 000,0
S10601,ESR,"ESR-koordinaatio Kainuussa, toimeenpano ja hallinnointi",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.7.2007,31.12.2013,Kainuun TE-keskus,205 124,205 544,99 576,88 297,923 700,293 841
S10602,ESR,"ESR-koordinaatio Kainuussa, tiedotus ja viestintä",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.7.2007,31.12.2013,Kainuun TE-keskus,4 712,3 227,2 288,1 503,23 000,4 730
S10603,ESR,Näkymiä ympäristöön - tienvarsien kunnostustöitä Etelä-Savossa,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2009,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus",411 621,184 282,411 621,184 282,823 242,368 564
S10606,ESR,"Tekninen tuki ESR, hallinnointi, ISLH / SIV",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2013,"Itä-Suomen lääninhallitus, Sivistysosasto",687 000,433 354,527 000,332 427,3 109 500,765 781
S10608,ESR,Pajalta tutkintoon - uusien työpajamallien kehittäminen,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.11.2008,31.12.2010,Mikkelin Ammattikorkeakoulu Oy,171 244,52 537,88 216,27 064,551 260,83 151
S10609,ESR,Uuteen työhön,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,15.12.2008,31.12.2010,Kainuun TE-keskus,406 432,139 911,203 068,66 752,1 391 000,206 663
S10610,ESR,ESR-ohjelman Itä-Suomen osion tietohallinto,Programdelen för storområdet Östra Finland,5,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,Työ- ja elinkeinoministeriö,186 140,166 815,161 860,145 016,1 408 948,311 831
S10611,ESR,Kainuun ESR-tietohallinto,Programdelen för storområdet Östra Finland,5,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,Työ- ja elinkeinoministeriö,35 000,21 087,18 000,10 845,323 265,31 932
S10613,ESR,"Tekninen tuki ESR, hallinnointi, ISLH / STO",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2008,31.12.2013,"Itä-Suomen lääninhallitus, Sosiaali- ja terveysosasto",34 000,22 879,25 000,16 823,184 000,39 702
S10614,ESR,Pohjois-Savon ESR -koordinaatio,Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2007,31.12.2013,Pohjois-Savon työvoima- ja elinkeinokeskus,350 660,212 953,286 340,174 117,627 000,387 070
S10616,ESR,ASIAKKUUDET JA MYYNTITYÖ YRITYSTEN KILPAILUKYKYTEKIJÄNÄ,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.9.2008,31.12.2010,"Helsingin kauppakorkeakoulu, Pienyrityskeskus",152 073,44 425,74 902,21 881,414 750,66 306
S10617,ESR,Simulaatio- ja peliteknologian sekä peliliiketoiminnan osaamisen kehittäminen Kainuussa,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.5.2008,31.5.2011,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,165 969,132 640,99 532,77 951,619 572,240 657
S10621,ESR,Perkuu-hanke (S10229)/ Työvoimapoliittiset toimenpiteet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2009,31.12.2010,Kainuun TE-keskus,127 811,16 742,60 979,7 920,419 980,24 662
S10524,ESR,"LOVE, Luova ja oppiva organisaatioverkosto Etelä-Savossa",Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.5.2008,31.12.2010,Joensuun yliopisto,220 797,120 770,123 519,64 267,699 800,200 367
S10525,ESR,"Työhyvinvointia kulttuurista - hanke. Työhyvinvointia tukevan kulttuuritoiminnan kehittäminen, pilotointi ja arviointi.",Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.1.2009,15.2.2011,Joensuun yliopisto,222 927,32 455,127 073,17 476,397 800,59 436
S10526,ESR,"Pohjois-Savon ESR-koordinaatio, tiedotus ja viestintä",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.1.2007,31.12.2013,Pohjois-Savon työvoima- ja elinkeinokeskus,8 248,3 332,6 752,2 962,15 000,6 294
S10531,ESR,"ESR-koordinaatio P-K, tekninen tuki",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.12.2007,31.12.2013,Pohjois-Karjalan TE-keskus,225 652,134 111,177 298,83 372,1 338 000,217 483
