Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,P‰‰ttymispvm,Toteuttajan nimi,Myˆnnetty EU-rahoitus,Toteutunut EU-rahoitus,Myˆnnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteens‰,Toteutunut julkinen rahoitus yhteens‰
A536900,EAKR,"Leipomo, kukkola ja ravintolarakennushanke",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,2.11.2007,30.4.2009,KIINTEIST÷ OY SIRKKAMAA,98 658,98 658,63 342,63 342,176 321,166 434
A536911,EAKR,Kone- ja laitehankintainvestointihanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,1.11.2007,31.12.2009,GEBWELL OY,143 846,103 204,92 354,66 261,236 200,169 465
A536941,EAKR,Tuotannon tehostaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,6.11.2007,31.3.2008,VƒƒNƒLƒN PUUTY÷ KOMMANDIITTIYHTI÷,1 961,1 961,1 259,1 259,3 220,3 220
A536942,EAKR,Tuottavuuden nosto uusinvestoinnein,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,6.11.2007,31.7.2008,VEIJON VERSTAS OY,21 011,20 942,13 489,13 445,34 500,34 387
A536956,EAKR,ToolTecInv 2010,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,8.11.2007,31.12.2009,TOOLFAC OY,152 250,84 707,97 750,54 385,250 000,147 512
A536968,EAKR,Tuotteen elinkaaren hallinnan (PLM) palvelukonseptin keh.,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.1.2008,31.12.2009,POHJOIS-KARJALAN AMMATTIKORKEAKOULU,201 338,83 797,139 912,58 231,341 250,162 028
A536969,EAKR,Aloittavan yrityksen perusinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.12.2008,30.11.2009,PALMIONET KY,6 406,5 202,4 114,3 340,10 520,8 542
A536970,EAKR,"Perustettavan myym‰l‰kalustetehtaan kone- ja laitehankinnat, k‰ynnistymiseen liittyv‰t palkka- ja muut menot",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.6.2008,30.4.2010,ALPRO KY  RIIKONEN,102 093,90 999,65 547,58 424,176 561,150 005
A536972,EAKR,Uudet konehankinnat,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,9.11.2007,31.12.2010,MIKKELIN HITSAUSPALVELU,6 612,3 390,5 388,2 763,12 000,6 153
A536979,EAKR,Yritys-Suomi palvelujen kehitt‰minen,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,12.11.2007,31.12.2010,MIKKELIN SEUDUN ELINKEINOYHTI÷ MISET OY,162 301,33 296,89 719,18 406,252 020,51 702
A536990,EAKR,Palveluvarustuksen parantaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.11.2007,30.9.2008,KIINTEIST÷ OY NAARAJƒRVEN LEIRINTƒALUE,16 530,14 919,13 470,12 157,31 709,27 543
A536998,EAKR,Koillis-Savon seudulliset yrityspalvelut,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,13.11.2007,31.12.2010,KOILLIS-SAVON KEHITYS OY,117 340,53 804,0,0,195 580,80 300
A537005,EAKR,"Perustettava yritys, kliiniset tutkimuspalvelut.",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.1.2008,30.6.2010,CLINICAL LIFE SCIENCES OY,83 452,40 076,81 798,39 281,165 250,79 357
A535849,EAKR,Tuotantoj‰rjestelm‰n kehitt‰miseen liittyv‰t laitehankinnat.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,31.7.2007,31.8.2008,JOENSUUN HERKKULEIPOMO OY,36 540,23 705,23 460,15 218,60 000,38 923
A535855,EAKR,Tuotannon kehitt‰misinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,2.8.2007,31.12.2009,COMPUSTEEL OY,30 718,22 525,25 032,18 356,55 750,40 881
A535887,EAKR,Tuotekehitysyksikˆn rakentaminen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,16.7.2007,31.12.2008,KH FIN OY,128 048,128 048,82 212,82 212,210 260,210 260
A535889,EAKR,Upitrek Espanjan markkinoille,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.9.2007,31.12.2009,TOIMINIMI UPITREK,1 766,0,1 134,0,2 900,0
A535910,EAKR,Matkailijan info- ja kauppakanavan kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,7.8.2007,31.10.2009,ELƒMYSSIHTEERIT OY,16 121,9 724,10 349,6 243,26 470,15 967
A535917,EAKR,Kartongin jalostushanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,7.8.2007,30.6.2008,PS-PARVEKE-SISUSTAJAT OY,6 577,6 212,4 223,3 988,10 800,10 200
A535922,EAKR,"Rautaseiska Oy - Double to 2010, tuotannon laajennus",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,8.8.2007,31.12.2010,RAUTASEISKA OY,200 970,107 160,129 030,68 802,330 000,175 962
A535923,EAKR,Toiminnan laajentamiseen ja tehostamiseen liittyv‰ k‰yttˆomaisuusinvestointi.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,8.8.2007,31.7.2009,WATEPACK 0Y,21 924,14 911,14 076,9 573,36 921,24 484
A535925,EAKR,Majoituskapasiteetin lis‰ys: 3 paritaloa ja lomahotellilaajennus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,8.8.2007,30.6.2009,KAINUUN LOMAKLUBI OY,304 540,304 540,298 510,298 510,603 050,603 050
A535937,EAKR,Metalliyrityksen laitteiden uusiminen ja lis‰‰minen sek‰ teollisuushallin rakentaminen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,9.8.2007,30.6.2009,J-METALLIKALUSTE OY,298 715,285 542,191 785,183 329,490 500,468 871
A535940,EAKR,Majoituskapasiteetin lis‰ys,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,9.8.2007,31.3.2009,KIINTEIST÷ OY YRTTITARHA,98 780,98 780,98 780,98 780,197 560,197 560
A536019,EAKR,Hanke 2007,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,15.8.2007,1.5.2008,KATERA STEEL OY,33 800,33 800,21 700,21 700,55 500,55 500
A535684,EAKR,Brodeerauskoneen osto ja ohjelmaparannus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,2.7.2007,31.10.2007,PELTOVILLA KY,4 561,4 561,2 929,2 929,7 490,7 490
A535691,EAKR,Tuotantomenetelmien kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,2.7.2007,30.6.2008,ARKTOS GROUP LTD OY,85 260,85 260,54 740,54 740,140 000,140 000
A535706,EAKR,Tuotannon kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,4.7.2007,31.8.2008,SISUWOOD OY,7 917,7 917,5 083,5 083,13 000,13 000
A535710,EAKR,Matkailupalvelujen tuottaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,8.6.2007,31.12.2010,ZANDER PORT OY,445 270,0,285 880,0,731 150,0
A535714,EAKR,Koneinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.1.2008,31.10.2009,KATATEC OY,21 924,0,14 076,0,36 000,0
A535737,EAKR,Euro Endora,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,1.5.2008,30.6.2009,ENDORA OY,21 126,8 467,14 374,5 761,35 500,14 228
A535754,EAKR,Laserleikkauskone,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,10.7.2007,31.3.2008,BIERK‹HL OY,79 109,77 664,50 791,49 863,129 900,127 527
A535769,EAKR,Valmistuksen konehankinnat,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,12.7.2007,31.12.2008,FODESCO OY,220 763,105 068,141 737,67 458,362 500,172 526
A535786,EAKR,Tuotannon kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,16.7.2007,31.12.2007,L÷RTSYPOJAT OY,5 329,3 930,3 421,2 524,8 750,6 454
A535791,EAKR,Tuottavuuden parantaminen 2007-2009,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,17.7.2007,31.12.2010,OY DANFOSS AB,218 022,0,139 978,0,358 000,0
A535812,EAKR,Kansainv‰listymisen kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,3.9.2007,31.3.2009,KITHYDRO OY,31 059,13 701,19 941,8 797,51 000,22 498
A535816,EAKR,Venttiilitehdas,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,24.7.2007,30.6.2009,VEXVE OY,657 720,600 174,422 280,385 334,1 080 000,985 508
A535820,EAKR,Free-Bajasta vapautta tekemiseen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,25.7.2007,31.12.2009,FREE-BAJA OY,5 298,0,3 402,0,8 700,0
A535821,EAKR,Majoituskapasiteetin lis‰ys,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,26.7.2007,30.9.2009,LOMASYDƒN OY,109 620,109 620,70 380,70 380,186 248,186 248
A535822,EAKR,Puistokatu 3:n saneeraus,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,26.7.2007,30.9.2010,SAVONLINNAN INNOVAATIOKESKUS OY,214 130,174 319,118 370,96 362,332 500,270 681
A535558,EAKR,Yritystoiminnan k‰ynnist‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,1.7.2007,30.6.2009,ERACON OY,2 119,1 765,1 361,1 133,3 480,2 898
A535561,EAKR,Toiminnan kehitt‰misinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,21.6.2007,31.5.2008,KILPI- JA OPASTETALO RA-RI KILPI OY,3 654,3 365,2 346,2 161,6 000,5 526
A535566,EAKR,Kone- ja laiteinvestointi.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,20.6.2007,31.12.2008,VARKAUDEN PUU OY,50 973,38 787,32 727,24 902,83 700,63 689
A535568,EAKR,"tuotantotilojen laajennus, ohutlevykoneet",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,25.6.2007,30.6.2009,IISALMEN PUTKIASENNUS OY,22 655,15 075,14 545,9 678,37 200,24 753
A535595,EAKR,Automaattinen valomainoskirjainten taivutuskone,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,25.6.2007,31.12.2007,KUOPION NEON 2 OY,28 615,28 615,18 372,18 372,46 987,46 987
A535629,EAKR,Puutavarakuljetusvaunu ja kasvuinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,27.6.2007,31.12.2010,RP-HITSAUS OY,355 571,281 736,289 749,229 585,645 320,511 321
A535631,EAKR,Investointihanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,27.6.2007,31.12.2008,MOILAS LEIPOMO OY,141 897,61 696,91 103,39 611,233 000,101 307
A535634,EAKR,Mikkelin kuumasinkityslaitoksen uudistaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,27.6.2007,30.9.2008,AURAJOKI OYMIKKELIN TEHDAS,150 423,150 423,96 577,96 577,247 000,247 000
A535639,EAKR,YSK Heavy Metal Park 2010,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,28.6.2007,31.12.2010,YSAKO OYYLƒ-SAVON KONEISTUS OY,232 486,160 721,149 264,103 189,381 750,263 910
A535642,EAKR,Muistelupihainvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,28.6.2007,30.9.2008,NAARAJƒRVEN PALVELUKOTI OY,10 170,5 249,6 530,3 370,16 700,8 619
A535643,EAKR,"Liiketoiminnan kehitt‰minen, strategia, talous ja johtaminen",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,28.6.2007,31.12.2007,ANNE LINNONMAA OY,11 571,11 571,7 429,7 429,19 000,19 000
A535663,EAKR,Tuotannon laajennus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,29.6.2007,31.10.2008,PLASTEP OY,22 838,13 555,14 662,8 702,37 500,22 257
A535664,EAKR,Oy Morehouse Ltd:n tuotannon kehitt‰mishanke.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,29.6.2007,31.8.2008,OY MOREHOUSE LTD,8 039,7 231,5 161,4 642,13 200,11 873
A535667,EAKR,Kilpailukyvyn parantaminen - investointi,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,4.7.2007,30.6.2010,"SEPON KALUSTE, SEPPO NORONEN KY",27 405,12 756,17 595,8 189,45 000,20 945
A535668,EAKR,Tuotannon laajennushanke.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,1.7.2007,30.12.2008,SUOMEN BIATHLON OY,60 291,60 106,38 709,38 590,101 780,98 696
A535669,EAKR,Tuotantoprosessien kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,1.1.2008,31.12.2008,PLASTHILL OY,9 391,8 526,6 029,5 474,15 420,14 000
A535673,EAKR,Kolin kansallispuiston toiminta- ja palvelukeskuksen suunnitteluvaihe,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,29.6.2007,1.1.2008,NAPA-KOLI OY,11 267,11 267,7 233,7 233,18 500,18 500
A537989,EAKR,Alkavan yrityksen konehankinnat ja uusien tyˆntekijˆiden palkkaminen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,1.3.2008,28.2.2009,MJM SOLUTIONS OY,4 263,3 494,2 737,2 244,7 000,5 738
A537992,EAKR,Makkelipaperin ja hylsyjen jatkojalostus uusiok‰yttˆˆn,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,11.2.2008,30.6.2010,T:MI PAPER-MAN,7 460,4 041,4 790,2 595,12 250,6 636
A538035,EAKR,M-Planter istutuskoneen kehitt‰minen ja tuotannon k‰ynnist‰minen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,13.2.2008,30.4.2009,M-PLANTER OY,20 043,20 043,19 644,19 644,39 687,39 687
A538044,EAKR,Debomix muutto,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,13.2.2008,31.12.2010,DEBOMIX OY,62 118,45 678,39 882,29 327,105 021,78 026
A538050,EAKR,Biomassa kuivuri,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,23.1.2008,31.12.2009,SAIMATEC ENGINEERING OY,103 588,65 744,84 412,53 574,188 000,119 318
A538064,EAKR,Vesileikkauspalvelua alihankintana.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,14.2.2008,30.6.2010,MUOTOILUTOIMISTO OLLI YLETYINEN OY,27 953,26 821,17 947,17 220,46 176,44 041
A538079,EAKR,RTG Ready To Go Oy:n nettimatkatoimiston kehitt‰minen matkailupalveluja paketoimalla,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,18.2.2008,14.2.2010,RTG READY TO GO OY,20 175,0,19 775,0,39 950,0
A538093,EAKR,Lintujen rengastusmateriaalin kehitys,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.2.2008,31.12.2008,TIETOHAAVI (RISTO JUVASTE),1 900,0,1 220,0,3 120,0
A538100,EAKR,Hanke-2008,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,13.2.2008,1.4.2009,KATERA STEEL OY,53 718,53 718,52 654,52 654,109 799,107 188
A538110,EAKR,Tuotantokapasiteetin lis‰‰minen ja kehitt‰minen sek‰ liiketoimintaosaamisen kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,15.2.2008,30.12.2008,TE-SE-MA NEULE OY,27 140,24 689,17 410,15 837,47 537,43 513
A538117,EAKR,Maa- ja kiviaineslaboratorion rakentaminen laadunvalvontaan,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,18.2.2008,31.12.2009,SUOMEN GPS-MITTAUS OY,33 143,27 851,22 457,18 870,55 600,46 721
A538145,EAKR,Tuotannon koneiden hankinta,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,20.2.2008,31.10.2008,VALOKUVAUSTY÷ ILKKA SAXENBERG / IS-PUUTUOTE,4 298,2 265,3 502,1 846,7 835,4 146
A538146,EAKR,Yritys-Suomi palvelujen kehitt‰minen,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.2.2008,31.12.2010,SAVONLINNAN SEUDUN KUNTAYHTYMƒ,123 751,5 288,68 409,2 923,192 160,8 211
A538147,EAKR,J‰lkivalaisevat opaste- ja sisustusmateriaalit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,19.2.2008,30.6.2009,GLOWWAY OY LTD,8 210,5 329,6 690,4 341,14 900,9 670
A538148,EAKR,Siimet Oy kehityshanke 2008-2009,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.2.2008,31.12.2010,SIIMET OY,90 915,0,74 085,0,165 000,0
A538149,EAKR,atk-projekti 2008,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,19.2.2008,30.4.2009,MAALAUS- JA SANEERAUS KONTTINEN OY,6 975,6 299,4 935,4 456,11 910,10 755
A537738,EAKR,Avainhenkilˆn palkkaus ja ohjelmistojen kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,29.1.2008,31.7.2009,DATALA OY,27 119,27 119,26 581,26 581,53 700,53 700
A537757,EAKR,Suunnittelupalvelujen kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,29.1.2008,31.7.2008,MERIATEC OY,2 923,2 872,1 877,1 844,4 868,4 784
A537762,EAKR,"Kokoonpanolinjan rakentaminen, kokop‰iv‰isen yritystoiminnan aloittaminen.",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.10.2008,30.3.2010,JTM-LIFT KY,10 413,0,10 207,0,20 620,0
A537769,EAKR,Uuden tuoteperheen kansainv‰linen markkinaselvitys,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,30.1.2008,31.12.2009,EXENS DEVELOPMENT OY,39 213,0,38 437,0,77 650,0
A537795,EAKR,Pesuhalli,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,31.1.2008,31.1.2009,KORJAAMO S.  JA V. VARIS,90 584,69 040,73 816,56 259,164 400,125 299
A537849,EAKR,Toimitilojen laajennus ja tuotannon konehankinnat.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,21.11.2007,30.4.2009,NURMEKSEN METALLI OY,70 340,67 393,45 160,43 269,115 500,110 662
A537877,EAKR,Aloittavan yrityksen laiteinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,5.2.2008,31.12.2008,TEM-METALLI OY,4 293,3 857,2 757,2 476,7 360,6 643
A537878,EAKR,Huoneistohotellin rakentaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,5.2.2008,31.8.2009,PV-GROUP OY,182 700,182 700,117 300,117 300,300 000,300 000
A537887,EAKR,Yritystoiminnan kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,5.2.2008,30.6.2009,VANILLADESIGNS,6 011,5 458,3 859,3 504,9 870,8 962
A537894,EAKR,CW vienti Eurooppa,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,5.2.2008,30.4.2009,CHASSWHEEL  OY,31 385,31 385,21 265,21 265,52 650,52 650
A537911,EAKR,"Pellettil‰mmitysj‰rjestelmien valmistus, markkinointi ja asennnus",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,6.2.2008,31.3.2010,KOTILƒMP÷ OY,7 653,3 215,6 237,2 501,13 890,5 716
A537917,EAKR,Uusien ruostumattomien ja haponkest‰vien putkenosien tuotannon investointi- ja kehitt‰mishanke.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,6.2.2008,30.9.2009,NORDBEND OY,78 926,28 510,50 674,18 304,132 672,49 886
A537566,EAKR,Tuotekehitys ja liiketoiminta-alueen laajentaminen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,21.1.2008,30.6.2009,MAINOSLƒHDE OY,18 055,16 284,17 695,15 963,35 750,32 247
A537580,EAKR,MD-Design tuotteet,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.2.2008,31.12.2009,MATELIN LAHJA-AITTA,37 611,9 497,24 139,6 096,61 750,15 682
A537594,EAKR,Hallitustyˆskentelyvalmennus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,21.1.2008,31.12.2009,KAREKUNTOUTUS OY,3 547,1 616,2 403,1 095,5 950,2 711
A537610,EAKR,Avainhenkilˆn palkkaus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.1.2008,31.12.2010,KUHMON PUUELEMENTTI OY,31 664,11 552,31 036,11 324,62 700,22 876
A537621,EAKR,Perustamisinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,22.1.2008,31.12.2010,OLKIQ OY,7 127,0,4 573,0,11 700,0
A537624,EAKR,Hˆlj‰k‰n tuotantolaitoksen kone- ja laitehankinnat.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,22.1.2008,31.10.2010,IIVARI MONONEN OY,450 660,0,289 340,0,740 000,0
