,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
A30577,EAKR,"SummaRun, Kotkan-Haminan seudun rakennemuutoshanke",Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,1.3.2008,31.12.2010,Cursor Oy,300 000,201 348,350 000,95 291,750 000,353 972
A30578,EAKR,Etelä-Suomen EAKR-ohjelma/EU-yksikkö (toimeenpano ja hallinnointi),Södra Finland,6,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2007,31.12.2013,"Päijät-Hämeen liitto, Etelä-Suomen maakuntien EU-yksikkö",517 683,235 039,517 684,235 040,3 069 000,470 079
A30583,EAKR,Etelä-Suomen EAKR-ohjelman tiedotus,Södra Finland,6,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,"Työ- ja elinkeiniministeriö, AKY/RAPO",39 679,18 049,39 679,12 973,277 753,31 022
A30586,EAKR,Etelä-Suomen EAKR-ohjelma/EU-yksikkö (tiedotus ja viestintä),Södra Finland,6,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2007,31.12.2013,"Päijät-Hämeen liitto, Etelä-Suomen maakuntien EU-yksikkö",94 317,41 621,94 316,41 620,453 000,83 241
A30588,EAKR,Uudenmaan liitto / Tekninen tuki 2007-2013,Södra Finland,6,Nylands förbund,Verksamhet pågår,1.1.2007,31.12.2013,Uudenmaan liitto,15 649,10 366,15 649,10 366,31 298,20 732
A30591,EAKR,Liikunnan tiede- ja yrityspuisto Sportpolis Vierumäki,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2013,Suomen Urheiluopiston Kannatusosakeyhtiö,64 000,54 542,82 000,32 627,990 000,97 169
A30592,EAKR,Ympäristö- ja energialiiketoiminnan kehittäminen sekä osaamisen vaihto osana Kouvolan Kiina-yhteistyötä,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,9.7.2008,30.6.2010,Kouvolan Yritysmagneetti Oy ,133 000,0,112 638,0,476 000,0
A30599,EAKR,Tekninen tuki EAKR 07-13,Södra Finland,6,Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2013,Hämeen liitto,31 585,12 944,31 585,12 944,63 170,25 888
A30608,EAKR,"Tekninen tuki EAKR, toimeenpano/hallinnointi",Södra Finland,6,Kymmenedalens förbund,Verksamhet pågår,1.1.2007,31.12.2013,Kymenlaakson Liitto,127 955,20 728,127 955,20 728,255 910,41 456
A30609,EAKR,"Tekninen tuki EAKR, tiedotus ja viestintä",Södra Finland,6,Kymmenedalens förbund,Verksamhet pågår,1.1.2007,31.12.2013,Kymenlaakson Liitto,13 500,0,13 500,0,27 000,0
A30615,EAKR,Etelä-Suomen hallinnollinen tekninen tuki (menoluokka 85),Södra Finland,6,Miljöministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Ympäristöministeriö,5 518,347,5 518,347,11 036,694
A30625,EAKR,TKK:n kummiprofessuuritoiminta Päijät-Hämeessä 2008-2013,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.4.2008,31.12.2013,Teknillinen korkeakoulu Lahden keskus,109 000,7 798,80 452,0,1 649 300,49 448
A30634,EAKR,EAKR-tekninen tuki,Södra Finland,6,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.1.2007,31.12.2013,Hämeen TE-keskus ,131 489,67 841,131 489,67 841,948 000,135 682
A30638,EAKR,Lahti Living Lab,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.8.2008,31.12.2010,"Lappeenrannan teknillinen yliopisto, Lahden yksikkö",37 000,21 219,62 375,0,214 275,26 219
A30646,EAKR,Etelä-Suomen EAKR-ohjelman tietohallinto,Södra Finland,6,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,Työ- ja elinkeinoministeriö,145 960,71 161,145 960,71 161,874 693,142 322
A30652,EAKR,Lahti Wellbeing Weeks,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.6.2008,31.1.2010,Lahden Ahkera,57 000,40 306,86 000,60 812,143 850,101 118
A30654,EAKR,Kymenlaakson logistiikan kehitysohjelma 2007-2013,Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,1.4.2007,30.4.2010,Kymenlaakson ammattikorkeakoulu Oy,214 000,157 260,121 000,91 369,567 133,419 291
A30656,EAKR,Päijät-Hämeen liiton tekninen tuki 2007,Södra Finland,6,Päijänne-Tavastlands förbund,Verksamhet pågår,2.1.2007,31.12.2013,Päijät-Hämeen liitto,108 900,17 904,108 900,17 904,710 507,35 808
A30660,EAKR,"Kilpailukyky ja työllisyys -tavoitteen tekninen tuki, tiedotus ja viestintä",Södra Finland,6,Egentliga Finlands förbund,Verksamhet pågår,1.1.2007,31.12.2013,Varsinais-Suomen liitto,5 694,3 949,5 694,1 591,26 572,5 540
A30661,EAKR,Ikihyvä Päijät-Häme,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.9.2008,31.12.2012,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia",145 395,0,108 717,0,1 297 590,0
A30663,EAKR,"Kilpailukyky ja työllisyys -tavoitteen tekninen tuki, toimeenpano ja hallinnointi",Södra Finland,6,Egentliga Finlands förbund,Verksamhet pågår,1.1.2007,31.12.2013,Varsinais-Suomen liitto,104 544,87 072,104 544,12 101,498 592,99 173
A30665,EAKR,ÄLYKOP - Metsäteollisuuden osaamisella uusia hyvinvointituotteita ja - palveluja,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.9.2008,31.7.2011,Lappeenranta Innovation Oy,706 429,41 027,574 945,33 391,2 060 251,74 418
A30667,EAKR,Itä-Uudenmaan EAKR ja ESR -ohjelman hallinnoinnin tekninen tuki,Södra Finland,6,Östra Nylands förbund,Verksamhet pågår,1.9.2007,31.12.2010,Itä-Uudenmaan liitto,31 887,23 381,31 887,23 381,63 774,46 762
A30674,EAKR,Pirtu-hanke,Södra Finland,3,Östra Nylands förbund,Verksamhet pågår,1.1.2009,31.12.2010,Kehityshtiö Posintra Oy,39 872,0,39 872,0,102 528,0
A30675,EAKR,HAAVE 4,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.6.2008,31.12.2012,Haavaisten Vesiensuojeluyhdistys ry,18 704,3 380,28 056,5 070,46 760,8 450
A30676,EAKR,PAKETTI - Kuntien palvelurakenteiden kehittämisprojekti,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2009,30.6.2012,Päijät-Hämeen liitto,360 000,41 218,240 000,27 478,2 700 000,105 596
A30680,EAKR,Yhteisöhankkeet 09,Södra Finland,4,Egentliga Finlands förbund,Verksamhet pågår,1.1.2009,31.12.2009,Osuuskunta Kiisa,31 552,13 069,38 329,15 876,82 215,34 068
A30682,EAKR,EAKR tekninen tuki Varsinais-Suomi,Södra Finland,6,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.1.2008,31.12.2013,Varsinais-Suomen TE-keskus,72 738,21 381,72 738,21 381,333 200,42 762
A30684,EAKR,Kummilaitosyhteistyö ja kummiprofessuurit,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.4.2008,31.12.2013,Helsingin yliopisto Koulutus- ja kehittämiskeskus Palmenia,26 000,0,46 840,0,467 990,0
A30685,EAKR,Verkkoviestinnän professuuri,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.9.2008,31.8.2013,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia",74 000,0,71 791,0,520 000,0
A30697,EAKR,Uudenmaan ympäristökeskus/Tekninen tuki 2007-2013,Södra Finland,6,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.10.2007,31.12.2013,Uudenmaan ympäristökeskus,11 500,11 500,11 500,11 500,59 000,23 000
A30705,EAKR,"Päijät-Pendeli; Päijät-Häme-pääkaupunkiseutu työmatkapendelöinnin kehitys, pendelöijien näkemyksiä asuinympäristöstä ja liikenneyhteyksien kehittämisestä 1.11.2008-15.6.2009",Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,15.11.2008,31.8.2009,Helsingin yliopisto/Koulutus- ja kehittämiskeskus Palmenia,20 000,0,15 152,0,50 152,0
A31011,EAKR,"Etelä-Suomen EAKR toimenpideohjelma tekninen tuki, Kaakkois-Suomi",Södra Finland,6,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2007,31.12.2013,Kaakkois-Suomen TE-keskus,10 500,0,10 500,0,47 000,0
A31015,EAKR,"Tekninen tuki EAKR, Kaakkois-Suomi",Södra Finland,6,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2007,31.12.2013,Kaakkois-Suomen TE-keskus,112 000,11 631,112 000,11 631,479 500,23 262
A31021,EAKR,"EAKR - ohjelmien arviointi, Etelä-Suomen osuus",Södra Finland,6,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Työ- ja elinkeinoministeriö/AKY/RAPO,21 255,5 777,21 255,0,99 190,5 777
A31041,EAKR,Kouvolan TILTU,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,1.8.2009,31.12.2011,Kouvolan kaupunki,135 100,0,132 720,0,369 820,0
A31043,EAKR,Kaaleet kouluun!,Södra Finland,4,Nylands förbund,Verksamhet pågår,1.11.2009,30.6.2012,"Helsingin Diakonissalaitoksen säätiö, Helsingin Diakoniaopisto",59 191,0,59 191,0,385 093,0
A31044,EAKR,Etelä-Karjalan kiviklusteri,Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.11.2009,31.10.2012,Saimaan ammattikorkeakoulu Oy,58 050,0,62 150,0,400 000,0
A31047,EAKR,KSAO-RAJU,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.6.2009,31.12.2011,Kouvolan kaupunki / Kouvolan seudun ammattiopisto,106 520,0,106 520,0,484 900,0
A31049,EAKR,Löydä Nuuksio,Södra Finland,4,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.10.2009,30.12.2011,Metsähallitus - Etelä-Suomen luontopalvelut,15 000,0,11 305,0,380 000,0
A31051,EAKR,Automaation monialaisen oppimisympäristön perustaminen,Södra Finland,2,Tavastlands förbund,Verksamhet pågår,1.5.2009,30.4.2012,Hyria koulutus Oy  (Riihimäen yksikkö),86 200,0,64 650,0,876 100,0
A31052,EAKR,ROCKET: Metalli- ja koneteknologia-alan yritysten innovaatiotoimintaa ja kansainvälistymistä tukevien verkostojen ja rakenteiden kehittäminen suomalaisiin korkeakouluihin,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.11.2009,31.10.2012,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,413 708,0,323 380,0,1 615 375,0
A31054,EAKR,InnoMech,Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.9.2009,31.12.2010,Saimaan ammattikorkeakoulu Oy,5 000,0,2 000,0,210 350,0
A31063,EAKR,"Kummikouluohjelman kehittäminen koulujen ympäristötyön edistämiseksi, KUKKO 2012",Södra Finland,4,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.1.2010,31.12.2012,Pääkaupunkiseudun yhteistyövaltuuskunta YTV (1.1.2010 alkaen Helsingin seudun ympäristöpalvelut HSY),18 461,0,16 980,0,74 490,0
A31064,EAKR,"KAAKON SUUNTA, Kotkan-Haminan seutusuunnitelma -hanke",Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.3.2009,31.12.2011,Cursor Oy,100 000,0,60 000,0,320 000,0
A31065,EAKR,Luova tila,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.10.2009,30.9.2012,"Turun kaupunki, Turun Seudun Kehittämiskeskus",330 207,0,322 091,0,1 169 748,0
A31069,EAKR,Koordinaatio,Södra Finland,6,Undervisningsministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Opetusministeriö,7 002,0,7 002,0,35 004,0
A31073,EAKR,Tiedotus ja viestintä,Södra Finland,6,Undervisningsministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Opetusministeriö,862,0,862,0,1 724,0
A31086,EAKR,STRADA - Sotilashistoria alueellisen identiteetin vahvistajana,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,1.9.2009,1.3.2012,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia, Kouvola",35 000,0,30 800,0,94 000,0
A31090,EAKR,Förplanering av fibernätverk i Bromarv skärgårdsområde,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,8.5.2009,31.1.2010,Föreningen Optostart,12 562,0,12 563,0,25 125,0
A31108,EAKR,Porvoon ulkosaariston luonto- ja kulttuurimatkailun edellytysten kehittäminen,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.12.2009,31.1.2012,"Metsähallitus, Etelä-Suomen luontopalvelut",73 000,0,73 000,0,205 000,0
A31110,EAKR,Kansalaisnavigointia metropolissa,Södra Finland,4,Nylands förbund,Verksamhet pågår,1.1.2010,31.12.2012,Metropolia Ammattikorkeakoulu OY,68 848,0,65 406,0,511 560,0
A31111,EAKR,Minkinlanta lannoitteeksi ammattikorkeakoulun ja tutkimuslaitoksen yhteisenä innovaationa,Södra Finland,2,Tavastlands förbund,Verksamhet pågår,1.9.2009,28.2.2013,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,11 600,0,7 830,0,385 000,0
A31112,EAKR,Puun modifiointiklusteri,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.9.2009,30.4.2012,Kymenlaakson ammattikorkeakoulu Oy,46 000,0,35 400,0,115 000,0
A31114,EAKR,Kaakosta voimaa - Tuulivoiman ja bioenergian osaamisen kehittäminen Kaakkois-Suomessa,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.9.2009,31.12.2011,"Cursor Oy, Kotkan-Haminan seudun kehittämisyhtiö",256 300,0,255 700,0,792 000,0
A31121,EAKR,Pääkaupunkiseudun matkailumarkkinoinnin kehittämishanke,Södra Finland,4,Nylands förbund,Verksamhet pågår,1.10.2009,30.9.2011,Culminatum Innovation Oy Ltd,70 000,0,52 500,0,350 000,0
A31142,EAKR,Etelä-Suomen logistiikkakeskusjärjestelmän kehittäminen - ESLogC,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.10.2009,30.9.2012,Teknologiakeskus TechVilla  Oy,510 246,0,493 095,0,1 755 687,0
A31145,EAKR,Metropolialueen temaattisten innovaatioympäristöjen yhteinen kehitysohjelma (METIKO),Södra Finland,4,Nylands förbund,Verksamhet pågår,1.10.2009,30.9.2011,Culminatum Innovation Oy Ltd,204 760,0,153 570,0,511 900,0
A30327,EAKR,Kymenlaakso for International Travellers & Travel-Trade House (KIT),Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,1.2.2008,31.12.2010,Cursor Oy,195 000,146 310,160 000,118 265,710 000,375 634
A30332,EAKR,Kutsetti projekti,Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,8.11.2007,29.2.2008,Cursor Oy,124 000,0,126 000,0,310 000,0
A30333,EAKR,"Teknologian kasvuohjelma 2007-2011, Technogrow",Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.9.2007,31.12.2009,Cursor Oy,193 200,99 124,141 000,45 325,484 200,249 975
A30334,EAKR,Innorail Development jatkohanke,Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,19.1.2007,31.12.2008,Kouvolan Yritysmagneetti Oy,256 000,245 219,361 000,345 797,1 500 000,1 474 516
A30338,EAKR,Virtual Naval Battles,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.1.2008,31.12.2009,Cursor Oy,126 000,58 196,124 000,57 273,329 500,145 430
A30340,EAKR,MPA-2008 Kotka PV5,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,16.2.2007,30.6.2009,Suomen Meripelastusseura ry,210 000,210 000,0,0,468 300,468 300
A30355,EAKR,Kymi Logistic & Motorsport Park,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,1.5.2008,31.12.2010,Kouvolan seudun kuntayhtymä,72 000,0,48 000,0,180 000,0
A30367,EAKR,Helsingin merelliset matkailu- ja virkistyspalvelut,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.6.2008,31.1.2009,Helsingin kaupungin elinkeinotoimisto,16 000,13 791,12 000,10 343,40 000,34 478
A30377,EAKR,"SAFGOF, Suomenlahden meriliikenteen kasvunäkymät 2007-2015",Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.9.2007,31.12.2008,Meriturvallisuuden ja -liikenteen tutkimusyhdistys ry.  ,135 000,83 534,50 000,30 938,347 236,251 222
A30380,EAKR,Rauha-Tiuru alueen kunnallistekniikan jatkohanke,Södra Finland,3,Södra Karelens förbund,Verksamhet pågår,1.10.2007,31.12.2010,Lappeenrannan kaupunki,1 800 000,1 474 016,0,0,4 000 000,2 948 032
A30391,EAKR,Langaton Lahti 3 kehitysohjelma,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.4.2008,31.3.2010,Lahden tiede- ja yrityspuisto Oy,152 000,61 214,89 387,34 858,432 036,156 215
A30392,EAKR,Langaton Lahti Infra,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,26.8.2008,31.3.2010,Lahden tiede- ja yrityspyuisto Oy,32 500,9 753,0,0,65 000,17 144
A30409,EAKR,Biosampo - bioenergia-koulutuskeskus,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.3.2008,31.12.2011,Kouvolan kaupunki/ Kouvolan seudun ammattiopisto,315 377,262 684,312 227,199 499,1 297 470,660 923
A30436,EAKR,Optilogi 2,Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.4.2008,31.3.2010,"Etelä-Karjalan koulutuskuntayhtymä, Etelä-Karjalan aikuisopisto",106 524,70 202,100 606,66 302,304 500,195 254
A30493,EAKR,"Tali-Ihantala - tieto- ja näyttelykeskus, suunnitteluvaihe",Södra Finland,3,Södra Karelens förbund,Verksamhet pågår,25.2.2008,31.12.2010,Lappeenrannan kaupunki,73 800,0,110 000,0,367 600,0
A30497,EAKR,Harjun voima,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,15.5.2008,31.12.2010,Haminan Energia Oy,15 125,0,15 125,0,30 250,0
A30500,EAKR,Inkerinaukion kioskirakennuksen peruskorjaus,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.8.2008,30.6.2009,Imatran kaupunki,15 000,14 887,15 000,14 887,70 000,69 404
A30501,EAKR,Yhdyskuntien vesilähteiden turvaaminen Forssan seudulla,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.9.2007,31.12.2009,"Forssan kaupunki, vesihuoltolaitos",60 000,0,45 000,0,150 000,0
A30283,EAKR,Wahren-keskus,Södra Finland,3,Tavastlands förbund,Verksamhet pågår,1.11.2007,30.6.2010,Forssan kaupunki,137 375,34 805,96 162,24 450,343 437,95 104
A30290,EAKR,Kulttuurisilta - Osallistava kulttuurikasvatus pääkaupunkiseudun palvelutuotannossa,Södra Finland,4,Nylands förbund,Verksamhet pågår,1.8.2008,31.7.2011,Metropolia Ammattikorkeakoulu,104 040,26 516,87 134,22 207,544 000,73 140
A30291,EAKR,METKO (Metalliteollisuuden koulutuksen kehittäminen),Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.4.2008,31.3.2010,Etelä-Karjalan koulutuskuntayhtymä,73 224,67 123,66 340,60 813,207 400,195 952
A30302,EAKR,Go International,Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.5.2008,30.4.2011,Lappeenrannan Seudun Yrityspalvelut Oy,78 387,34 221,120 000,31 917,283 410,94 483
A30230,EAKR,Lentokenttä Forssan seudulle - liiketoimintasuunnitelma,Södra Finland,3,Tavastlands förbund,Verksamhet pågår,1.6.2008,30.3.2009,Humppilan kunta,12 000,12 000,7 500,7 500,30 000,30 000
A30231,EAKR,Tiedosta kasvun taito - Agropolis-Tiedepuiston tutkimuslaitos-yritysyhteistyö,Södra Finland,2,Tavastlands förbund,Verksamhet pågår,1.4.2008,31.3.2011,Agropolis Oy,96 544,67 422,84 817,60 374,468 192,169 594
A30236,EAKR,Kymenlaakson pk -yritysklinikka,Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,1.1.2008,25.5.2010,Kouvola Innovation Oy,170 000,49 641,75 000,21 900,425 063,124 075
A30240,EAKR,TÄHTITAAJAMAT - MYLLYKOSKI,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,28.2.2008,31.12.2008,Anjalankosken kaupunki,160 000,160 000,0,0,320 000,333 041
A30244,EAKR,TÄHTITAAJAMAT -KEHITTÄMISHANKE,Södra Finland,3,Kymmenedalens förbund,Verksamhet pågår,1.3.2008,31.12.2010,Kouvolan seudun kuntayhtymä,50 000,25 314,56 575,29 174,317 750,108 977
A30246,EAKR,"TULITUS - Tuotteita, liiketoimintaa ja tulosta Merikeskus Vellamossa",Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,1.3.2008,30.12.2010,Cursor Oy,340 000,148 337,210 000,75 835,860 000,324 957
A30053,EAKR,Tietovarantojen osallistava kehittäminen,Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,31.5.2009,Uudenkaupungin kaupunki,33 332,33 332,24 999,24 999,83 330,83 330
A30065,EAKR,SÖKÖ II,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.7.2011,Kymenlaakson ammattikorkeakoulu Oy,227 760,33 855,224 930,33 444,569 400,84 998
A30069,EAKR,Innovaatioputkesta yritystoimintaa  - Cleantech innovaatioiden kaupallistaminen,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,2.1.2008,30.6.2011,Green Net Finland ry,916 271,201 383,816 397,180 062,2 290 677,396 394
A30074,EAKR,METKU -Merenkulun turvallisuuskulttuurin kehittäminen,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.8.2010,Meriturvallisuuden ja -liikenteen tutkimusyhdistys ry. (Merikotka-tutkimuskeskus),272 520,88 365,236 243,76 617,681 299,234 871
A30077,EAKR,Optilogi 2,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.4.2008,31.3.2010,"Etelä-Karjalan koulutuskuntayhtymä, Etelä-Karjalan aikuisopisto",106 524,0,100 606,0,304 500,0
A30079,EAKR,LITAS,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.1.2008,31.5.2010,Kymenlaakson ammattikorkeakoulu Oy,47 953,33 486,35 964,25 114,125 000,90 806
A30080,EAKR,Asumisen ekotehokkuuden monitorointipalvelu,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.3.2011,Posintra Oy / STOK Sähköisen Talotekniikan Osaamis- ja Kehittämiskeskus,305 272,184 316,194 728,40 849,763 182,282 660
A30083,EAKR,Rautatiekulttuurikeskus REILIA,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.5.2008,30.6.2011,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia",97 400,39 154,69 600,27 979,364 000,101 512
A30085,EAKR,Cultura - Kaakkois-Suomen kulttuuriperintöpalvelut,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.4.2008,31.12.2010,Kymenlaakson Ammattikorkeakoulu Oy,40 144,13 769,31 228,10 710,169 540,35 048
A30086,EAKR,BSN - Bridge Simulator Network,Södra Finland,2,Kymmenedalens förbund,Verksamhet pågår,1.1.2008,30.6.2010,Kymenlaakson ammattikorkeakoulu,90 684,9 809,76 826,7 356,239 300,24 570
A30087,EAKR,First Round Center,Södra Finland,2,Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2010,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,314 627,141 047,244 231,98 733,1 325 938,363 285
A30088,EAKR,Hippoliksen Hevosklusteri,Södra Finland,2,Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2010,Hippolis - Hevosalan osaamiskeskus ry,99 140,47 483,72 210,34 585,386 200,144 235
A30090,EAKR,Muotoilun ja median palvelukeskus,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2013,Lahden Teollisuusseura ry,216 000,224 742,324 000,254 948,1 704 667,479 690
A30097,EAKR,PK-yritysten ympäristösuorituskyvyn vahvistaminen pääkaupunkiseudulla,Södra Finland,4,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.6.2008,31.5.2011,Helsingin kaupungin ympäristökeskus,150 232,34 466,145 098,33 288,466 732,86 864
A30099,EAKR,Stärkande av samarbetet mellan trygghetsaktörer i Åboland,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,28.2.2010,Väståbolands stad/utvecklingsavdelningen,34 036,7 129,25 527,5 346,85 090,17 822
A30100,EAKR,Lasten kulttuuri,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,31.3.2010,Vakka-Suomen Kehityskeskus Oy,76 465,46 403,63 535,40 989,195 300,121 975
A30102,EAKR,Vakka-Suomen innovaatioympäristön kehittäminen (Inno-Vakka),Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,31.12.2010,Turun Ammattikorkeakoulu,138 154,76 901,112 131,61 738,366 100,190 332
A30103,EAKR,Saariston Kokousmatkailu (SAKO),Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.2.2008,31.3.2010,Länsi-Turunmaan kaupunki - Kehittämisosasto - Matkailuosasto,41 281,12 002,38 986,11 334,103 201,30 004
A30104,EAKR,Visionäärinen elinkeinotoiminnan kehittäminen,Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,1.2.2008,31.3.2010,Turun kauppakorkeakoulu Tulevaisuuden tutkimuskeskus,88 000,48 690,87 000,41 236,220 000,113 050
A30105,EAKR,Saaristomeren meriluontoalueen kestävän luontomatkailun kehittämissuunnitelma,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,14.4.2008,30.9.2009,"Metsähallitus, Etelä-Suomen luontopalvelut",40 400,13 917,29 000,10 954,101 000,36 213
A30107,EAKR,Kasvun Avain,Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,28.2.2011,Loimaan seutukunnan kehittämiskeskus,59 784,0,70 993,0,480 000,0
A30108,EAKR,Saariston Rengastie -  Markkinointiviestintä - Viitoitus ja opastus,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.2.2008,31.3.2010,Länsi-Turunmaan kaupunki - Kehittämisosasto - Matkailuosasto,92 794,35 450,98 253,37 536,231 985,104 266
A30111,EAKR,TIKLI,Södra Finland,2,Södra Karelens förbund,Verksamhet pågår,1.1.2008,31.12.2010,Saimaan ammattikorkeakoulu,121 072,102 130,108 928,93 367,514 412,283 296
