,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
A30116,EAKR,STORMWATER: taajaman hulevesihaasteiden ratkaisut ja liiketoimintamahdollisuudet,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.2.2008,30.9.2011,"Helsingin yliopisto, Ympäristöekologian laitos",550 701,790,527 025,716,1 376 752,2 152
A30118,EAKR,STORMWATER 2,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.2.2008,30.9.2011,Kouvolan kaupunki/Liikelaitos Kouvolan Vesi,156 000,27 874,39 000,6 963,390 000,69 675
A30125,EAKR,Lääkinnällisen ja reumakuntoutuksen professuuri,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,23.7.2007,31.12.2013,Reumasäätiö,91 360,47 120,138 058,71 623,649 643,118 743
A30127,EAKR,CHEMRISK,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2008,31.5.2010,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia, Kotka",116 000,69 216,84 000,50 122,291 884,174 216
A30129,EAKR,Suomenlahden itäosan suojasatamien luontoselvitykset (REFUGE),Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2008,31.12.2010,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia",116 000,52 882,84 000,38 294,291 721,132 910
A30135,EAKR,Vesiensuojelukohteiden inventointi ja kunnostuksen tekniset innovaatiot muuttuvassa ilmastossa (VINKU),Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.4.2008,31.3.2011,Pyhäjärvi-instituutti,49 098,24 289,73 647,36 434,212 905,60 723
A30143,EAKR,ELITE - Elinkeino- ja innovaatiopolitiikkaa tukevan tutkimustoiminnan edistäminen,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,20.12.2007,31.1.2010,Lahden tiede- ja yrityspuisto Oy,115 000,78 111,100 000,67 922,630 000,199 785
A30144,EAKR,Yhtälö,Södra Finland,4,Egentliga Finlands förbund,Verksamhet pågår,1.12.2007,31.12.2010,Osuuskunta Kiisa,67 264,15 094,33 632,7 547,168 160,37 735
A30145,EAKR,Resurssiverkosto,Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,1.3.2008,31.8.2010,Uudenkaupungin kaupunki / Vakka-Suomen Ammatti-instituutti Novida,92 520,16 360,69 390,12 270,231 300,40 901
A30146,EAKR,MAASEUDUN KULTTUURISTA VETOVOIMAA MATKAILUUN,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,1.6.2008,31.7.2010,Loimaan seutukunnan kehittämiskeskus ry,83 018,30 496,78 405,28 801,207 544,76 239
A30154,EAKR,"Taavetin linnoituksen kehittäminen, esiselvityshanke",Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.3.2008,28.2.2009,Luumäen kunta,8 625,3 631,8 625,3 631,34 500,14 526
A30155,EAKR,Etelä-Karjalan kaupunkien ilmastomuutoksen ehkäisy ja siihen sopeutuminen - suunnitteluhanke (EKIS),Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,4.3.2008,30.4.2009,"Imatran kaupunki, ympäristötoimi",35 000,34 081,35 000,34 081,100 000,97 375
A30157,EAKR,HÅKANSBÖLEN KARTANOPUISTON KUNNOSTUS- JA RESTAUROINTI Blylodinpuiston ja Kormuniitynojan lähivirkistysalueen kunnostuminen,Södra Finland,4,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.1.2008,31.12.2010,VANTAAN KAUPUNKI Viheralueyksikkö/Tilakeskus,130 307,52 029,134 617,53 750,325 767,130 073
A30162,EAKR,Uusiutuvan energian tutkimuskeskus,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.3.2008,28.2.2011,TRI Energy Oy,1 121 000,504 174,171 000,17 566,3 720 000,1 043 834
A30167,EAKR,Sosiaaligerontologian professuuri,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.8.2008,31.12.2013,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia",57 000,41 378,10 000,0,557 592,81 234
A30168,EAKR,Päijät-Häme käytäntölähtöisen innovaatiotoiminnan huippualueeksi; tutkimus- ja kehittämisohjelma,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2010,Lappeenrannan teknillinen yliopisto / Lahden yksikkö,523 000,230 543,527 500,228 974,1 962 700,548 655
A30169,EAKR,Helsingin metropolialueen kilpailukykystrategia,Södra Finland,4,Nylands förbund,Verksamhet pågår,1.1.2008,31.8.2009,Culminatum Ltd Oy Helsinki Region Centre of Expertise,115 681,96 752,86 761,72 564,289 203,241 881
A30170,EAKR,"4V: Välitä, Vaikuta, Viihdy, Voi hyvin - yhteisöllisyys ja hyvä elinympäristö",Södra Finland,4,Nylands förbund,Verksamhet pågår,1.4.2008,31.3.2011,Pääkaupunkiseudun Kierrätyskeskus Oy,512 319,110 894,384 240,120 550,1 892 436,330 635
A30175,EAKR,Uudet ympäristömittausmenetelmät liiketoimintamahdollisuutena (YMLI),Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.3.2008,31.8.2011,Helsingin yliopiston ympäristöekologian laitos,493 461,17 791,480 668,17 330,1 233 653,88 346
A30176,EAKR,MAAKUNNALLISEN MATKAILUYHTIÖN RAHOITUS,Södra Finland,3,Södra Karelens förbund,Verksamhet pågår,1.1.2008,28.2.2009,ETELÄ-KARJALAN MATKAILU OY,320 000,290 043,280 000,253 791,750 000,679 792
A30177,EAKR,Kulttuurisen toimintaympäristön kehittämishanke 2008 - 2011,Södra Finland,2,Päijänne-Tavastlands förbund,Verksamhet pågår,1.1.2008,31.12.2011,Lahden kaupungin sivistystoimiala,120 000,45 319,40 000,15 106,620 000,121 900
A30180,EAKR,Raakaveden saannin turvaaminen strategisesti merkittävillä pohjavesialueilla,Södra Finland,3,Päijänne-Tavastlands förbund,Verksamhet pågår,1.6.2008,31.3.2011,Geologian tutkimuskeskus,148 000,5 571,110 000,4 140,370 000,13 908
A30187,EAKR,Ihmiselle parempi keskusta,Södra Finland,4,Egentliga Finlands förbund,Verksamhet pågår,15.5.2008,31.12.2012,Turun kaupunki,400 800,54 607,300 600,40 955,1 500 000,136 518
A30188,EAKR,Jättiputki kuriin Varsinais-Suomessa,Södra Finland,3,Egentliga Finlands förbund,Verksamhet pågår,10.3.2008,31.12.2009,Lounais-Suomen ympäristökeskus,27 720,11 785,20 790,8 839,69 300,29 463
A30189,EAKR,MobiRoad II,Södra Finland,2,Egentliga Finlands förbund,Verksamhet pågår,19.5.2008,30.6.2009,Länsi-Turunmaan kaupunki,28 000,38 834,21 000,0,70 000,55 478
A30001,EAKR,Bisnesmaraton,Södra Finland,1,Kymmenedalens förbund,Verksamhet pågår,10.3.2008,10.3.2011,Cursor Oy,150 000,54 382,118 000,42 463,589 450,137 061
A30014,EAKR,Haminan Työväentalon restaurointi ja laajennus,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,31.1.2007,31.12.2009,Haminan Työväenyhdistys ry.,240 000,191 634,160 000,127 756,435 000,354 390
A30023,EAKR,ForMeri,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.2.2008,30.6.2011,Koneteknologiakeskus Turku Oy,376 260,182 731,400 005,19 696,1 865 687,276 275
A30027,EAKR,Siitolan kartanopuiston entistämisen loppuunsaattaminen,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,15.3.2008,31.12.2008,Imatran kaupunki Kaupunkirakenne ja kunnallistekniikka,34 675,28 703,34 675,28 703,138 700,132 615
A30032,EAKR,Ahvenkosken kartano toteutusvaihe 3,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,20.12.2007,28.2.2009,Ahvenkosken kartanon kiinteistöyhtymä/ Abborfors fastighets sammanslutning,36 000,35 641,24 000,23 761,60 000,59 402
A30034,EAKR,Simpeleen taajamaympäristön ja liiketoiminta-alueiden kehittäminen,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.3.2008,30.6.2010,Rautjärven kunta,17 500,2 940,20 000,3 360,75 000,12 602
A30041,EAKR,KYMI,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2008,31.12.2010,Cursor Oy,150 000,25 174,150 000,25 174,500 000,83 914
A30042,EAKR,ProKymijoki,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.10.2007,31.12.2010,Kouvola Innovation Oy,67 100,18 677,69 400,19 317,188 000,54 278
A30044,EAKR,Laadukkaat ja vetovoimaiset virkistyspalvelut,Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2008,31.12.2010,Etelä-Karjalan virkistysaluesäätiö,123 800,55 261,92 850,41 447,309 500,138 155
A30046,EAKR,KELAA! - Kestävä kulutus ja elämänlaatu,Södra Finland,5,Päijänne-Tavastlands förbund,Verksamhet pågår,1.3.2008,30.6.2011,Turun kaupunki/Ympäristö- ja kaavoitusvirasto,498 622,83 180,411 378,68 940,1 246 556,226 001
A544840,EAKR,Toiminnan ja tekniikan tehostaminen investoimalla uusiin koneisiin ja laitteisiin.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,1.8.2009,31.7.2012,VEME OY,19 396,0,29 094,0,48 490,0
A544845,EAKR,Kemiallinen pesukone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,29.6.2009,31.10.2009,JEREMILLA OY,4 728,4 728,7 092,7 092,11 820,11 820
A544916,EAKR,Koneinvestoinnit sekä uuden työntekijän palkkaaminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,11.6.2009,31.8.2011,LASILIIKE J. HAAPALA,3 136,0,4 704,0,7 840,0
A544925,EAKR,Toimitilojen ja raideyhteyden rakentaminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,3.7.2009,31.12.2010,TERÄSPYÖRÄ OY,67 500,0,101 250,0,168 750,0
A544965,EAKR,"Varasto/tuotantotilojen laajennus, palvelu- ja laatutason parantaminen sekä olutkapasiteetin kasvattaminen",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,3.7.2009,31.8.2011,LAITILAN WIRVOITUSJUOMATEHDAS OY,319 200,0,478 800,0,798 000,0
A544978,EAKR,Kivituotteiden kiillotuskone oheislaitteineen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,7.7.2009,30.3.2010,IITIN GRANIITTI OY,1 680,0,2 520,0,4 200,0
A545032,EAKR,Kouvolan Eläinlääkäriaseman tietokonetomografialaitteisto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,10.7.2009,31.7.2011,KOUVOLAN ELÄINLÄÄKÄRIASEMA OY,33 840,0,50 760,0,84 600,0
A545049,EAKR,Opastusjärjestelmän kehittäminen ja kaupallistaminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,14.7.2009,31.12.2011,PALKO INTERACTIVE OY,27 316,0,40 973,0,68 289,0
A545074,EAKR,Työkalu yhdistyksille jäsenistön tilanteen seuraamiseen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,20.7.2009,30.4.2010,YOSO OY,10 569,0,16 531,0,27 100,0
A545108,EAKR,Kanttikoneen hankinta peltiprofiilien valmistamiseen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,24.7.2009,25.8.2010,JALOTAKKA OY,10 156,0,15 234,0,25 390,0
A545169,EAKR,"Tuotevalikoiman kehitys, uuden raaka-aineen käyttöönotto ja tietojärjestelmien parantaminen",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,4.8.2009,30.6.2010,TEEMA LINE  LTD OY,4 752,0,7 438,0,12 190,0
A545218,EAKR,Sympa Oy:n kasvuhanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,6.8.2009,6.8.2011,SYMPA OY,20 500,0,30 750,0,51 250,0
A545313,EAKR,Tarjouslaskennan ja projektihallinnan kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,14.8.2009,14.8.2011,FM-HAUS OY,14 937,0,23 363,0,38 300,0
A545457,EAKR,Toiminnan laajentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,24.8.2009,30.11.2011,LLA PALVELUT OY,25 040,0,37 560,0,62 600,0
A545779,EAKR,Huoltokoneikon ja ulosvetolaitteen kehittäminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,10.9.2009,31.8.2010,JRF TECHNIC OY,24 500,0,36 750,0,61 250,0
A545790,EAKR,Uusien markkinoiden avaaminen ja uusien asiakkaiden hakeminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,11.9.2009,31.12.2010,C.P.E. PRODUCTION OY,17 550,0,27 450,0,45 000,0
A545801,EAKR,"Yrityksen toimintatapojen, menetelmien ja työskentelykäytäntöjen luominen",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,14.9.2009,31.12.2010,JAS-SOFT OY,5 188,0,7 782,0,12 970,0
A545992,EAKR,Tuotekehityshanke lapsille ja heidän vanhemmilleen suunnattujen tuotteiden kehittämiseksi ideasta myytäväksi tuotteeksi.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,23.9.2009,30.6.2010,PINENTA OY,4 588,0,6 882,0,11 470,0
A544672,EAKR,Mobile Port,Södra Finland,2,Tekes,Verksamhet pågår,1.3.2009,29.2.2012,LAPPEENRANNAN TEKNILLINEN YLIOPISTO,28 872,0,43 308,0,72 180,0
A544674,EAKR,Mobile Port,Södra Finland,2,Tekes,Verksamhet pågår,5.3.2009,29.2.2012,KYMENLAAKSON AMMATTIKORKEAKOULU OY,112 800,0,169 200,0,282 000,0
A544675,EAKR,Toiminnanohjausjärjestelmän käyttöönotto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,17.6.2009,15.6.2011,ENVOR GROUP OY,3 444,0,5 386,0,8 830,0
A544677,EAKR,Mobiilisatama,Södra Finland,2,Tekes,Verksamhet pågår,1.3.2009,29.2.2012,TURUN YLIOPISTO,139 000,0,208 500,0,347 500,0
A544689,EAKR,Liiketoiminnan kehitys- ja kasvusuunnitelma.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,17.6.2009,31.5.2010,MAINOSTOIMISTO ILME OY,8 200,0,12 300,0,20 500,0
A544699,EAKR,Kymenlaakson innovaatiopalvelut,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,18.6.2009,9.8.2011,BIC KYMI RY,76 000,0,114 000,0,190 000,0
A544707,EAKR,Markkinaselvitykset Venäjällä ja Baltiassa sekä kartoitukset uusille tuotteille Euroopassa,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,18.6.2009,31.5.2010,KIRJAPAINO MARKPRINT OY,11 516,0,17 274,0,28 790,0
A544708,EAKR,Kone-  ja laiteinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,18.6.2009,31.12.2010,DINOTO OY,10 800,0,16 200,0,27 000,0
A544715,EAKR,Yrityksen liiketoiminnan kehittäminen ja kansainvälistyminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,22.6.2009,31.12.2010,ID PARTNERS OY,17 410,0,26 115,0,43 525,0
A544721,EAKR,CNC- työstökeskusinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,3.6.2009,31.12.2009,LAIPRO OY,6 560,6 560,9 840,9 840,16 400,16 400
A544772,EAKR,Cabin Unit-perheen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,24.6.2009,30.8.2010,KARINER OY,12 480,0,19 520,0,32 000,0
A544792,EAKR,Maalauslinjan ym hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,16.12.2008,31.8.2009,OY ALUSTEEL AB,91 840,91 301,137 760,136 952,269 992,228 253
A544793,EAKR,"Uudet toimitilat, nosturi ja rivikone",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,25.6.2009,31.12.2010,ALUKVIK OY,4 585,0,7 171,0,11 756,0
A544797,EAKR,Laajennus 2009,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,23.6.2009,31.10.2010,FINN LAMEX SAFETY GLASS OY,39 800,0,59 700,0,99 500,0
A544832,EAKR,Ompelimon kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,29.6.2009,28.6.2010,OMPELIMO PAULIINA,628,0,942,0,1 570,0
A545493,EAKR,Stalatube kv-hanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,26.8.2009,31.12.2010,STALATUBE OY,27 200,0,40 800,0,68 000,0
A545540,EAKR,"Uudenlainen ""kauneudenalan hyvinvointikeskus"" (nettiajanvaraus).",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,28.8.2009,30.6.2012,KAUNEUSSTUDIO SERENIUS&TUJULA OY,9 500,0,14 250,0,23 750,0
A545589,EAKR,Pintakäsittelyhallin laajennus sekä teräskuulapuhallus- ja hengitysilmaa puhdistavien laitteiden hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.9.2009,31.8.2010,REN GROUP OY,11 200,0,16 800,0,28 000,0
A545622,EAKR,Maatalouden kaikkiin kuljetustarpeiisiin sopivan jalkalavavaunun markkinoinnin aloittaminen Venäjälle.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,3.9.2009,31.12.2009,AGRI-KYMI OY,3 300,0,4 950,0,8 250,0
A545664,EAKR,Kasvusuunnitelma,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,7.9.2009,31.3.2010,CAMA-TEAM OY,2 580,0,3 870,0,6 450,0
A545678,EAKR,Toimintaprosessien ja johtamisjärjestelmien kehityshanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,13.5.2009,31.5.2010,PEMAMEK OY,24 000,0,36 000,0,60 000,0
A545696,EAKR,Vientikaupan käynnistäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,8.9.2009,31.12.2010,PRIVATE CASE OY,6 000,0,9 000,0,15 000,0
A544197,EAKR,Monikarapora- ja tapinlyöntikone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,22.5.2009,30.9.2009,REI-KALUSTE OY,1 600,1 600,2 400,2 400,4 000,4 000
A544198,EAKR,Toimitilahankinta ja koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,22.5.2009,31.12.2010,KALUSTE-KOLMIO OY,10 920,0,17 080,0,28 000,0
A544274,EAKR,Tuotteiden ja tuotantoteknisen osaamisen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,27.5.2009,31.12.2010,TERMO PANELS OY,58 512,0,87 768,0,146 280,0
A544316,EAKR,Investointi ja kv.hanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,1.6.2009,31.5.2011,DOMETAL OY,60 560,0,90 840,0,151 400,0
A544318,EAKR,Rakennusinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,29.5.2009,31.12.2010,DOMEREAL OY,91 331,0,136 997,0,228 328,0
A544350,EAKR,Lasin kierrätyksen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,2.6.2009,30.4.2011,UUSIOAINES OY,509 730,0,797 270,0,1 307 000,0
A544395,EAKR,Kuorma-autojen renkaiden pinnoittamon saneeraus ja laitteiden hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,22.5.2009,31.3.2010,KUMIKORJAAMO A. ELO OY,23 056,0,34 584,0,57 640,0
A543535,EAKR,Koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,6.4.2009,31.12.2009,PRIOCON OY,23 040,22 831,34 560,34 247,57 600,57 078
A543606,EAKR,Aloitusinvestoinnit ja tuotekehitys,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,9.4.2009,31.3.2010,OY A. TOPPI CO.,864,0,1 296,0,2 160,0
A543608,EAKR,Rentratek Oy:n sähkömagneettisten kenttien terveydellisten haittavaikutusten rajoittamiseen perustuvan liiketoiminnan kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,8.4.2009,31.3.2011,RENTRATEK OY,16 000,4 262,24 000,6 393,40 000,10 655
A543617,EAKR,Kansainvälistymisselvitys,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,9.4.2009,30.9.2010,PROPENTUS OY,20 760,0,31 140,0,51 900,0
A543618,EAKR,Blast Assistant- ohjelman kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,10.4.2009,31.12.2009,PYRO BLAST TMI,1 940,0,2 910,0,4 850,0
A543620,EAKR,Hanke: EcTools Ohjelmat: RepTool-Eurocode ja Agifap-Eurocode,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,14.4.2009,31.12.2009,ONE MOMENT ENGINEERING OY,3 232,0,4 848,0,8 080,0
A543642,EAKR,Tuotekehityshanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,15.4.2009,31.12.2010,WIZARD MARKETING SYSTEMS OY,8 000,0,12 000,0,20 000,0
A543657,EAKR,Hankkeen tarkoituksena on panostaa hotellin palveluihin investoimalla,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,7.4.2009,31.12.2010,RMR OY MERIRAKENNE,23 750,0,35 625,0,59 375,0
A543658,EAKR,Biohajoavat luonnonkuitukomposiitit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,8.4.2009,31.12.2009,NOVOPLASTIK OY,4 112,0,6 168,0,10 280,0
