"Koodi","Rahasto","Projektin nimi","Ohjelma / osio","Tl","Viranomainen","Toiminnan tila","Aloituspvm","Päättymispvm","Toteuttajan nimi","Myönnetty,EU-rahoitus","Toteutunut,EU-rahoitus","Myönnetty,valtion,rahoitus","Toteutunut,valtion,rahoitus","Suunniteltu,julkinen,rahoitus,yhteensä","Toteutunut,julkinen,rahoitus,yhteensä"
"S10974","ESF","Kemi-Tornio alueen maahanmuuttajaväestön aktiivinen työllistyminen, työvoimapoliittiset toimenpiteet","Pohjois-Suomen suuralueosio",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/11,"Lapin TE-keskus",127500,15853,42500,1829,235000,17682
"S10975","ESF","Oppimisympäristöjen työelämälähtöinen kehittäminen lastensuojelutyössä","Länsi-Suomen suuralueosio",3,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/11,"Seinäjoen ammattikorkeakoulu, Sosiaali- ja terveysalan yksikkö",60020,0,42920,0,211570,0
"S10976","ESF","Oppimisvaikeudet työelämässä","Itä-Suomen suuralueosio",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/09,30/09/11,"Itä-Suomen yliopisto",126108,17087,77292,0,343240,17087
"S10977","ESF","TAIVEX - vientivalmennus","Valtakunnallinen osio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,31/12/11,"Teatterin tiedotuskeskus ry",137289,10931,158934,0,533500,10931
"S10978","ESF","Kumppanit työssä","Valtakunnallinen osio",3,"Opetushallitus","Toiminnassa",01/03/09,31/12/11,"Kiipulasäätiö",147996,27210,172737,0,607632,27210
"S10979","ESF","Opin Ovi -Etelä-Pohjanmaa","Valtakunnallinen osio",3,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/09,28/02/12,"Seinäjoen koulutuskuntayhtymä, Sedu Aikuiskoulutus, liikelaitos",77310,23783,77175,0,331400,37989
"S10980","ESF","Kauppa&Koulu - Joustava koulutusmalli kaupan alalle suuntautuville","Etelä-Suomen suuralueosio",3,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/12/11,"Salon seudun koulutuskuntayhtymä/Salon seudun aikuisopisto",15600,0,16500,0,50000,0
"S10981","ESF","Opin Ovi Osaamiseen","Etelä-Suomen suuralueosio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,30/09/12,"Hämeenlinnan seudun koulutuskuntayhtymä, Koulutuskeskus Tavastia",145935,0,163687,0,754000,0
"S10982","ESF","Metsäalan innovaatio- ja osaamisverkosto","Valtakunnallinen osio",3,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/09,31/07/12,"Tampereen ammattikorkeakoulu",191646,12837,215245,3463,965000,18348
"S10983","ESF","TYRNI - Yhteistoiminta-alueiden henkilöstön työhyvinvoinnin ja rakenteiden tukeminen","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,30/04/11,"OSEKK / Oulun seudun ammattikorkeakoulu, terveysalan Oulaisten yksikkö",77690,20543,41223,0,254630,20543
"S10984","ESF","Aikuisena agrologiksi","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/09,31/07/12,"OSEKK, Oulun seudun ammattikorkeakoulu, Luonnonvara-alan yksikkö",138671,20317,112897,2421,678286,22738
"S10985","ESF","Kokeellinen tuotekehityslaboratorio - Experimental Design LAB - EDEL","Valtakunnallinen osio",3,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/09,31/12/11,"Seinäjoen Koulutuskuntayhtymä/ Seinäjoen Ammattikorkeakoulu Kulttuurialanyksikkö ",115244,3735,99996,3241,412500,6976
"S10986","ESF","Kulttuurin ketju - kulttuurin matkailullinen tuotteistaminen","Valtakunnallinen osio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",24/02/09,31/12/11,"Turun kaupunki/Turku Touring",205200,189689,226800,0,769500,225257
"S10987","ESF","Kalastusmatkailun kehittäminen Koillis-Suomessa","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/09,31/12/11,"Koillis-Suomen Aikuiskoulutus Oy",47310,15089,35690,2405,190000,18634
"S10988","ESF","Työhyvinvoinnin edistäminen kuntaorganisaatiossa","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,31/12/10,"Lapin yliopisto, Yhteiskuntatieteiden tiedekunta",78450,6391,50819,4140,357184,10531
"S10989","ESF","Yksikään ei huku - tuki pk-yrittäjille taantuman vaikutusten torjunnassa","Itä-Suomen suuralueosio",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/09,31/03/11,"Savon Yrittäjät ry",357952,65697,168448,6497,541400,72194
"S10990","ESF","PROTEK Etelä-Pohjanmaa","Valtakunnallinen osio",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/09,30/06/11,"Etelä-Pohjanmaan TE-keskus",131820,12790,177002,16862,459100,29652
"S10991","ESF","Runolaulun pottku (pedagogiikan, opetusmodulien, taiteellisten, tutkimus- ja koulutusmenetelmien ulottuvuuden kehittämishanke)","Itä-Suomen suuralueosio",3,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",03/07/08,02/07/11,"Juminkeko-säätiö",152181,72381,117909,48142,379199,131162
"S10992","ESF","TUKIPOLKU -klinikka","Länsi-Suomen suuralueosio",2,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/10,"Niilo Mäki -säätiö",91672,0,97328,0,227500,0
"S10993","ESF","Työhyvinvoiva Kainuu -esiselvitys","Itä-Suomen suuralueosio",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,28/02/10,"Lex Kainuu ry",19768,17658,10832,120,30600,17778
"S10994","ESF","KOMPETENT I ARBETSLIVET","Etelä-Suomen suuralueosio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/11,"Arcada - Nylands svenska yrkeshögskola",47634,0,71451,0,200000,0
"S10995","ESF","VEERA - Verkostoista voimaa opiskelijahuoltotyöhön","Pohjois-Suomen suuralueosio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,01/03/11,"Kalajokilaakson koulutuskuntayhtymä ",69423,12195,52086,3626,154851,20419
"S10996","ESF","Etelä-Savon teollisuuden osaajat","Itä-Suomen suuralueosio",3,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/11,"Itä-Savon koulutuskuntayhtymä/ Savonlinnan ammatti- ja aikuisopisto",240813,48049,142647,0,685000,54625
"S10997","ESF","Botnia Progress - Työssäolevat","Länsi-Suomen suuralueosio",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",12/05/09,30/06/11,"Pohjanmaan TE-keskus",36418,13560,40772,0,285000,13560
"S10998","ESF","PAIKO - Painettavan elektroniikan koulutushanke","Pohjois-Suomen suuralueosio",3,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/09,31/12/10,"Oulun seudun koulutuskuntayhtymä, Oulun seudun ammattikorkeakoulu/Tekniikan yksikkö",36281,33440,25769,3774,149900,43781
"S10999","ESF","Botnia Progress - Työttömät","Länsi-Suomen suuralueosio",2,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",12/05/09,30/06/11,"Pohjanmaan ELY-keskus",519874,35498,356128,0,1130000,35498
"S11000","ESF","ORDER","Itä-Suomen suuralueosio",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",08/06/09,30/06/12,"Kainuun Etu Oy",578469,0,80591,0,1364882,0
"S11001","ESF","Kakkosvaihde","Valtakunnallinen osio",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,30/05/12,"Keski-Pohjanmaan Uusyrityskeskus ry",21659,7749,24425,0,284400,7749
"S11002","ESF","Yhteisökasvatuksen hyvät käytännöt EU:sta Suomen Lappiin","Pohjois-Suomen suuralueosio",4,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/03/10,"Lapin yliopisto kasvatustieteiden tiedekunta ja sosiaalityön laitos",25350,0,17745,0,50700,0
"S11003","ESF","Kiinaoikeuden professuuri","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/05/12,"Lapin Yliopisto",101050,41112,70735,0,396925,41112
"S11004","ESF","BornToBusiness - Oamk:n tekniikan yksikön opiskelijoiden yritystoimintaa aktivoiva -hanke","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"OSEKK/Oulun seudun ammattikorkeakoulu/Tekniikan yksikkö",79910,14004,32915,0,329585,20006
"S11005","ESF","Opin Ovi - SME (Small and Medium Enterprises)","Pohjois-Suomen suuralueosio",3,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/11,"Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto",53123,0,51527,0,529000,0
"S11006","ESF","Sähköisen liiketoiminnan kehittämisohjelma","Itä-Suomen suuralueosio",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,30/09/11,"Joensuun Tiedepuisto Oy",278800,44898,131200,4181,441800,49079
"S11007","ESF","Muutosturvaa ja huomisen osaajia","Valtakunnallinen osio",2,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/12/10,"Pirkanmaan TE-keskus",1157020,384935,1735530,74728,3147550,459663
"S11008","ESF","Osaamistarpeiden klusteriennakointi viljaketjussa","Valtakunnallinen osio",3,"Opetushallitus","Toiminnassa",01/04/09,31/03/12,"Päijät-Hämeen koulutuskonserni -kuntayhtymä, Lahden ammattikorkeakoulu, Innovaatiokeskus",149478,21104,165217,0,657999,22713
"S11009","ESF","Art Hub -hankekokonaisuus","Itä-Suomen suuralueosio",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/11,"Pohjois-Savon taidetoimikunta",167996,51131,98664,0,767568,70295
"S11010","ESF","Heinolan seudun kumppanuushanke","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/09,01/05/11,"Lahden alueen kehittämisyhtiö Oy",83440,0,93870,0,208600,0
"S11011","ESF","Lapin yritysten tervehdyttämisohjelma","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/09,31/12/11,"Lapin työ- ja elinkeinokeskus",365000,22729,225000,4009,880000,26738
"S11012","ESF","Pätkät pitkiksi ManSetti työvalmennuspalvelut","Valtakunnallinen osio",2,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",18/05/09,31/12/11,"Tampereen Aikuiskoulutussäätiö/Tampereen aikuiskoulutuskeskus",159696,12454,197416,5305,666090,19478
"S11013","ESF","Sydän paikallaan; Nuorten kansalaisaktiivisuuden lisääminen vapaaehtoistoiminnan muodossa -haasteena nuorten näköinen vapaaehtoistoiminta","Länsi-Suomen suuralueosio",2,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"Diakonia-ammattikorkeakoulu Oy",191000,30868,286500,0,595000,30868
"S11014","ESF","SYsata - Sosiaalisia yrityksiä Satakuntaan","Länsi-Suomen suuralueosio",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/07/11,"Länsirannikon Koulutus Oy WinNova",59920,30501,89880,0,211300,30501
"S11015","ESF","Satakunnan Lukikeskus","Länsi-Suomen suuralueosio",2,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/09,30/04/12,"Satakunnan koulutuskuntayhtymä",125810,11349,136295,0,382630,11349
"S11016","ESF","Lapin matkailun turvallisuusjärjestelmä - koulutus, verkosto ja ennakointi","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/12/10,"Rovaniemen ammattikorkeakoulu",55275,9871,47875,8550,320850,18421
"S11017","ESF","Kansainvälisten opiskelijoiden integrointi Kainuuseen","Itä-Suomen suuralueosio",3,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/10,"Kajaanin ammattikorkeakoulu -liikelaitos",50243,11290,27533,0,91500,13282
"S11018","ESF","Pohjois-Karjalan työllisyysfoorumi","Itä-Suomen suuralueosio",3,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,31/12/10,"Joensuun yliopisto",154020,47119,72480,6099,258500,55578
"S11019","ESF","Kainuun Liikunnan kehittämishanke eli Kainuun LIKE-hanke","Itä-Suomen suuralueosio",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",14/04/09,13/06/12,"Pohjois-Savon Liikunta ry",120876,49381,110314,0,369696,50843
"S11020","ESF","Opin Ovi Keski-Pohjanmaalla","Valtakunnallinen osio",3,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/07/09,30/06/12,"Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto",93560,0,101340,0,470000,0
"S11021","ESF","Kestävyyttä Itä-Suomen ruokapalveluihin -KestITÄ","Itä-Suomen suuralueosio",3,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/11,"Savon koulutuskuntayhtymä",253449,10521,148851,6179,699815,16700
"S11072","ESF","OPPIMISYMPÄRISTÖT JA OPPIMISEN MALLIT - Insinöörikoulutuksen työelämälähtöisyyden kehittäminen","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/09,30/06/11,"Kemi-Tornion ammattikorkeakoulu",155605,0,92844,0,390980,0
"S11073","ESF","T&K-TOIMINNAN RAJAPINTAPROSESSIEN KEHITTÄMINEN","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/11,"Kemi-Tornion ammattikorkeakoulu, Kemi-Tornionlaakson koulutusky Lappia",56625,0,33975,0,181100,0
"S11074","ESF","Rovapolut - monikulttuuriset mahdollisuudet osaamisen kehittämiseen ja työllistymiseen Rovaseudulla,työvoimapoliittiset toimenpiteet","Valtakunnallinen osio",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/11/08,31/10/11,"Lapin TE- keskus",23150,0,23150,0,138900,0
"S11075","ESF","Nature Craft Finland, Etelä-Savon osa-aluehanke","Itä-Suomen suuralueosio",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/12/11,"Mikkelin seudun elinkeinoyhtiö Miset Oy",122199,48293,72386,0,376405,61171
"S11076","ESF","Pohjois-Karjala TL2 rinnakkaishankkeiden hallinto ja tukirakenne","Itä-Suomen suuralueosio",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/12/10,"Pohjois-Karjalan TE-keskus",375200,79184,184800,11688,560000,90872
"S11077","ESF","Ole aktiivinen Läpi Elämän","Itä-Suomen suuralueosio",4,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/05/12,"Kuopion kaupunki, hallinto- ja kehittämiskeskus, talous- ja strategiapalvelu",82245,20580,48302,0,319872,23520
"S11078","ESF","Start Up Yrityspalveluohjelma","Valtakunnallinen osio",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/08,31/12/11,"Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto",77880,23764,87645,0,706000,23764
"S11079","ESF","PROTEK - Osaamispääoman kehittämisohjelma Pohjanmaalla ja Keski-Pohjanmaalla","Valtakunnallinen osio",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/08,30/06/11,"Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto",112142,21190,126205,0,842000,21190
"S11080","ESF","International Business Program (IBP): digialan kasvuyritysten kansainvälistäminen","Valtakunnallinen osio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",17/08/09,31/12/10,"Culminatum Innovation Oy Ltd",114400,0,124320,0,712000,0
"S11081","ESF","Asumisen osaamisklusterin osaamisen ja innovaatioiden siirto","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/03/11,"Lahden tiede- ja yrityspuisto Oy",200000,0,239740,0,489740,0
"S11082","ESF","Laskennalliset tieteet ja työelämä","Etelä-Suomen suuralueosio",3,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/10,"Lappeenrannan teknillinen yliopisto",64200,0,72800,0,160500,0
"S11083","ESF","Produforum","Valtakunnallinen osio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/09,31/12/11,"Föreningen Luckan i huvudstadsregionen rf.",95566,25449,136049,0,412300,26433
"S11084","ESF","YES-yrittäjyyskasvatuskeskus","Etelä-Suomen suuralueosio",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/07/10,"Kouvola Innovation Oy",38200,19117,19300,0,95500,31751
"S11085","ESF","Naisten koulu - integraatiota ja arjen taitoja maahanmuttajanaisille","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/11,"Oulun Seudun setlementti ry ",88213,35832,99474,4425,346700,46009
"S11086","ESF","Työvalmennuskeskus Työsilta-hanke","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/12/12,"Kuhmon Työttömien yhdistys ry",45522,56928,25231,0,738715,56928
"S11087","ESF","Työvalmennuskeskus Työsilta -hanke (S11086) /työvoimapoliittiset toimenpiteet","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/12/12,"Kainuun Ely-keskus",574632,23594,32968,0,1637900,23594
"S11088","ESF","Töihin-hanke","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/08/11,"Nakertaja-Hetteenmäen kyläyhdistys ry.",194925,58893,23659,13037,332416,71930
"S11089","ESF","Kansainvälinen yhteistyö hyvien käytäntöjen etsimiseksi ja levittämiseksi","Valtakunnallinen osio",4,"Työ- ja elinkeinoministeriö","Toiminnassa",16/01/09,31/12/13,"Työ- ja elinkeinoministeriö",57810,4065,65190,4584,789000,8649
"S11090","ESF","Areena Ammattiin -ARMI 2 plus, työvoimapoliittiset toimenpiteet","Länsi-Suomen suuralueosio",2,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",22/05/09,31/12/11,"Etelä-Pohjanmaan TE-keskus, Työllisyys ja yrittäjyys vastuualue",89964,0,95036,0,224909,0
"S11091","ESF","Töihin -hanke (S11088) /työvoimapoliittiset toimenpiteet","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/08/11,"Kainuun elinkeino-, liikenne- ja ympäristökeskus",686744,1403,19256,0,1109000,1403
"S11092","ESF","SIHTI","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"Oulun Diakonissalaitoksen Säätiö, Kuntoutuksen ja Diakonian erityispalvelut",164777,0,185812,0,1056533,0
"S11093","ESF","SIHTI - TYÖVOIMAPOLIITTISET TOIMENPITEET","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"Pohjois-Pohjanmaan ELY - keskus",154214,0,173900,0,994723,0
"S11094","ESF","Sopimushankkija II-projekti, työvoimapoliittiset toimenpiteet","Länsi-Suomen suuralueosio",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/09,31/12/11,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus",20000,0,30000,0,146500,0
"S11095","ESF","KIVI - Kainuun lukioiden pedagoginen yhteistyöhanke","Itä-Suomen suuralueosio",3,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/09,31/07/11,"Kainuun maakunta-kuntayhtymä/koulutustoimiala",83859,14706,72851,4633,251039,26032
"S11096","ESF","Prosessiteollisuusalan ammatillisen koulutuksen kehittäminen, Proteko","Länsi-Suomen suuralueosio",3,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"Länsirannikon Koulutus Oy",120633,32892,81428,0,597672,32892
"S11097","ESF","ILO - Intoa, Luovuutta ja Osaamista -","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/09,31/03/11,"Pudasjärven kaupunki, Kehittämiskeskus Pohjantähti",42310,0,47777,0,261808,0
"S11098","ESF","ISKE - Itä-Suomi kohtaa Euroopan","Itä-Suomen suuralueosio",2,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/12,"Savon koulutuskuntayhtymä",92481,0,54782,0,168300,0
"S11099","ESF","Tekemällä tulevaisuuteen","Valtakunnallinen osio",2,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/12/12,"Etelä-Pohjanmaan TE-keskus työllisyys ja yrittäjyys vastuualue",227538,8632,245329,9307,1858594,17939
"S11100","ESF","Musiikkikoulutuksen työelämävastaavuuden kehittäminen Musicare-verkostossa","Etelä-Suomen suuralueosio",3,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/03/11,"Turun ammattikorkeakoulu",21640,0,15360,0,213750,0
"S11101","ESF","Tunturiosaaja","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/09,30/09/12,"TE-Keskus/Strategiayksikkö/Tunturi-Lapin työ- ja elinkeinotoimisto",117750,16141,114370,0,522600,16141
"S11102","ESF","Manageroinnin ja tuottamisen koulutus- ja osaamiskeskus","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/08/11,"Suomen Urheiluopisto",38400,0,52000,0,92400,0
"S11103","ESF","Elintarvikealan pk-yritysten kansainvälistymisohjelma","Valtakunnallinen osio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/09,31/12/11,"Turku Science Park Oy",35517,0,40237,0,143043,0
