"Operačný program","Názov prijímateľa","Názov projektu","Rok - Začiatok realizácie","Mesiac - Začiatok realizácie","Rok - Koniec realizácie","Mesiac - Koniec realizácie","Spolufinancovanie","EÚ zdroje - Zazmluvnené prostriedky","ŠR zdroje - Zazmluvnené prostriedky","Spolu - Zazmluvnené prostriedky","EÚ zdroje - Vyčerpané prostriedky","ŠR zdroje - Vyčerpané prostriedky","Spolu - Vyčerpané prostriedky"
"OP Životné prostredie","00326518 - Spišská Belá","24140110033 - Dobudov. separ. zberu odpadov v Spišskej Belej",2009,"Január",2013,"December",20430.77,347323.16,40861.55,388184.71,8976,1056,10032
"OP Životné prostredie","00326518 - Spišská Belá","24140110142 - Uzavretie a rekultiv.skládky odpadov-Spišská Belá",2010,"Január",2011,"August",62720.41,1066246.89,125440.81,1191687.7,0,0,0
"OP Životné prostredie","00326585 - Mesto vysoke tatry","24130120011 - Zvýš.kval.ovzd. využ.BAT tech.-údržba komunikácií",2008,"Júl",2010,"Apríl",34336.04,583712.74,68672.09,652384.83,0,0,0
"OP Životné prostredie","00326585 - Mesto vysoke tatry","24140110022 - Zavedenie tatranského separovaného zberu odpadu",2007,"August",2010,"Apríl",29393.13,499683.19,58786.26,558469.45,0,0,0
"OP Životné prostredie","00326640 - Tvarožná","24120110021 - Tvarožná – Úprava Tvarožnianskeho potoka",2009,"Február",2011,"Jún",23931.76,406839.9,47863.52,454703.42,0,0,0
"OP Životné prostredie","00326747 - Obec Vydrník","24120110033 - Úprava vodného toku v obci Vydrní",2010,"Január",2010,"December",11394.76,193710.89,22789.52,216500.41,0,0,0
"OP Životné prostredie","00327379 - Mesto Lipany","24120110001 - Lipany bez povodní",2008,"Júl",2010,"September",67754.12,1151820.11,135508.25,1287328.36,355765.41,41854.75,397620.16
"OP Životné prostredie","00327514 - Nižný Slavkov","24130120016 - Zmena palivovej základne - ZŠ a MŠ Nižný Slavkov",2008,"September",2010,"December",51920.66,882651.21,103841.32,986492.53,0,0,0
"OP Životné prostredie","00328421 - obec krasnohorske podhradie","24110110051 - Krásnohorské Podhradie, kanalizácia dokon.I.etapy",2009,"Marec",2010,"August",22779.92,387258.57,45559.83,432818.4,0,0,0
"OP Životné prostredie","00328537 - Obec Muráň","24110110048 - Muráň kanalizácia a ČOV-2.etapa-kanalizácia",2009,"November",2012,"November",131197.11,2230350.87,262394.22,2492745.09,0,0,0
"OP Životné prostredie","00328642 - Obec Plešivec","24110110059 - Výstavba kanalizácie a ČOV obce Plešivec",2008,"September",2012,"Apríl",332230.51,5647918.69,664461.02,6312379.71,0,0,0
"OP Životné prostredie","00329045 - Obec Dravce","24120110020 - Úprava Draveckého potoka",2009,"September",2011,"Marec",23388.31,397601.34,46776.63,444377.97,0,0,0
"OP Životné prostredie","00329061 - Mesto Gelnica","24110110016 - ČOV a dostavba kanalizácie v meste Gelnica",2009,"Február",2011,"Máj",230850.8,3924463.56,461701.6,4386165.16,0,0,0
"OP Životné prostredie","00329100 - Obec Helcmanovce","24130120013 - Vým.vykurov.systému Domu služ.-Helcmanovce",2008,"August",2010,"Február",1979.35,33648.96,3958.7,37607.66,0,0,0
"OP Životné prostredie","00329282 - Mesto Krompachy","24130120012 - Zlepš.kvality ovzd. čistiac.technik. v Krompachoch",2008,"August",2009,"Marec",8606.55,146311.39,17213.11,163524.5,137968.6,16231.6,154200.2
"OP Životné prostredie","00329321 - Mesto Levoča","24140110010 - Uzatvor. a rekult. skládky KO ""Dlhé Stráže"" Levoča",2007,"September",2010,"Október",178716.51,3038180.69,357433.02,3395613.71,1193296.6,140387.84,1333684.44
"OP Životné prostredie","00329614 - Spišská Nová Ves","24140110085 - Regionálne centrum zhodnocovania biologicky rozlož",2010,"Január",2012,"Január",326904.7,5557379.86,653809.4,6211189.26,0,0,0
"OP Životné prostredie","00329631 - Obec Spišský Štvrtok","24110110022 - Rozšírenie ČOV a dostavba kanal. - Spiš.Štvrtok",2009,"Január",2011,"Február",63382.88,1077508.88,126765.75,1204274.63,0,0,0
"OP Životné prostredie","00329681 - Obec Švedlár","24130120020 - Kotoľňa so spaľovaním biomasy - ZŠ Švedlár",2009,"Jún",2010,"Máj",24187.81,411192.71,48375.61,459568.32,0,0,0
"OP Životné prostredie","00329754 - Obec Vojkovce","24120110005 - Úprava potoka Studenec v obci Vojkovce",2008,"Marec",2010,"Máj",25523.7,433902.82,51047.39,484950.21,53284.16,6268.73,59552.89
"OP Životné prostredie","00329924 - Jakubany","24120110022 - Investičné akcie v obci Jakubany",2010,"Január",2010,"December",39234.95,666994.09,78469.89,745463.98,0,0,0
"OP Životné prostredie","00330078 - Nižné Ružbachy","24130120014 - Zníženie emisií zmenou paliv.základne ZŠ a MŠ",2008,"Júl",2009,"December",1907.99,32435.8,3815.98,36251.78,20822.55,2449.71,23272.26
"OP Životné prostredie","00330167 - Stará Ľubovňa","24140110046 - Kompostáreň Stará Ľubovňa",2009,"Marec",2010,"December",122760.71,2086931.99,245521.41,2332453.4,0,0,0
"OP Životné prostredie","00331899 - Mesto Sečovce","24110110011 - Sečovce – Albinov – výstavba kanalizácie",2007,"Marec",2010,"November",62860.84,1068634.22,125721.67,1194355.89,0,0,0
"OP Životné prostredie","00332399 - Mesto Hanušovce nad Topľou","24140110014 - Rekultivácia skládky Hanušovce n/Topľou",2008,"Máj",2015,"Máj",50989.8,866826.62,101979.6,968806.22,0,0,0
"OP Životné prostredie","00332828 - Sečovská Polianka","24110110033 - Kanalizácia, ČOV a vodovod Sečovská Polianka",2007,"Január",2011,"Apríl",245274.86,4169672.67,490549.73,4660222.4,0,0,0
"OP Životné prostredie","00332933 - mesto vranov nad toplou","24120110002 - Prečerpávacia stanica dažďov.vôd Vranov nad Topľou",2008,"September",2009,"Jún",8416.4,143078.78,16832.8,159911.58,101012.27,11883.8,112896.07
"OP Životné prostredie","00632724 - Obec Veľká Čierna","24110110044 - Vodovod Veľká Čierna",2009,"Apríl",2012,"Máj",101141.15,1719399.53,202282.3,1921681.83,0,0,0
"OP Životné prostredie","00690074 - Jasenov","24120110003 - Úprava potoka Bobkovec v obci Jasenov",2008,"September",2009,"November",9995,169914.95,19989.99,189904.94,147740.53,17381.24,165121.77
"OP Životné prostredie","00690627 - Janov","24120110018 - Protipovodňová ochrana miestnych komunikácií Janov",2010,"Január",2010,"December",42423.31,721196.21,84846.61,806042.82,0,0,0
"OP Životné prostredie","00691020 - MČ Košice - Krásna","24110110014 - Kanalizácia Mestskej časti Košice – Krásna, II.et.",2009,"Apríl",2010,"Február",53910.74,916482.65,107821.49,1024304.14,0,0,0
"OP Životné prostredie","00691135 - Košice","24140110053 - Kompostáreň bioodpadov mesta Košice",2007,"Marec",2014,"Marec",198660.58,3377229.82,397321.16,3774550.98,394623.47,46426.29,441049.76
"OP Životné prostredie","00692361 - obec Slopná","24130120030 - Zmena paliv. základne v školsk. budove obce Slopná",2009,"Február",2011,"Január",21977.51,373617.73,43955.03,417572.76,0,0,0
"OP Životné prostredie","00699080 - Obec Nová Ves nad Váhom","24140110015 - Uzatv. a rekult. skládky odpadov Nová Ves n. Váhom",2008,"Apríl",2010,"December",10122.18,172077.03,20244.36,192321.39,0,0,0
"OP Životné prostredie","00800201 - obec Mad","24140110055 - Rekultivácia skládky TKO v obci Mad 30.6.2008",2008,"Október",2015,"December",28023.03,476391.48,56046.06,532437.54,282870.61,33278.9,316149.51
"OP Životné prostredie","36126624 - TSK","24130120009 - NsP Myjava - Rekonštr. kotolne a spaľovne",2009,"Január",2010,"Jún",123024.23,2091411.91,246048.46,2337460.37,0,0,0
"OP Životné prostredie","00696854 - VIA LUX-DSS a ZpS","24130120026 - Inštal.slneč.kolekt.a zatep.budov DD a DSS v Barci",2009,"Apríl",2009,"December",54524.5,926916.52,109049,1035965.52,692724.58,81497.01,774221.59
"OP Životné prostredie","00156850 - Výskum. ústav vod. hospodárstva","24110110001 - Monitor. a hodnotenie stavu vôd",2008,"Január",2011,"Apríl",0,4432708.52,782242.68,5214951.2,280121.87,49433.27,329555.14
"OP Životné prostredie","00156850 - Výskum. ústav vod. hospodárstva","24110110003 - Integrované riešenie informačných tokov sledovania",2009,"Jún",2011,"September",0,5024595.86,886693.39,5911289.25,0,0,0
"OP Životné prostredie","00365327 - Martinská fakultná nemocnica","24130120002 - Úprava zariad. na čist. spalín spaľovne MFN Martin",2008,"Júl",2010,"Apríl",0,736351.12,129944.32,866295.44,66460.65,11728.35,78189
"OP Životné prostredie","00185213 - Technické služby-B.Štiavnica","24140110008 - Uzatv.a rekul.skládky odpadov-Ban.Štiavnica-nie NO",2008,"Február",2010,"Október",84786.1,1441363.65,169572.19,1610935.84,17687.39,2080.87,19768.26
"OP Životné prostredie","31305784 - SLUŽBA, mestský podnik Stropkov","24140110117 - Separovaný zber a Zberný dvor vyseparova",2009,"Október",2011,"September",39794.23,676501.84,79588.45,756090.29,0,0,0
"OP Životné prostredie","35556773 - Mest.podnik služieb mesta Strážske","24140110091 - Hala Strážske - separovaný zber odpadov",2009,"Apríl",2010,"December",28665.84,487319.2,57331.67,544650.87,0,0,0
"OP Životné prostredie","00678678 - MŽP SR","24160110001 - Refundácia osob.nákladov zmestnancov v rámci OP ŽP",2007,"November",2010,"December",0,13204540.93,2330213.1,15534754.03,3760939.11,663695.14,4424634.25
"OP Životné prostredie","00678678 - MŽP SR","24160110003 - Personál. zabezpeč. riadenia a implementácie OPŽP",2007,"November",2011,"Jún",0,564296.62,99581.76,663878.38,320966.49,56641.14,377607.63
"OP Životné prostredie","00678678 - MŽP SR","24160110004 - Externé expertné služby",2007,"November",2009,"December",0,564296.61,99581.76,663878.37,59903.89,10571.27,70475.16
"OP Životné prostredie","00678678 - MŽP SR","24160110005 - Technické zabezpečenie",2007,"November",2009,"December",0,451437.3,79665.41,531102.71,159085.29,28073.88,187159.17
"OP Životné prostredie","00678678 - MŽP SR","24160110006 - Zabezpečenie propagácie 2007 - 2013",2007,"November",2009,"December",0,5642966.2,995817.57,6638783.77,5593003.1,987000.55,6580003.65
"OP Životné prostredie","00678678 - MŽP SR","24160110007 - Zabezpeč.propagácie v prog.obd.2007-2013,II.etapa",2009,"Apríl",2013,"December",0,6077500,1072500,7150000,2877567.15,507805.97,3385373.12
"OP Životné prostredie","34549617 - Jozef Podolan","24140110062 - Zhodnocovanie stavebných odpadov-Jozef Podolan",2009,"Marec",2009,"December",73040.39,93126.49,16434.09,109560.58,82314,14526,96840
"OP Životné prostredie","31347011 - MACH TRADE, spol.s r.o.","24140110056 - Zlepš.recykl.olov.odpadu-odsír.olov.pasty z akumul",2009,"Jún",2012,"Máj",527778.79,672917.95,118750.23,791668.18,76598.25,13517.34,90115.59
"OP Životné prostredie","31440291 - Brantner Nové Zámky s.r.o.","24140110027 - SEPARUJME SPOLU A LEPŠIE - Nové Zámky a okolie",2010,"Október",2011,"Jún",530101.92,300391.09,53010.19,353401.28,0,0,0
"OP Životné prostredie","31440291 - Brantner Nové Zámky s.r.o.","24140110052 - Raciona.zhodnoc.odpad.v kompos-BRANTNER NOVÉ ZÁMKY",2010,"Október",2011,"Jún",135845.45,76979.09,13584.54,90563.63,0,0,0
"OP Životné prostredie","31601685 - Bytherm, s.r.o.","24130120021 - Rekonštrukcia plynovej kotolne",2007,"Apríl",2010,"December",1798137.67,1528417.02,269720.65,1798137.67,0,0,0
"OP Životné prostredie","31659772 - KONZEKO spol. s.r.o.","24140110094 - BAT intenzifikácia a reštrukturalizácia KONZEKO",2010,"Január",2010,"Október",995817.57,1975038.17,348536.15,2323574.32,0,0,0
"OP Životné prostredie","31699804 - EKOSERVIS","24140110060 - Zhodn.dekont.zemín prid.BROv bior.tuneli-EKOSERVIS",2008,"Jún",2010,"Jún",210442.28,417377.19,73654.8,491031.99,343287.94,60580.22,403868.16
"OP Životné prostredie","34132031 - Mestská ČOV s.r.o.","24110110049 - Mestská ČOV Hlohovec",2009,"Júl",2011,"December",149448.65,2413595.71,425928.66,2839524.37,0,0,0
"OP Životné prostredie","36024376 - INSA, s.r.o.","24140110057 - Zber a dopr.prenos.bat.a akumul a sprac.Zn-Mn a Li",2008,"Júl",2010,"Máj",581373.79,741251.58,130809.1,872060.68,0,0,0
"OP Životné prostredie","36038440 - AGROSPOL Želovce s.r.o","24140110063 - Rekonštrukcia silážnych žľabov - Záhorce",2008,"November",2010,"December",822797.6,1631881.91,287979.16,1919861.07,0,0,0
"OP Životné prostredie","36057363 - ELEKTRO RECYCLING, s.r.o.","24140110119 - Rozšír. kapacity na zhod. odpadov z elektr.zariad.",2009,"September",2010,"Júl",327013.21,416941.85,73577.97,490519.82,0,0,0
"OP Životné prostredie","36182508 - AGB ekoservis","24140110059 - Technol.term.úpravy NO zo zdrav.zar-AGB ekoservis",2007,"Január",2009,"December",488254.82,968372.06,170889.19,1139261.25,618597.94,109164.34,727762.28
"OP Životné prostredie","36331201 - ERSON Recycling, s.r.o","24140110065 - Zariadenie na zhodnoc. SO-  ERSON Recycling,s.r.o",2008,"Jún",2014,"September",5103776.92,6507315.58,1148349.81,7655665.39,0,0,0
"OP Životné prostredie","36389331 - TEHOS, s.r.o.","24130120019 - Kotolňa na biomasu - Dolný Kubín - Brezovec",2009,"Máj",2009,"December",1198403.44,1018642.92,179760.52,1198403.44,382501.77,67500.31,450002.08
"OP Životné prostredie","36682527 - ELEMONT, s.r.o.","24140110129 - Kompostáreň bioodpadu Záhorce",2010,"Január",2011,"Január",463659.31,919590.96,162280.76,1081871.72,0,0,0
"OP Životné prostredie","36744921 - Žarnovická energetická, s.r.o.","24130120022 - Využitie štiepky v CZT a modern.rozvodov-Žarnovica",2009,"Február",2011,"December",1094285.61,2170333.13,382999.96,2553333.09,782027.58,138004.87,920032.45
"OP Životné prostredie","36767182 - J&M consulting s.r.o.","24140110114 - Recyklačné centrum - plasty",2009,"November",2011,"Máj",5030315.49,9976792.39,1760610.42,11737402.81,0,0,0
"OP Životné prostredie","36004111 - Stredoslovenské kameňolomy, a. s.","24140110110 - Nákup technológie na zhodnocovanie stav.odpadov",2009,"September",2013,"December",259540.4,514755.12,90839.14,605594.26,0,0,0
"OP Životné prostredie","36054666 - SAD Zvolen","24130120008 - Ekologizácia MHD v Banskej Bystrici",2009,"Január",2010,"Január",205778.32,3323319.9,586468.22,3909788.12,3316070.86,585188.98,3901259.84
"OP Životné prostredie","36056006 - StVS","24110110035 - Rimavské Brezovo - vodovod",2009,"Jún",2010,"December",54334.69,877505.27,154853.87,1032359.14,0,0,0
"OP Životné prostredie","36058645 - MILENIUM TRADING, a.s.","24140110061 - Stredisko na zhodnocovanie plastových odpadov",2009,"Marec",2015,"December",5947062.34,11795006.97,2081471.82,13876478.79,0,0,0
"OP Životné prostredie","36252484 - TVS a.s.","24110110010 - Kanalizácia Leopoldov a Červeník",2007,"Júl",2011,"Apríl",254793.03,4114907.36,726160.12,4841067.48,0,0,0
"OP Životné prostredie","36324043 - SAD Prievidza, a.s.","24130120006 - Vybud.CNG stanice a obnova voz.parku SAD Prievidza",2009,"Január",2010,"Február",292327.73,4721092.85,833134.03,5554226.88,0,0,0
"OP Životné prostredie","36445461 - Bukocel, a.s.","24130120010 - Nová technológia spaľovania v Bukoceli",2008,"Júl",2010,"Máj",8962358.1,7618004.38,1344353.71,8962358.09,1595428.84,281546.27,1876975.11
"OP Životné prostredie","36550949 - ZVS, a. s. Nitra","24110110023 - Nitra - dobudovanie kanalizačnej siete",2007,"August",2011,"Jún",575385.4,9292474.24,1639848.4,10932322.64,0,0,0
"OP Životné prostredie","36570460 - VVS,a.s.","24110110032 - Svidník-Medzianky, prívod vody z nádrže Starina",2007,"Január",2011,"September",540272.21,8725396.18,1539775.8,10265171.98,0,0,0
"OP Životné prostredie","36570460 - VVS,a.s.","24110110034 - Žbince,Dúbravka,Hatalov,Vrbnica -kanalizácia a ČOV",2007,"Január",2011,"November",317533.92,5128172.78,904971.67,6033144.45,0,0,0
"OP Životné prostredie","36672076 - PVS, a.s.","24110110030 - Papradňanská dolina - kanalizácia",2007,"Október",2013,"Marec",784261.81,12665828.17,2235146.15,14900974.32,0,0,0
"OP Životné prostredie","36672084 - TURVOD, a.sl.","24110110028 - Kanalizácia a ČOV-Turčianske Teplice, Horný Turiec",2009,"Jún",2012,"Marec",305841.19,4939335.17,871647.38,5810982.55,0,0,0
"OP Životné prostredie","36672271 - Vodár. spol. Ružomberok, a.s.","24110110029 - SKKaČOV Liptov.Lúžna, Liptov.Osada a Liptov.Revúce",2009,"Február",2013,"December",534752.15,8636247.28,1524043.64,10160290.92,0,0,0
"OP Životné prostredie","36672271 - Vodár. spol. Ružomberok, a.s.","24110110053 - Hubová, Ľubochňa, Švošov - kanalizácia a ČOV",2009,"September",2014,"Jún",834335.85,13474524,2377857.18,15852381.18,0,0,0
"OP Životné prostredie","36672297 - SeVAK, a.s.","24110110020 - Trnové - kanalizácia",2008,"Október",2012,"Február",270647.3,4370953.97,771344.82,5142298.79,0,0,0
"OP Životné prostredie","36672297 - SeVAK, a.s.","24110110024 - Verejná kanalizácia Rajec",2009,"Január",2010,"December",176901.44,2856958.2,504169.09,3361127.29,0,0,0
"OP Životné prostredie","36672297 - SeVAK, a.s.","24110110047 - SČOV Žilina - intenzifikácia",2008,"December",2013,"Október",757480.88,12233316.21,2158820.51,14392136.72,0,0,0
"OP Životné prostredie","36672441 - LVS","24110110042 - Kanalizácia a ČOV Važec",2008,"Júl",2012,"December",568034.39,9173755.43,1618898.02,10792653.45,0,0,0
"OP Životné prostredie","36672441 - LVS","24110110046 - Kanalizácia a ČOV Východná",2008,"Júl",2012,"December",634457,10246480.52,1808202.44,12054682.96,0,0,0
"OP Životné prostredie","36672441 - LVS","24110110056 - Intenzifikácia ČOV Liptovský Mikuláš",2008,"Júl",2012,"December",1039597.89,16789505.93,2962853.99,19752359.92,0,0,0
"OP Životné prostredie","36022047 - SVP, š.p.","24110110002 - Monit.fyz.-chem. a biol.prvkov kvality povrch vôd",2008,"Január",2009,"Máj",78533.2,1268311.12,223819.61,1492130.73,306461.85,54081.5,360543.35
"OP Životné prostredie","36022047 - SVP, š.p.","24110110009 - Mon.fyz-chem a bio.prvkov kval.povrch.vôd 2009,10",2009,"Január",2011,"Máj",171123.84,2763649.94,487702.93,3251352.87,0,0,0
"OP Životné prostredie","36022047 - SVP, š.p.","24120110006 - Suchohrad, dotesn.podlož.nábrež.múru-19.657-20.309",2008,"Február",2010,"Marec",113640.24,1835289.88,323874.69,2159164.57,778269.82,137341.73,915611.55
"OP Životné prostredie","36022047 - SVP, š.p.","24120110007 - Banský Studenec - úprava potoka Jasenica",2008,"Október",2010,"November",10582.79,170941.74,30131.34,201073.08,106166.19,18735.21,124901.4
