"Project name","Projektägare","Region","Beviljat ESF-stöd","Total projektbudget","Projektperiod","Currency"
"Att Ta Vid- Ungas väg till arbete och utbildning efter institutionsplacering","Coompanion Göteborgsregionen","Stockholm",9285871,24586111,"2009-06-18 till 2011-11-30","SEK"
"CARPE","Stockholms Stad, Socialtjänst- o  arbetsmarkn förvaltn","Stockholm",28428884,28428884,"2009-01-01 till 2011-06-30","SEK"
"Carpe","Stockholms Stad, Socialtjänst- o  arbetsmarkn förvaltn","Stockholm",477930,0,"2008-04-15 till 2008-07-14","SEK"
"Demo K","Södertälje kommun, Arbetsmarknads-/arbetslivskontoret","Stockholm",250000,757140,"2008-04-15 till 2008-08-10","SEK"
"Den hållbara rörelsen - Handikappförbunden i utveckling","Handikappförbundens samarbetso","Stockholm",4845087,4845087,"2010-01-12 till 2011-12-31","SEK"
"Directa","Arbetsförmedlingen Huddinge","Stockholm",372800,500000,"2009-07-01 till 2009-12-31","SEK"
"Diversa","Arbetsförmedlingen Huddinge","Stockholm",500000,500000,"2009-07-01 till 2009-12-31","SEK"
"Entreprenörsakademin","Företagsakademin FA AB","Stockholm",0,0,"2008-08-01 till 2008-10-31","SEK"
"Etablering Stockholm","None Listed","Stockholm",36849178,102505578,"2009-08-01 till 2012-08-31","SEK"
"FAMU För Arbete Mot Utanförskap","Stockholms Stad, Socialtjänst- o  arbetsmarkn förvaltn","Stockholm",345446,460594,"2009-09-01 till 2010-02-28","SEK"
"Feedback-Ett steg närmare arbetslivet","Arbetsförmedlingen Rinkeby Kista","Stockholm",10471067,40234267,"2010-01-18 till 2011-07-31","SEK"
"Ferdinand","Arbetsförmedlingen Södermalm","Stockholm",250000,499984,"2008-08-15 till 2008-12-14","SEK"
"FILUR","Stockholms Stad, Socialtjänst- o  arbetsmarkn förvaltn","Stockholm",6282456,16076185,"2010-02-01 till 2012-12-31","SEK"
"FILUR Fördjupade Insatser Leder Unga Rätt","Stockholms Stad, Socialtjänst- o  arbetsmarkn förvaltn","Stockholm",298850,398850,"2009-04-15 till 2009-10-15","SEK"
"Företagsakademin2","Företagsakademin FA AB","Stockholm",44402004,44402004,"2009-04-08 till 2011-04-13","SEK"
"Förstudie 2 Åkersberga","Företagarföreningen Åkersberga","Stockholm",254282,254282,"2009-04-14 till 2009-09-10","SEK"
"Förstudie av kompetensutvecklingsbehovet inom den svenska handikapprörelsen","Handikappförbundens samarbetso","Stockholm",365872,365872,"2008-08-01 till 2009-01-31","SEK"
"Framtidens Åkare","ABC-åkarna Service AB","Stockholm",485400,485400,"2009-01-12 till 2009-06-30","SEK"
"Från utanförskap till arbete","None Listed","Stockholm",597200,796230,"2008-11-15 till 2009-05-15","SEK"
"Från verksamheter i förening och kommun - till sociala företag","Coompanion Kooperativ Utveckling Stockholms län","Stockholm",249234,499234,"2008-04-16 till 2008-09-30","SEK"
"Gemensam vuxenutbildningsregion i Stockholms län","Stockholms stad, Utbildningsförvaltningen, Vuxenutbildningsavdelningen","Stockholm",249950,499900,"2008-05-01 till 2008-10-31","SEK"
"GFF:s Reg. Socialfondsprojekt Genomförande, Stockholm","Grafiska Företagens Service AB","Stockholm",11363601,11363601,"2010-01-12 till 2011-12-31","SEK"
"GFF:s Regionala Socialfondsprojekt, Stockholm","Grafiska Företagens Service AB","Stockholm",499927,499927,"2009-01-05 till 2009-06-30","SEK"
"Grenverket Södertörn","Samordningsförbundet Haninge","Stockholm",200000,400000,"2008-07-04 till 2008-12-31","SEK"
"Grenverket Södertörn juli 2009","Samordningsförbundet Haninge","Stockholm",22086958,55125027,"2009-11-02 till 2012-08-31","SEK"
"HEART Competence","None Listed","Stockholm",498251,498251,"2009-01-07 till 2009-07-01","SEK"
"HEART Employment","None Listed","Stockholm",324578,433578,"2009-01-07 till 2009-07-07","SEK"
"IDEO-CE","Blomsterfonden Svalnäs","Stockholm",468242,468242,"2008-12-03 till 2009-04-30","SEK"
"Integration av invandrare i arbetslivet","Studieförbundet Näringsliv och Samhälles(SNS) Service AB","Stockholm",377290,377290,"2008-05-15 till 2008-11-15","SEK"
"Integrationsplats Stockholm-nord väst","Ekerö Kommun, Vuxenutbildningen","Stockholm",375000,500000,"2009-07-01 till 2010-02-28","SEK"
"Irma","Af Järfälla/Upplands-Bro","Stockholm",266500,376700,"2009-04-30 till 2009-10-30","SEK"
"Jämt anställd - fast rörlig, Stockholm","Trygghetsfonden för kommuner och landsting","Stockholm",226751,226751,"2008-06-23 till 2008-09-19","SEK"
"Järva Möter Unga","Rinkeby-Kista stadsdelsförvaltning","Stockholm",300225,400300,"2009-09-01 till 2010-02-28","SEK"
"Järva yrkesutbildning","Södertörns folkhögskola","Stockholm",300000,673000,"2008-07-15 till 2008-12-31","SEK"
"KNUT II","Försörjningsstöd,bedömning,aktivering","Stockholm",9103610,9103610,"2008-04-14 till 2009-12-15","SEK"
"KNUT3","Försörjningsstöd,bedömning,aktivering","Stockholm",6743705,6743705,"2010-01-12 till 2011-12-30","SEK"
"KomAn","Värmdö kommun, Central förvaltning","Stockholm",250000,500000,"2008-09-01 till 2009-02-28","SEK"
"KomAn genomförande","Värmdö kommun, Central förvaltning","Stockholm",40494328,106233582,"2009-07-01 till 2012-06-30","SEK"
"Kompetensbron","Kommunstyrelsens förvaltning","Stockholm",2497053,2497053,"2009-08-03 till 2010-03-31","SEK"
"Kompetensutveckling för processförare under Fattigdomsåret 2010","Arbetarnas bildningsförbund","Stockholm",2999065,2999065,"2010-01-05 till 2011-03-15","SEK"
"Kompetent Social ekonomi","SLUP.SE","Stockholm",499984,0,"2008-04-15 till 2008-09-23","SEK"
"KOMPETENT SOCIAL EKONOMI","Coompanion Kooperativ Utveckling Stockholms län","Stockholm",8903084,8903084,"2009-05-01 till 2011-04-30","SEK"
"Kompetenta anordnare","Coompanion Kooperativ Utveckling Stockholms län","Stockholm",3008427,3008427,"2009-08-01 till 2011-06-30","SEK"
"Kompetenta anordnare - resten av landet","Hela Sverige ska leva","Stockholm",3954500,3954500,"2009-07-01 till 2011-06-30","SEK"
"Kreativa Hederliga Företagare","None Listed","Stockholm",10317517,10317517,"2009-01-01 till 2011-12-31","SEK"
"Kultur för Alla, Inte för Vissa! En Mångfaldsinriktad Analys av Stockholms Kulturförvaltning","Stockholms Kulturförvaltning","Stockholm",431600,431600,"2010-01-12 till 2010-06-30","SEK"
"Kultur och fritid för identitet och jobb (KOFIJ)","Enheten för Stadsdel- och Kulturutveckling","Stockholm",600000,837843,"2008-11-15 till 2009-05-15","SEK"
"Kvalitetssäkrad kompetensförsörjning inom handeln","Svensk Handel","Stockholm",495900,495900,"2009-01-01 till 2009-06-30","SEK"
"Likabehandling i radio och television","JMK, Inst. för Journalistik,M","Stockholm",454215,454215,"2008-08-16 till 2008-12-19","SEK"
"Likabehandling i radio och television","JMK, Inst. för Journalistik,M","Stockholm",8752834,8752834,"2009-05-18 till 2011-05-31","SEK"
"Livsval","LFC Norrköping","Stockholm",250000,503254,"2008-04-15 till 2008-09-23","SEK"
"LIVSVAL","Kompetenstorget","Stockholm",210865,277569,"2009-01-01 till 2009-02-09","SEK"
"LIVSVAL","Alma folkhögskola","Stockholm",29648480,76436200,"2009-02-10 till 2012-01-31","SEK"
"Matchning Södertörn","Utbildning och arbetsmarknad","Stockholm",233373,478233,"2008-07-07 till 2009-01-06","SEK"
"Matchning Södertörn - Arbetskraft","Utbildning och arbetsmarknad","Stockholm",30531818,85424912,"2009-05-01 till 2012-04-09","SEK"
"Mervärt","RFSL","Stockholm",7183855,7183855,"2010-01-12 till 2011-12-31","SEK"
"Mervärt","RFSL","Stockholm",309380,309380,"2009-07-01 till 2009-09-30","SEK"
"Mötesplats i ny form","Svenska Röda Korset, Region Stockholm","Stockholm",250000,506525,"2008-04-15 till 2008-09-23","SEK"
"Mötesplats i ny form","Svenska Röda Korset, Region Stockholm","Stockholm",6627160,16798280,"2009-01-12 till 2011-12-30","SEK"
"Mötesplatser för direktkontakt","Arbetsförmedlingen Expo","Stockholm",350561,467415,"2009-04-14 till 2009-10-05","SEK"
"Nationellt Processtöd Tillgänglighet","Handisam","Stockholm",24480378,24480378,"2009-02-02 till 2011-12-31","SEK"
"NTG Företagande och entreprenörskap","Nationella program","Stockholm",12526550,16776550,"2009-01-01 till 2011-12-31","SEK"
"Nya sysselsättnings- och arbetsaktiviteter för personer långt ifrån arbetsmarknaden","Arbete och Sysselsättning","Stockholm",50400,100800,"2008-04-14 till 2008-08-12","SEK"
"Processtöd jämställdhetsintegrering","Länsstyrelsen, Tillväxt och Samhällsbyggnad","Stockholm",24124424,24124424,"2009-01-01 till 2011-12-31","SEK"
"Processtöd och samordning för att skapa en sammanhållen kedja för de nyanlända i Stockholms län","Länsstyrelsen, enheten för lokal och social utveckling","Stockholm",250000,512435,"2008-04-14 till 2008-10-14","SEK"
"Processtödjare","Sensus Stockholm-Gotland","Stockholm",14825005,14825005,"2008-10-01 till 2011-09-30","SEK"
"Samverk Nordost","Österåkers kommun, Stats och kommunled/övergripandeplanering","Stockholm",250000,535506,"2008-08-15 till 2009-02-15","SEK"
"Samverk Nordost Genomförandeprojekt","Österåkers kommun, Stats och kommunled/övergripandeplanering","Stockholm",6835000,17090044,"2009-10-01 till 2012-08-31","SEK"
"Samverkan för Kompetens och ökad konkurrenskraft inom mötesbranschen","Svenska Möten","Stockholm",497718,497718,"2009-01-01 till 2009-05-30","SEK"
"Samverkan för vägen till arbete i en lärande miljö","Hagabergs Folkhögskola","Stockholm",5437620,14394901,"2009-05-04 till 2012-04-09","SEK"
"Sociala arbetskooperativ skapar arbete genom nya affärsidéer i samverkan","Solna Stad, Social psykiatrienheten","Stockholm",248750,497504,"2008-08-04 till 2009-01-03","SEK"
"SOL","Länsstyrelsen, enheten för lokal och social utveckling","Stockholm",111520325,111520325,"2009-02-02 till 2010-12-31","SEK"
"SOUL Sociala ekonomins organisationer i Utveckling och Lärande","KFO Service AB","Stockholm",14588880,14588880,"2009-02-02 till 2011-12-30","SEK"
"Spira Stockholm","Polismyndigheten i Stockholms Län Personal- och utvecklingsavdelningen","Stockholm",373500,498000,"2008-10-01 till 2009-03-31","SEK"
"Spira Stockholm","Polismyndigheten i Stockholms Län Personal- och utvecklingsavdelningen","Stockholm",2925635,7713089,"2009-10-26 till 2011-06-30","SEK"
"SpråkSam","Stiftelsen Stockholms läns Äldrecentrum","Stockholm",30652454,30652454,"2009-04-15 till 2011-04-14","SEK"
"Språkutveckling och språkmiljö på arbetsplatsen","None Listed","Stockholm",484784,484784,"2008-04-14 till 2008-10-13","SEK"
"Stockholms unga i jobb","None Listed","Stockholm",345446,460594,"2009-09-01 till 2010-02-26","SEK"
"Swedish Microfinance Standard","Basta","Stockholm",314863,419263,"2010-01-12 till 2010-06-30","SEK"
"Synskadade företagare i samhället","Synskadades riksförbund","Stockholm",210024,210024,"2008-08-01 till 2008-11-30","SEK"
"Tema A&O. Temagruppen Arbetsplatslärande och omställning i arbetslivet","None Listed","Stockholm",15649982,20966642,"2009-01-01 till 2011-12-31","SEK"
"Tema Nyanlända","Länsstyrelsen, enheten för lokal och social utveckling","Stockholm",3118186,6329689,"2008-08-04 till 2011-07-01","SEK"
"Temagrupp- Unga i arbetslivet","ENKU","Stockholm",15951050,22216670,"2009-01-01 till 2011-12-31","SEK"
"Temagrupp Likabehandling, Arbetsmiljöforum","Arbetsmiljöforum i Sverige AB","Stockholm",14493624,19493624,"2009-01-12 till 2011-12-31","SEK"
"Temagruppen för integration i arbetslivet,TIA","REMESO","Stockholm",13310945,17747924,"2009-01-01 till 2011-12-31","SEK"
"TreFas - kraftsamling till arbete genom deltagare, social ekonomi och Af","Arbetsförmedlingen Huvudkontoret","Stockholm",37724950,122402450,"2009-09-01 till 2011-11-30","SEK"
"Unga in","Arbetsförmedlingen Huvudkontoret","Stockholm",6984410,17787093,"2009-11-02 till 2012-03-31","SEK"
"Unga in i arbetslivet","Arbetsförmedlingen Huvudkontoret","Stockholm",342000,464500,"2009-01-07 till 2009-04-07","SEK"
"Ungas väg till arbete","Coompanion Göteborgsregionen","Stockholm",314867,423789,"2008-11-15 till 2009-05-15","SEK"
"Uppbyggnad Stockholm","Sveriges Bygg & Järnhandlareförbund","Stockholm",266400,266400,"2009-01-19 till 2009-07-19","SEK"
"Utbildningsplattformar för tekniklärare","Vetenskapens Hus","Stockholm",461399,461399,"2010-02-01 till 2010-07-15","SEK"
"Utbyte Baltikum","CIU","Stockholm",298200,397600,"2008-11-18 till 2009-04-17","SEK"
"Utbyte Baltikum","CIU","Stockholm",983419,2458550,"2010-01-01 till 2012-05-31","SEK"
"Validering för spetskompetens mot nya kunskapstjänster","Målerifakta AB","Stockholm",5985500,5985500,"2009-01-15 till 2011-12-16","SEK"
"VANILJ - vägar till anställning via icke-formella lärandemiljöer","Urkraft Service AB","Stockholm",570000,760000,"2008-11-17 till 2009-05-15","SEK"
"Vår kompetens - din möjlighet","Landstingsstyrelsens förvaltning, Personalstrategiska avd.","Stockholm",499573,499573,"2008-11-17 till 2009-05-16","SEK"
"Värderingar i Byggbranchen","Byggcheferna","Stockholm",494347,494347,"2010-01-12 till 2010-07-31","SEK"
"Verksamhet och Hälsa","Farsta stadsdelsförvaltning","Stockholm",499440,499440,"2010-01-12 till 2010-07-31","SEK"
"VVS Företagens Kompetenssprång Stockholm","Kompetensförsörjning och Kommunikationsavdelning","Stockholm",478888,478888,"2009-01-01 till 2009-06-30","SEK"
"AKTION Syd - sAmverkan för Kompetens och Tillväxt inom Informations- och kOmmunikationstekNologi","Microsoft AB/SMS&P","Sydsverige",486651,486651,"2008-04-01 till 2008-09-01","SEK"
"Ambassadörsutveckling i Skåne/Blekinge","Kävlinge Lärcentrum","Sydsverige",217626,0,"2008-05-01 till 2008-09-30","SEK"
"Ambassadörsutveckling i Skåne/Blekinge","Kävlinge Lärcentrum","Sydsverige",5075337,5075337,"2009-01-15 till 2011-01-15","SEK"
"Arbetsporten","Arbetsmarknadsenheten","Sydsverige",1717082,4295760,"2008-06-01 till 2010-05-31","SEK"
"Arbetsträning i helhetsperspektiv","None Listed","Sydsverige",241200,241200,"2008-08-01 till 2009-01-31","SEK"
"Arbetsträning i helhetsperspektiv","None Listed","Sydsverige",5835282,5835282,"2009-08-01 till 2011-08-01","SEK"
"Arena för Social Ekonomi och Företagande","SISU Idrottsutbildarna","Sydsverige",10430750,26324174,"2009-04-15 till 2011-02-28","SEK"
"Att Hantera Mångfald - Städpoolen Idag och i Framtiden","Städpoolen i södra Skåne AB","Sydsverige",130000,130000,"2008-05-05 till 2008-09-30","SEK"
"Att minska arbetslösheten och öka arbetskraftsutbudet","Höganäs Utvecklingscentrum","Sydsverige",161300,161300,"2008-05-01 till 2008-07-15","SEK"
"Att minska arbetslösheten och öka arbetskraftsutbudet via kommunala AME","Höganäs Utvecklingscentrum","Sydsverige",1952625,1952625,"2009-01-15 till 2010-12-31","SEK"
"Attraktiva Arbetsplatser","IUC Skåne","Sydsverige",1076396,1076396,"2009-01-15 till 2009-09-15","SEK"
"AVA (Aktivitet Vägledning Arbete)","Arbetsmarknad- och Kompetesutv/Socialförvaltningen","Sydsverige",6564521,17410001,"2009-08-03 till 2012-07-31","SEK"
"Betong och Baklava","Södra Innerstaden SDF / Strategiska avdelningen","Sydsverige",139740,210286,"2008-05-05 till 2008-07-31","SEK"
"Bibliotekets roll i lokal och regional utveckling","Länsbibliotek Sydost","Sydsverige",208350,208350,"2009-01-15 till 2009-04-30","SEK"
"Biblioteksutveckling - kompetensbehov","Regionbibliotek Skåne","Sydsverige",467000,467000,"2008-05-05 till 2008-10-31","SEK"
"Biff (Bilskrotning för framtiden)","Sveriges Bilskrotares Riksförbund (SBR)","Sydsverige",165594,165594,"2008-08-01 till 2008-10-30","SEK"
"Blankebäck för framtiden","Blankebäcks ro","Sydsverige",726457,726457,"2009-08-03 till 2010-01-29","SEK"
"Blekinge utan hinder","Kommunledningsförvaltningen","Sydsverige",429224,429224,"2009-01-15 till 2009-09-15","SEK"
"Blekinge Utveckling i Samverkan","LÄNSBYGDERÅDET I BLEKINGE","Sydsverige",791080,791080,"2009-02-01 till 2009-09-30","SEK"
"Brofästet","Enheten för kompetensutveckling och utvärdering","Sydsverige",420414,560791,"2008-11-15 till 2009-05-15","SEK"
"Burlöv Center - ett leende center","Burlöv Center/Jones Lang LaSalle","Sydsverige",575915,575915,"2008-05-01 till 2008-07-15","SEK"
"Burlöv Center - ett leende center","Burlöv Center/Jones Lang LaSalle","Sydsverige",6114572,6114572,"2009-04-01 till 2010-12-03","SEK"
"Carry 2011","Svenska Golfförbundet","Sydsverige",849404,849404,"2008-09-15 till 2009-03-15","SEK"
"CityAkademin år 2009-2011","Malmö Citysamverkan Service AB","Sydsverige",16752170,16752170,"2009-04-01 till 2011-03-31","SEK"
"cityakademin, om mångfald","Malmö Citysamverkan Service AB","Sydsverige",1820230,1820230,"2009-01-15 till 2010-03-31","SEK"
"Coachningsprojektet","Arbetsförmedlingen Huvudkontoret","Sydsverige",10548000,34683000,"2008-05-01 till 2010-04-30","SEK"
"Dagstidningsbranschen i Förändring - en Mångfaldsinriktad Kompetensanalys av en Skånsk Mediekoncern","Sydsvenska Dagbladets AB","Sydsverige",473000,473000,"2009-04-01 till 2009-08-31","SEK"
"Delta Ung","Delta","Sydsverige",191137,256137,"2009-08-17 till 2010-02-15","SEK"
"Det naturliga valet","Närsjukvårdskliniken, ortopediska kliniken, psykiatriska kliniken","Sydsverige",1348912,1348912,"2008-08-01 till 2009-01-31","SEK"
"Det naturliga valet","Närsjukvårdskliniken, ortopediska kliniken, psykiatriska kliniken","Sydsverige",13859453,13859453,"2010-02-01 till 2012-01-31","SEK"
"Egenmakt","Arbete och Försörjning","Sydsverige",493090,820090,"2009-01-15 till 2009-10-31","SEK"
"EKO - Ekologi Kultur Omsorg/förprojektering","Dagligverksamhet LSS","Sydsverige",150000,200000,"2008-05-01 till 2008-10-31","SEK"
"En integrerad räddningstjänst","Räddningstjänsten Syd","Sydsverige",3157541,9137741,"2008-05-01 till 2010-05-30","SEK"
"Entreprenörskap i samverkan","HIR Malmöhus","Sydsverige",563567,563567,"2009-04-01 till 2009-11-30","SEK"
"Entreprenörskap, mångfald och affärsutveckling","Malmö NyföretagarCenter","Sydsverige",446386,446386,"2009-04-01 till 2009-09-15","SEK"
"Entreprenörskap, mångfald och affärsutveckling","Malmö NyföretagarCenter","Sydsverige",3684346,3684346,"2010-01-18 till 2012-01-17","SEK"
"ENTRIS-Entreprenörskap i skolan (steg 1)","Kommunförbundet Skåne","Sydsverige",9258034,9258034,"2009-01-15 till 2010-12-31","SEK"
"Ett inkluderande arbetslivsnätverk","fub skåne","Sydsverige",372000,496200,"2009-01-15 till 2009-06-15","SEK"
"FKG 09","Region Blekinge","Sydsverige",19905600,19905600,"2009-06-01 till 2011-05-31","SEK"
"Flexförmedlingen","Näringslivsenheten","Sydsverige",613892,821641,"2009-01-15 till 2009-09-14","SEK"
"Föräldralediga med planering för framtiden","Merit utbildning AB","Sydsverige",6342336,15855840,"2009-08-17 till 2012-08-16","SEK"
