Ident,REGION,TITLE,BENEFICIARY,FROM,TO,FUNDING SEK,FUNDING EURO
140840,Östra Mellansverige,Samverkan mellan aktörer för regional ti,Regionförbundet Uppsala län,12/1/09,5/31/10,249750,0
118063,Östra Mellansverige,Förankring Biogas Öst,Energikontoret Mälardalen,6/1/09,11/30/09,249750,0
147859,Övre Norrland,Ramprogram för regionala företagsstöd i,Länsstyrelsen i Norrbottens län,1/1/10,12/31/12,25000000,0
140868,Skåne-Blekinge,Malmö nya Medier,REGION SKÅNE,7/1/09,6/30/12,25356500,0
148319,Mellersta Norrland,Genusperspektiv i träbranschen för invan,Ywood Ekonomisk förening,12/10/09,8/31/10,250000,0
148235,Mellersta Norrland,"Träkompetens och ökad träförädling, kart",Ywood Ekonomisk förening,12/10/09,8/31/10,250000,0
140582,Mellersta Norrland,Förstudie Ådalens industrilandskap,Kramfors kommun,6/1/09,2/28/10,250000,0
140391,Mellersta Norrland,Förstudie; Vi i Nordingrå - Utvecklad fö,Föreningen NordingråFöretagarna,6/1/09,12/31/09,250000,0
117312,Mellersta Norrland,Förstudie Mötesplats Strömsund,Strömsunds kommun,12/1/08,6/30/09,250000,0
70773,Mellersta Norrland,Utveckling av Söråkers och Härnösands ha,Timrå kommun,4/3/08,1/1/09,250000,0
69136,Mellersta Norrland,Förstudie kommersiell utveckling Hemsö f,Härnösands kommun,3/1/08,6/30/09,250000,0
68263,Mellersta Norrland,Förstudie KNOTT,VÄSTERNORRLANDS LÄNS LANDSTING,4/1/08,12/31/08,250000,0
68157,Mellersta Norrland,Förstudie Jamtli satsning på 1970-tals m,Jamtli,6/1/08,1/31/09,250000,0
68156,Mellersta Norrland,Fjällsjöbanan - förstudie,UTVECKLINGSGRUPPEN FJÄLLSJÖ FRAMTID,7/1/08,1/31/09,250000,0
67821,Mellersta Norrland,"Vidareutveckling av Getberget, etapp 1,",Ånge kommun,4/1/08,11/30/08,250000,0
40172,Mellersta Norrland,Förstudie Hedenhösland,Nämforsens Framtid,10/1/07,9/15/08,250000,0
40167,Mellersta Norrland,Förstudie för byggande av kanal i Njurun,NJURUNDA SKÄRGÅRD EKONOMISK FÖRENING,10/1/07,12/31/08,250000,0
152333,Norra Mellansverige,Resecentrum Falun - Navet i ett utveckla,FALU KOMMUN,4/1/10,12/31/10,250000,0
147983,Norra Mellansverige,Ökat byggande i Dalarna,REGION DALARNA,1/1/10,9/30/10,250000,0
119439,Norra Mellansverige,Medflyttarservice - Förstudie,FÖRETAGSRINGEN I SÖDRA HÄLSINGLAND,8/1/09,5/31/10,250000,0
70514,Norra Mellansverige,Förstudie spåranslutning Kroksviks indus,Kristinehamns kommun,1/1/09,2/28/10,250000,0
70378,Norra Mellansverige,Vind Gävleborg,Samkraft AB,1/1/09,5/31/09,250000,0
42971,Norra Mellansverige,Utvecklingen av den innovativa laborator,HÖGSKOLAN I GÄVLE,4/1/08,8/31/08,250000,0
42944,Norra Mellansverige,Förstudie avseende implementering och et,GÄVLE TECHNOLOGY PARK AKTIEBOLAG,4/1/08,10/31/08,250000,0
42883,Norra Mellansverige,Förstudie - Avancerade beslutsstöd i teo,HÖGSKOLAN I GÄVLE,8/1/08,12/31/08,250000,0
42731,Norra Mellansverige,Förstudie Tillväxt Glaskogen,STIFTELSEN GLASKOGENS NATURRESERVAT,9/1/08,10/31/09,250000,0
42110,Norra Mellansverige,Finskogsturism i Norra Mellansverige - f,SANDVIKENS KOMMUN,4/1/08,1/31/09,250000,0
40484,Norra Mellansverige,En ny säkerhets- och miljömässig trafikl,SANDVIKENS KOMMUN,1/1/08,6/30/08,250000,0
40300,Norra Mellansverige,Förstudie ArkitekturPark Vansbro,NÄRINGSLIVSSAMVERKAN I VANSBRO,4/1/08,4/1/09,250000,0
40256,Norra Mellansverige,Förstudie: Design som drivkraft för regi,Stiftelsen Svensk Industridesign,12/1/07,10/30/08,250000,0
39778,Norra Mellansverige,"Förstudie: ""Destinationsutveckling - Bes",TORSBY KOMMUN,10/1/07,3/31/09,250000,0
118023,Skåne-Blekinge,MSC Maritimt Säkerhetscentrum - förstudi,BLEKINGE TEKNISKA HÖGSKOLA,3/1/09,11/30/09,250000,0
42940,Skåne-Blekinge,GIS i E-slöv,ESLÖVS KOMMUN,8/1/08,3/31/09,250000,0
40549,Skåne-Blekinge,Affärsutveckling för ökad biobränslebase,Lantbrukarnas Ekonomi AB,10/1/08,12/31/10,250000,0
40514,Skåne-Blekinge,Herbert Felixinstitutets innovationscent,Herbert Felixinstitutet,1/1/08,12/30/08,250000,0
118336,Stockholm,Hästkluster Mälarregionen,Lantbrukarnas Ekonomi AB,2/1/09,10/30/09,250000,0
153258,Östra Mellansverige,U 2020 - Förstudie Regional forsknings-,MÄLARDALENS HÖGSKOLA,4/15/10,10/15/10,250000,0
153257,Östra Mellansverige,Utnyttjande av Forsmarks spillvärmevatte,LÄNSSTYRELSEN I UPPSALA LÄN,6/16/10,12/16/10,250000,0
151172,Östra Mellansverige,Grön IT-lots för hållbar regional utveck,Santa Anna IT Research Institute AB,4/15/10,10/15/10,250000,0
151155,Östra Mellansverige,Innovationsutveckling i grupper,Nyföretagarcentrum Östra Sörmland,5/1/10,10/31/10,250000,0
151124,Östra Mellansverige,Förstudie - uppbyggnad av Västerås Scien,Västerås Science Park,1/11/10,6/10/10,250000,0
151123,Östra Mellansverige,Kompetens för Tillväxt,ÖSTSVENSKA HANDELSKAMMARENS SERVICE AKTI,5/1/10,11/1/10,250000,0
151110,Östra Mellansverige,International Logistics Center Networks,Regionförbundet Örebro län,1/12/10,7/9/10,250000,0
151072,Östra Mellansverige,Nya metoder för att återställa deponier,Triple Steelix/Jernkontoret,3/1/10,8/31/10,250000,0
148941,Östra Mellansverige,Trade Region Uppsala Europe (TRUE),Regionförbundet Uppsala län,1/1/10,6/30/10,250000,0
147097,Östra Mellansverige,Förstudie - Utveckling av regionala omst,REGIONFÖRBUNDET ÖSTSAM,9/1/09,2/28/10,250000,0
145230,Östra Mellansverige,Förstudie Kvarteret Bryggeriet,NORA KOMMUN,9/15/09,3/15/10,250000,0
152216,Övre Norrland,Trafikmedicinsk testverksamhet,Eurrac AB,8/1/10,10/31/10,250000,0
152205,Övre Norrland,Creative Business on the Edge,Haparanda kommun,9/1/10,2/28/11,250000,0
149368,Övre Norrland,Förstudie: Solander Innovation Society,INSAMLINGSSTIFT FÖR SAMHÄLLSUTVECKLING I,11/15/09,5/15/10,250000,0
148444,Övre Norrland,Förstudie - Spacecampus Kiruna,Progressum i Kiruna AB,3/1/10,10/31/10,250000,0
40403,Norra Mellansverige,Förstudie för pendeltågstrafik i Dalarna,REGION DALARNA,3/1/08,11/25/08,255400,0
118013,Skåne-Blekinge,Sydsvensk entreprenörskapsfond II,Sydsvensk Entreprenörfond AB,4/1/09,12/31/14,27000000,0
152737,Övre Norrland,Etablering av omlastningsterminal NLC La,STORUMANS KOMMUN,6/18/10,3/31/12,27500000,0
39735,Mellersta Norrland,Försöksverksamhet etanoltillverkning och,NBE Sweden AB,7/1/07,12/31/10,27850000,0
148479,Skåne-Blekinge,Hållbar stadsomvandling Malmö - Fokus Ro,Malmö stad,4/1/10,3/31/13,28000000,0
39740,Övre Norrland,Centrum för medicinsk teknik och fysik -,Umeå Universitet,1/1/08,12/31/10,28209000,0
148208,Mellersta Norrland,Informationsteknisk infrastruktur för nä,ServaNet AB,9/3/09,6/30/12,28570000,0
151138,Västsverige,Stadsutveckling i Nordost - förstudie,Göteborgs kommun,2/1/10,7/2/10,283000,0
43040,Skåne-Blekinge,Utveckling av innovationsmiljön Medeon (,Medeon AB,5/1/08,11/15/08,284424,0
151146,Norra Mellansverige,Innovativa huset - En innovativ forsknin,HÖGSKOLAN I GÄVLE,2/1/10,8/31/10,289359,0
70464,Västsverige,Förstudie: Halländsk modell för invester,Region Halland,1/1/09,12/31/09,291764,0
148009,Norra Mellansverige,Uppgradering av traditionellt byggsystem,FÖRENINGEN SVENSKA TIMMERHUS,1/1/10,6/30/11,295000,0
117973,Norra Mellansverige,Förstudie Bergslagspendelns som motor fö,Falun Borlänge Regionen AB,2/1/09,11/30/09,295650,0
39802,Mellersta Norrland,Nationellt teknikcentrum med fordonsinri,VTC Service AB,1/1/08,12/31/10,3000000,0
39698,Mellersta Norrland,Midscand,Handelskammaren Mittsverige,1/1/08,12/31/10,3000000,0
40427,Norra Mellansverige,Främby Hallar - Teknik- och utvecklingsc,FALU KOMMUN,11/1/07,12/31/09,3000000,0
40295,Norra Mellansverige,WäXS,Triple Steelix/Jernkontoret,1/1/08,12/31/09,3000000,0
39657,Norra Mellansverige,Bredband i Ljusdals kommun 2007,Ljusdals Kommun,1/1/07,12/31/09,3000000,0
40326,Östra Mellansverige,Stöd till investeringar i företag i Väst,LÄNSSTYRELSEN I VÄSTMANLANDS LÄN,1/1/07,1/31/09,3000000,0
148270,Övre Norrland,InfoTech Umeå_PLUS,UMINOVA INNOVATION AB,1/1/10,12/31/11,3000000,0
39857,Västsverige,Kommunikationsarena för miljöteknik och,Region Halland,4/1/07,5/31/10,3011200,0
43195,Övre Norrland,Insatser för ett Energieffektivt och Sta,NORRBOTTENS ENERGIKONTOR AB,1/1/09,8/31/11,3011375,0
39804,Mellersta Norrland,Norrlandskustens bästa gästhamn för frit,Härnösands kommun,3/1/08,12/31/09,3025000,0
118071,Västsverige,Etablering och utveckling av Alexanderso,Varberg kommun,9/1/09,8/31/12,3033332,0
43166,Övre Norrland,Utvecklingscentrum för värmebehandling,Luleå tekniska universitet,7/1/08,6/30/11,3059000,0
68303,Övre Norrland,Välkommen till Piteå,Piteå presenterar ekonomisk förening,1/1/08,12/1/08,3059461,0
68967,Mellersta Norrland,Turismutveckling i Västernorrland,Länsstyrelsen Västernorrland,7/2/08,12/31/10,3060000,0
43895,Övre Norrland,200 år av fred - Kreativa näringar i Övr,Umeå kommun,11/1/08,10/15/11,3063397,0
41719,Övre Norrland,Egenanställning - förenklat entreprenörs,Coompanion Västerbottens län,11/1/07,10/31/10,3072500,0
70411,Norra Mellansverige,Invest In Dalarna Agency,ALMI FÖRETAGSPARTNER DALARNA AKTIEBOLAG,1/1/09,12/31/10,3074592,0
151079,Östra Mellansverige,Permanent design/utvecklingskontor i Nor,TILLVÄXTGRUPPEN I NORRA VÄSTMANLAND EK F,4/1/10,3/31/13,3088534,0
147706,Västsverige,WeShare2012 - Demonstrationer som plattf,HÖGSKOLAN I SKÖVDE,1/1/10,12/31/12,3095128,0
68262,Mellersta Norrland,Kombiterminal Brunflo,ÖSTERSUNDS KOMMUN,8/1/08,6/30/10,3100000,0
147996,Norra Mellansverige,"Destination Dalarna, Fas II",REGION DALARNA,1/1/10,12/31/11,3100000,0
148022,Norra Mellansverige,BIMS Tåg i Bergslagen,TÅG I BERGSLAGEN AB,9/1/09,8/31/12,3122350,0
69894,Skåne-Blekinge,TILLHÅLL - Tillgänglighet för ett livskr,REGION SKÅNE,1/1/09,12/31/11,3132500,0
150695,Övre Norrland,ESTOR - Egenskapsstyrd trätorkning,Luleå tekniska universitet,1/1/10,12/31/12,3136000,0
147293,Norra Mellansverige,Partnerskap Bergslagsbanan,Falun Borlänge Regionen AB,1/1/10,12/31/12,3143000,0
151632,Mellersta Norrland,Internationellt centrum för kulturarvspe,Jamtli,2/1/10,1/31/13,3150000,0
70162,Norra Mellansverige,W7 Dalarna Entreprenörsskap - Likabehand,ÄLVDALENS KOMMUN,1/1/09,12/31/11,3150000,0
147719,Västsverige,Etablering av Energi- & Miljötekniskt ce,INNOVATUM AB,9/1/09,12/31/11,3179600,0
147733,Västsverige,"Bra, bättre, bäst - Nyföretagarrådgivnin",Region Halland,1/1/10,12/31/12,3192218,0
70716,Mellersta Norrland,Brobyggande stödstrukturer,Mittuniversitetet,1/1/09,12/31/11,3200000,0
70597,Mellersta Norrland,Centrum för digital informationsförvaltn,Mittuniversitetet,1/1/09,12/31/11,3209608,0
41300,Övre Norrland,Gateway Nord,Regionförbundet Västerbottens län,7/1/07,12/31/10,3231920,0
70661,Mellersta Norrland,GAALTIJE - motor i den samiska turismutv,Stiftelsen Gaaltije,10/1/08,6/30/11,3234650,0
40410,Östra Mellansverige,Inkubatorverksamhet i små kommuner,Framtid Valdemarsvik,4/1/08,3/31/11,3247188,0
40420,Norra Mellansverige,Innovationer i Vården,ALMI FÖRETAGSPARTNER VÄRMLAND AKTIEBOLAG,11/1/07,10/31/10,3252000,0
118106,Östra Mellansverige,Maskinprojektet - att skapa framtid,TEATERMASKINEN EK. FÖR.,1/9/09,12/31/11,3257692,0
148039,Norra Mellansverige,Interactive TV Arena - Steg 3 - fortsätt,INTERACTIVE TV ARENA I GÄVLE KOMMANDITBO,11/1/09,12/31/10,3263000,0
70727,Mellersta Norrland,Safety and Rescue Region - SRR,Länsstyrelsen Västernorrland,12/1/08,3/31/11,3270000,0
151091,Norra Mellansverige,B3T Tid tillsammans,HÄLSINGLAND TURISM EKONOMISK FÖRENING,1/1/10,6/30/11,3300000,0
70187,Västsverige,Företagsstöd i Västra Götaland 2009,Västra Götalandsregionen,1/1/09,12/31/11,3300000,0
151143,Västsverige,IHA - Invest in Halland Agency,Region Halland,5/1/10,4/30/13,3340191,0
43032,Skåne-Blekinge,NetPort.Experience (NP:XP),NetPort Karlshamn AB,4/1/08,9/30/10,3358272,0
145282,Skåne-Blekinge,Rampen SkåneNordost,KRINOVA AKTIEBOLAG,7/1/09,6/30/12,3361000,0
147208,Mellersta Norrland,Investeringar för tillväxt i turismnärin,Bergs kommun,7/1/09,3/30/10,3361343,0
39754,Övre Norrland,Kompetenscentrum för geografisk informat,Lycksele kommun,7/1/07,6/30/10,3363292,0
67818,Mellersta Norrland,Offentlig och privat samverkan för expor,Jämtlands läns landsting,3/11/08,5/31/11,3400000,0
40292,Norra Mellansverige,SLIM-Systemledning för innovativa miljöe,REGION VÄRMLAND-KOMMUNALFÖRBUND,10/1/07,12/31/08,3406026,0
151615,Mellersta Norrland,Timrå resecentrum,Timrå kommun,2/1/10,1/31/13,3437222,0
151622,Mellersta Norrland,Kramfors Resecentrum Steg 2,Kramfors kommun,1/27/10,9/30/10,3442500,0
41799,Övre Norrland,Wood You?,INDUSTRIELLT UTVECKL.CENTRUM TRÄ I V-BOT,1/1/08,12/31/10,3450000,0
41976,Övre Norrland,Innovationer i Norr - för kvinnliga idéb,Almi Företagspartner Nord AB,11/1/07,10/31/10,3453750,0
39880,Västsverige,Designfabriken,RÖRSTRANDS KULTURFORUM AB,1/1/08,2/1/10,3462000,0
152131,Övre Norrland,Godsterminal i Älvsbyn,ÄLVSBYNS KOMMUN,8/1/10,7/31/13,3477166,0
40389,Östra Mellansverige,Mikrofinansinstitut för ökad sysselsättn,Nätverk för Entreprenörer från Etniska M,1/1/08,12/31/10,3478886,0
67815,Mellersta Norrland,Skogen som resurs i hållbar samhällsutve,Mittuniversitetet,1/1/08,6/30/11,3480770,0
40416,Västsverige,LISA - Lab Incubator Sahlgrenska Science,SAHLGRENSKA SCIENCE PARK AB,1/1/08,12/31/10,3487626,0
40169,Mellersta Norrland,Utställningsbolaget,Örnsköldsviks kommun,9/1/07,12/31/09,3500000,0
40266,Norra Mellansverige,Jämställd hållbar tillväxt - från ord ti,KARLSTADS UNIVERSITET,4/1/08,12/31/09,3500000,0
40327,Östra Mellansverige,Stöd till investeringar i företag i Väst,LÄNSSTYRELSEN I VÄSTMANLANDS LÄN,1/1/08,12/31/08,3500000,0
119592,Mellersta Norrland,Kreativ turismutveckling i Ragundadalen,Ragunda kommun,2/27/09,2/26/12,3505000,0
117937,Småland och Öarna,Vizualisation Center,Eksjö kommun,7/1/09,6/30/12,3505080,0
119508,Norra Mellansverige,"IRU, IHT som Innovativ miljö fö rRegiona","IHT, INSTITUTET FÖR HUMAN TEKNOLOGI",1/1/10,12/31/10,3513000,0
147441,Mellersta Norrland,Klimatanpassa Sundsvall,Sundsvalls kommun,6/16/09,7/16/11,3529333,0
41179,Övre Norrland,Arctic Steel Circle,A S C - ARCTIC STEEL CIRCLE EKONOMISK FÖ,1/1/08,12/31/10,3578250,0
39589,Övre Norrland,Idéum - FocusERA,EXPANDUM AKTIEBOLAG,1/1/08,12/31/10,3600000,0
151220,Skåne-Blekinge,Ronneby Lärcenter,RONNEBY KOMMUN,1/11/10,12/11/12,3622000,0
148303,Mellersta Norrland,Livet på landet - projektet för ökad inf,Strömsunds kommun,1/1/10,12/31/12,3627500,0
148419,Småland och Öarna,Design Region Småland,Stiftelsen Svensk Industridesign,1/1/10,12/31/12,3632517,0
147975,Norra Mellansverige,Flytta till Dalarna - fas 2,REGION DALARNA,1/1/10,6/30/12,3635437,0
40176,Mellersta Norrland,Förnybar Energi i Västernorrland och Jäm,Lantbrukarnas Ekonomi AB,1/1/08,12/31/10,3667262,0
39647,Norra Mellansverige,The Packaging Print Park,Sunne kommun,6/1/07,12/31/08,3672820,0
151095,Norra Mellansverige,Forsknings & Utvecklingscenter för Livsm,Hälsingelivs,1/10/10,12/31/12,3675000,0
119445,Norra Mellansverige,Gävle-Dala utvecklingsstråk,FALU KOMMUN,3/1/09,7/1/11,3690000,0
40306,Norra Mellansverige,Stärkt konkurrenskraft för Stål- och ver,Kristinehamns kommun,1/1/08,12/31/08,3695700,0
43311,Övre Norrland,Industriellt Centrum för datorstödd utve,SVENSK VERKTYGSTEKNIK AB,6/1/08,12/31/12,3700000,0
151634,Mellersta Norrland,Referensmiljöer för framtidens produkter,Jämtlands läns landsting,7/1/10,6/30/13,3721121,0
39655,Norra Mellansverige,IT Rådgivarna Norra Mellansverige,HUDIKSVALLS NÄRINGSLIVS AKTIEBOLAG,7/1/07,6/30/10,3750000,0
27502,Övre Norrland,Tärnaby Hemavan - världskänd fjälldestin,Hemavan Tärnaby Pr-Förening,2/1/08,1/31/11,3750000,0
140427,Småland och Öarna,IO - Innovationssystemet i Oskarshamnsre,Atrinova Affärsutveckling AB,7/1/09,6/30/12,3757076,0
43347,Övre Norrland,Mötesplats Upplevelseindustrin i Piteå,Piteå kommun,4/1/08,3/31/10,3767144,0
39618,Östra Mellansverige,Teknik- och marknadsutveckling i SME-för,Länsstyrelsen i Örebro län,10/1/07,12/31/09,3769231,0
43228,Övre Norrland,Digital Djurpark,Umeå Universitet,10/1/08,9/30/11,3782066,0
150666,Övre Norrland,Centrum för medicinsk teknik och fysik -,Umeå Universitet,1/1/10,12/31/12,3794984,0
43900,Övre Norrland,Gold of Lapland,Gold of Lappland Ekonomisk Förening,1/1/08,12/31/10,3800000,0
40386,Norra Mellansverige,Mötesplats Världen,HANDELSKAMMAREN VÄRMLAND SERVICE AB,1/1/08,12/31/10,3810000,0
151141,Västsverige,MedTechWest - En ny innovativ miljö för,Chalmers Tekniska Högskola AB,2/10/10,12/31/12,3810000,0
42859,Norra Mellansverige,"Stenegård LLL-Lekande, Läkande, Lärande",Ljusdals Kommun,4/1/08,12/31/10,3820000,0
41660,Övre Norrland,Entréprenörskap och Företagande,Piteå kommun,1/1/08,12/31/10,3837100,0
40380,Västsverige,MARE NOVUM - centrum för marin innovatio,GÖTEBORGS UNIVERSITET,1/1/08,12/31/10,3843600,0
67822,Mellersta Norrland,Packaging Mid Sweden,Åkroken Science Park AB,9/1/08,8/31/11,3845000,0
41189,Övre Norrland,design LABland,IUC Norrbotten AB,11/1/07,10/31/10,3877500,0
150692,Småland och Öarna,Trästad 2012,Länsstyrelsen Västerbotten,1/1/10,12/31/12,3898000,0
147800,Norra Mellansverige,"Barmarksprojektet, Sälen",FÖRENINGEN TURISMINTRESSENTER I SÄLEN,9/1/09,8/31/12,3900000,0
152555,Övre Norrland,Skellefteå Convention Bureau,Destination Skellefteå,9/1/10,8/31/13,3900000,0
151160,Skåne-Blekinge,Framtidens lärande,REGION SKÅNE,7/1/10,6/30/13,3928887,0
117291,Mellersta Norrland,"Paper Four, papperet som kommunicerar me",Mittuniversitetet,1/1/09,12/31/11,3934261,0
39746,Övre Norrland,Next Step,Robertsfors kommun,1/1/08,12/31/10,3939450,0
70439,Småland och Öarna,Processledning för utveckling av tränind,STIFTELSEN TRÄCENTRUM NÄSSJÖ,1/1/09,11/30/11,3942366,0
119462,Norra Mellansverige,Öppna Dörrar,LÄNSSTYRELSEN I GÄVLEBORGS LÄN Landsbyg,7/1/09,6/30/12,3946030,0
147915,Övre Norrland,Företagsjouren i Övre norrland,FR SERVICE I AC-LÄN AKTIEBOLAG,1/1/10,2/28/12,3947325,0
39709,Norra Mellansverige,INVA Investera i Värmland,HANDELSKAMMAREN VÄRMLAND SERVICE AB,1/1/07,12/31/09,3968500,0
147849,Övre Norrland,Expansion i främmande valutor,INDUSTRIELLT UTVECKL.CENTRUM TRÄ I V-BOT,1/1/10,12/31/12,3988000,0
152396,Norra Mellansverige,Fiber Kilafors,"BOLLNÄS KOMMUN, Torsbergsgymnasiet",7/1/10,6/30/11,300000,0
70574,Norra Mellansverige,Förstudie angående etableringen av ett r,SÖDERHAMNS KOMMUN,1/1/09,6/30/09,300000,0
140470,Småland och Öarna,Varumärket Glasriket,NYBRO KOMMUN,7/1/09,6/30/10,304000,0
41952,Övre Norrland,"Säkerhet - Nordic Safety and Security, N",Luleå tekniska universitet,8/1/08,7/31/11,31000000,0
147110,Stockholm,Hovsjöhus,Telge Hovsjö AB,1/1/10,12/31/12,32562640,0
152503,Övre Norrland,Muddring av farled till Karlsborgs Hamn,Kalix kommun,8/1/10,7/31/13,32988000,0
146676,Småland och Öarna,Förstudie FoU-plattform CIL,CENTRUM FÖR INFORMATIONSLOGISTIK I LJUNG,8/1/09,1/31/10,321780,0
151661,Mellersta Norrland,Förstudie - Utvecklingsplan för Östersun,ÖSTERSUNDS KOMMUN,3/1/10,4/30/11,325000,0
42938,Skåne-Blekinge,Landskrona Inkubator ( Link- Arbetsnamn),INVEST IN LANDSKRONA AB RESURSCENTRUM FÖ,3/27/08,9/29/09,325000,0
70575,Norra Mellansverige,Botniska korridoren - en europeisk trans,Norrtåg AB,1/1/09,9/30/11,333000,0
148363,Skåne-Blekinge,Utveckling av landanslutningar till Åhus,Åhus Hamn och Stuveri AB,1/1/10,10/1/10,334000,0
42980,Skåne-Blekinge,Näringslivssamverkan i gränslandet Skåne,Olofströms Näringsliv AB,8/1/08,4/30/09,334804,0
140424,Småland och Öarna,Pågatåg Nordost - södra Småland,REGIONFÖRBUNDET SÖDRA SMÅLAND,7/1/09,6/30/12,34460240,0
42967,Skåne-Blekinge,Utveckling av nya och befintliga företag,Karlskrona Kommun,8/1/08,1/31/09,346900,0
119431,Norra Mellansverige,Elektrifiering Bandel 364 Kristinehamn-N,BANVERKET,1/1/10,12/31/12,35242162,0
118002,Västsverige,My Mission (2009),Brewhouse Innovation AB,1/1/09,12/31/09,350000,0
41955,Övre Norrland,Förstudie Behov och kostnader för muddri,Luleå kommun,3/1/09,12/31/09,350000,0
69881,Skåne-Blekinge,Förstudie Innovations & utbildningscentr,Drömmarnas hus,9/12/08,12/31/09,355844,0
27479,Västsverige,Förstudie: Mötes- och kompetensarena för,Region Halland,10/1/07,6/30/08,356853,0
70503,Norra Mellansverige,Gävle Hamn - Granudden Etapp 1,GÄVLE HAMN AB,1/1/09,12/31/10,36977000,0
42902,Västsverige,Utveckling av kapitalförsörjning inom So,KREDITGARANTIFÖRENINGEN SOCIAL EKONOMI V,6/30/08,6/30/09,360000,0
40338,Småland och Öarna,Baltic Connection Ventspils-Oskarshamn,OSKARSHAMNS KOMMUN,1/1/08,12/31/08,360600,0
42094,Mellersta Norrland,Den digitala resebyrån,Bergs kommun,4/1/08,12/31/09,364530,0
40430,Norra Mellansverige,NIKEL-projektet Nätverkande som metod oc,REGION SILJAN,3/1/08,12/31/09,365920,0
40472,Småland och Öarna,Förstudie avseende utveckling av Kalmar,Kalmar Airport AB,5/1/08,9/30/08,369946,0
70462,Västsverige,"ALMI Invest Västsverige, V:a Götalands-",ALMI Invest Västsverige AB,1/1/09,12/31/14,38571000,0
68183,Mellersta Norrland,Näringslivsutveckling med framtidens bre,JÄMTKRAFT ELNÄT AB,3/29/08,3/28/11,38902125,0
42887,Småland och Öarna,Alvesta Godsterminal - förstudie,ALVESTA KOMMUN,4/1/08,12/31/08,383775,0
40264,Norra Mellansverige,Professur inom konsumentdriven förpackni,KARLSTADS UNIVERSITET,1/1/08,12/31/09,4000000,0
39831,Småland och Öarna,Forum Östersjön,HELIGHOLM UTVECKLING AB,9/28/07,9/30/09,4000000,0
147713,Västsverige,Sweden Cleantech Incubators - uppstart o,Innovationsbron AB,1/1/10,12/31/12,4000000,0
151045,Östra Mellansverige,Företagsstöd i Örebro län 2010-2011,Länsstyrelsen i Örebro län,1/1/10,12/31/11,4000000,0
67928,Övre Norrland,Industriell byggprocessutveckling,Masonite Beams AB,1/1/08,10/31/10,4000000,0
44024,Övre Norrland,Systemutveckling av skogsteknik och skog,Vindelns kommun,6/1/09,12/31/11,4000000,0
43305,Övre Norrland,Byggsynkronisering med stöd av ett mobil,Luleå tekniska universitet,8/1/08,5/31/11,4000000,0
42965,Skåne-Blekinge,"Expandera!"" - En plattform för integreri",Stiftelsen Svensk Industridesign,3/28/08,6/30/11,4017000,0
39646,Norra Mellansverige,Attityd 2010 - Do it yourself,COMMUNICARE,1/1/08,12/31/10,4026000,0
43163,Övre Norrland,"ARRAGAMM, Arrangemang på Gammplatsen i L",Lycksele kommun,4/1/09,3/31/12,4057568,0
68118,Övre Norrland,De nordliga kulturtraditionerna - en til,Västerbottens Museum AB,5/1/08,4/30/11,4092631,0
42044,Mellersta Norrland,Säkra vägar i ett nytt klimat,Skogsstyrelsen,6/1/08,5/30/11,4097950,0
40179,Mellersta Norrland,ullFORuM,Jämtlands läns landsting,1/1/08,12/31/10,4100000,0
117967,Skåne-Blekinge,Centrum för Livsmedelsutveckling i Karls,KARLSHAMNS KOMMUN,4/1/09,3/31/12,4100000,0
151098,Norra Mellansverige,finnskogarna.com,LUDVIKA KOMMUN,5/1/10,12/31/12,4123276,0
41914,Mellersta Norrland,Björntanden - Infrastruktur och Logistik,LÄNSTRAFIKEN I JÄMTLANDS LÄN AKTIEBOLAG,1/8/08,3/31/09,4150000,0
40442,Norra Mellansverige,"Matresursen"" - ett regionalt resurscentr",HS KONSULT AB,4/1/08,3/31/11,4162000,0
41684,Övre Norrland,URTurism,Vindelns kommun,1/1/08,12/31/10,4176621,0
39711,Mellersta Norrland,Framtid Ånge - Etablering & Inflyttning,Ånge kommun,10/1/07,3/31/11,4200000,0
117320,Mellersta Norrland,Utredning för ökad tillgänglighet till V,Vägverket,12/1/08,10/31/10,4225000,0
41881,Övre Norrland,Testplattform för bevarande av digitalt,Luleå tekniska universitet,1/1/08,6/30/11,4234190,0
117989,Skåne-Blekinge,TILLHÅLL - Tillgänglighet för ett livskr,REGION SKÅNE,7/1/09,12/31/11,4240707,0
68152,Mellersta Norrland,Affärsnytta med IT,MID-NORDIC BUSINESS ARENA,8/1/08,7/31/11,4247375,0
27501,Övre Norrland,Norrbotniabanan - Förankring 2008-2010,Piteå kommun,1/1/08,12/31/10,4282500,0
40371,Västsverige,Marintekniskt Forum,Svenskt Marintekniskt Forum,1/1/08,12/31/10,4300000,0
27457,Norra Mellansverige,Dalabanan,INTRESSEFÖRENINGEN DALABANANS INTRESSENT,10/1/07,2/28/11,4304000,0
39799,Mellersta Norrland,TIC (TeknikInformationsCentrum),Mittuniversitetet,9/1/07,1/31/11,4320319,0
40476,Norra Mellansverige,3M (mäklare - motor - mötesplats) Innova,HÄLSINGEUTBILDNING EKONOMISK FÖRENING,4/1/08,4/30/10,4375000,0
43046,Skåne-Blekinge,ICT Blekinge - BICT 1,Karlskrona Kommun,4/1/08,2/28/11,4400000,0
