datum_objave_potrditve,op,naziv,status,vir,posrednisko_telo_razpisovalec_organ_upravljanja,razpisana_potrjena_vrednost,naziv_upravicenca,naziv_operacije,regija,leto_dodelitve_sredstev,visina_dodeljenih_sredstev,visina_izplacanih_sredstev,opomba
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"Vigrad trgovina, posredovanje, proizvodnja d.o.o. Celje",Raziskava inovativnih postopkov in tehnologij za ločevanje odpadne embalaže od vsebine izdelka,savinjska,2010,65.562 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"MAGNETI LJUBLJANA Podjetje za proizvodnjo magnetnih materialov, d.d.",Magneti nove generacije - visoko-temperaturni NdFeB magneti,osrednjeslovenska,2010,64.957 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"Polycom, predelava plastičnih mas in orodjarstvo Škofja Loka d.o.o.",Razvoj inovativnega ohišja za pedelni sklop,gorenjska,2010,61.895 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"Železnikar Control, svetovanje, tehnično vodenje in varstveni nadzor d.o.o.",Informacijski sistem za vodenje športnih aktivnosti,osrednjeslovenska,2010,53.921 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"ADAR, svetovanje in inženiring d.o.o.",Razvoj inovativnih montažnih pametnih zgradb - DODY,osrednjeslovenska,2010,50.327 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"CGS plus, inovativne informacijske in okoljske tehnologije, d.o.o.",Napoved na cestnih odsekih,osrednjeslovenska,2010,48.940 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"HIDRAVLIKA IN MEHANIKA RAF, d.o.o.",Raziskava in razvoj modularnega orodja za delovne stroje,osrednjeslovenska,2009,47.895 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"NOVIKLIK, informacijske tehnologije, d.o.o.",Uporaba solarnih fotovoltaičnih sistemov pri sanaciji kamnolomov,osrednjeslovenska,2009,47.237 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"EFOS informacijske rešitve, d.o.o.",Podpora elektronski identifikaciji prašičev,obalno-kraška,2009,45.737 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"ELEKTRINA, družba za razvoj elektronike d.o.o.",Razvoj elektronskega krmiljenja elektromehanske igralne naprave BINGO II,osrednjeslovenska,2010,43.208 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"STRIP'S Elektrotehnika - elektronika, d.o.o.",Modul RF - ID,zasavska,2009,42.111 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"LOTRIČ laboratorij za meroslovje, d.o.o.",Preskus varnostnega ventila pod tlačno in toplotno obremenitvijo,gorenjska,2009,38.962 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,BIA podjetje za laboratorijsko in procesno opremo d.o.o. Ljubljana,Laboratorijski informacijski sistemi - BIA LIMS,osrednjeslovenska,2010,36.463 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"PALSIT, informacijske tehnologije, trgovina in zastopstva, d.o.o.",Orodje za BIA,goriška,2009,34.601 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"Inštitut za fizikalno biologijo, d.o.o.",Večstopenjski nanobioreaktor,osrednjeslovenska,2009,34.582 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"KOVA družba za izvajanje kompletnega varstva pri delu, d.o.o.",Metoda ocena tveganj,savinjska,2009,33.646 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"I.M. INŽENIRING podjetje za procesno krmiljenje in avtomatizacijo proizvodnje, d.o.o.","Razvoj novega produkta - sistem paralelnega, sinhronega vodenja in regulacije kalilnih peči, s hkratnim upravljanjem električne konice in optimalnim energetskim managementom proizvodnje",koroška,2009,25.822 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,"Carpe diem, d.o.o., kreativni inženiring, Kranj",Vtičnik (plug-in) za izkustveno e-učenje VIEU,gorenjska,2010,23.460 €,,
30.4.2009,RČV,Javni razpis za sofinanciranje stroškov projektnih interdisciplinarnih skupin ,JR,Ur.l.RS št. 33/2009,Javna agencija RS za podjetništvo in tuje investicije ,,Inštitut za fizikalno biologijo d.o.o.,Inovacije na področju molekularne mikrobiologije,osrednjeslovenska,2010,12.947 €,,
30.4.2009,RČV,"Javni razpis za sofinanciranje programov usposabljanja strokovnih delavcev v športu v letih 2009, 2010 in 2011",JR,Ur.l.RS št. 33/2009,MŠŠ,2.738.765 €,"OKS-Olimp, trženje in poslovne dejavnosti v športu d.o.o.","Sofinanciranje programov usposabljanja strokovnih delavcev v športu v letih 2009, 2010 in 2011",,2009,2.738.765 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Zavod PIP, Maribor",Razvijanje aktivnega državljanstva,Podravska,2009,794.488 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Mladinski center Dravinjske doline, Žička cesta 4a, 3210 Slovenske Konjice",Medkulturni dialog in razumevanje drugih kultur,savinjska,2009,522.392 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"IRDO – inštitut za razvoj družbene odgovornosti, Preradovičeva 26, 2000 Maribor",Razvoj modelov neformalnega in formalnega izobraževanja za mladinskega delavca za vključevanje v programe organizacij,Podravska,2009,500.000 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Evropski kulturni in tehnološki center Maribor, Streliška 150, 2000 Maribor",Razvoj raziskovalne kulture mladih,Podravska,2009,443.072 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Mladinski svet Slovenije, Erjavčeva 4, 1000 Ljubljana",Senzibiliziranje javnosti za teme mladih,osrednjeslovenska,2009,441.384 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Mladinski ceh, Rakovniška 5, 1000 Ljubljana",Razvijanje socialnega kapitala mladih,osrednjeslovenska,2009,432.888 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Zveza tabornikov Slovenije, Parmova 33, 1000 Ljubljana",Medgeneracijsko sodelovanje,osrednjeslovenska,2009,432.888 €,,
30.4.2009,RČV,"Javni razpis za izbor projektov s področij socialnih, državljanskih in kulturnih kompetenc za obdobje 2009-2012",JR,Ur.l.RS št. 33/2009,MŠŠ,,"Mladinski svet Ajdovščina, Vipavska cesta 11, 5270 Ajdovščina",Vzpostavljanje in razvoj lokalnih mladinskih politik,goriška,2009,432.888 €,,
24.4.2009,RR,"Program za izvajanje garancijskega sklada s subvencijo obrestne mere v okviru Slovenskega podjetniškega sklada, Produkt P1b - Garancije za bančne kredite s subvencijo obrestne mere",JR,Ur.l.RS št. 32/2009,MG,17.600.000 €,Slovenski podjetniški sklad,"Program za izvajanje garancijskega sklada s subvencijo obrestne mere v okviru Slovenskega podjetniškega sklada, Produkt P1b - Garancije za bančne kredite s subvencijo obrestne mere",,2009,50.160.665 €,,Dopolnitev 23.9.2009
17.4.2009,RR,Vlaganje v turistično infrastrukturo Parka Škocjanske jame,NP, ,MG,2.500.000 €,Javni zavod Park Škocjanske jame,Vlaganje v turistično infrastrukturo Parka Škocjanske jame,,2009,2.500.000 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Grm Novo mesto –center biotehnike in turizma,Nakup tehnološke opreme in ureditev prostora za izvajanje dejavnosti medpodjetniškega izobraževalnega centra,,2009,2.500.000 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Višja strokovna šola za gostinstvo in turizem Maribor,Akademija kulinarike in turizma,,2009,2.499.897 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Tehniški šolski center Nova Gorica,MIC Goriške regije,,2009,2.499.712 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Šolski Center Velenje,Razvojno didaktični energetski poligon MIC Velenje,,2009,2.498.084 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Tehniški šolski center Kranj,MIC TŠC Kranj - Vez med šolstvom in gospodarstvom,,2009,2.419.581 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Šolski center Ptuj,S sodobno infrastrukturo do dviga izobrazbene ravni v Spodnjem Podravju –D.I.R.,,2009,2.410.236 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Šolski center Škofja Loka,MIC Škofja Loka,,2009,2.391.818 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Šolski center Novo mesto,Dograditev in tehnološka posodobitev MIC Novo mesto za izzive današnjega časa,,2009,2.150.937 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Šolski center Celje,Investicija v medpodjetniški izobraževalni center,,2009,2.104.260 €,,
10.4.2009,RR,Javni razpis za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 28/2009,MŠŠ,,Biotehniški center Naklo,MIC za odličnost živilskih izdelkov,,2009,1.869.155 €,,
8.4.2009,ROPI,Nadgradnja regionalnega centra za ravnanje z odpadki v Osrednjeslovenski regiji,NP/J,EK,MOP,143.921.874 €,"Mestna občina Ljubljana
(Občine: Brezovica, Dobrova-Polhov Gradec, Dol pri Ljubljani, Horjul, Ig, Kamnik, Komenda, Medvode, Škofljica, Velike Lašče, Vodice, Domžale, Mengeš, Trzin, Lukovica in Moravče)",Nadgradnja regionalnega centra za ravnanje z odpadki v Osrednjeslovenski regiji,,2009,117.741.076 €,,
6.4.2009,RČV,Usposabljanje na delovnem mestu 2009/2010,NP, ,MDDSZ,4.100.000 €,Zavod RS za zaposlovanje,Usposabljanje na delovnem mestu 2009/2010,,2009,4.100.000 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Slovenska filantropija,Slovenska mreža prostovoljnih organizacij,osrednjeslovenska,2009,159.999 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Slovenska zveza za tobačno kontrolo,"Vzpostavitev in razvoj podpornega okolja za informiranje, mreženje, krepitev in participacijo NVO, delujočih na področju zdravja na nacionalni in EU ravni",podravska,2009,159.962 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,"Asociacija, Društvo NVO in samostojnih ustvarjalcev na področju umetnosti in kulture",Mreženje in krepitev kapacitet NVO v kulturi,osrednjeslovenska,2009,159.929 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,"UMANOTERA, Slovenska fundacija za trajnostni razvoj",Plan B za Slovenijo - Pobuda za trajnostni razvoj,osrednjeslovenska,2009,159.800 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,"Inštitut za zasvojenosti, Eksodus-z",Podpora za civilni dialog in partnerstvo pri spoprijemu s problematiko drog,Obalno-kraška,2009,159.389 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Zveza za šport otrok in mladine Slovenije,Mreža in podpora NVO na področju športa in rekreacije,osrednjeslovenska,2009,159.280 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,SLOGA - Platforma NVO za razvojno sodelovanje,"S Slogo(m) do učinkovitega razvojnega sodelovanja - okrepitev centra za vsebinsko podporo, mreženje in razvoj NVO na področju mednarodnega razvojnega sodelovanja in humanitarne pomoči",osrednjeslovenska,2009,158.098 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Zveza joga društev Slovenije,Mreža NVO za zdrav način življenja,osrednjeslovenska,2009,157.520 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,"Zveza tabornikov Slovenije, nacionalna skavtska organizacija",EDUAKCIJA - mreža NVO za vseživljenjsko učenje,,2009,157.417 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Inštitut za politike prostora,Mreža za prostor,osrednjeslovenska,2009,153.875 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Notranjski ekološki center,Slovenska mreža za interpretacijo dediščine,notranjsko-kraška,2009,151.741 €,,
3.4.2009,RČV,Javni razpis za sofinanciranje projektov vsebinskih mrež NVO na nacionalni ravni,JR,Ur.l.RS št. 25/2009,MJU,,Zveza strojnih inženirjev Slovenije,Podporno okolje delovanja strokovnega tehničnega nevladnega sektorja,osrednjeslovenska,2009,119.405 €,,
2.4.2009,ROPI,Poljanska obvoznica Škofje Loke,NP/J,OU,MzP,43.127.305 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)",Poljanska obvoznica Škofje Loke,,2009,26.505.695 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,IMPOL d.o.o.,"Razvojnovih, namenskih aluminijastih polizdelkov za zahtevne aplikacije in napredne tehnologije njihovega ekstrudiranja",,2009,3.124.995 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,KOLEKTOR LIV Predelava plastike d.o.o.,Razvoj novega celovitega sistema modulov in gradnikov za inteligentno upravljanje vod v zgradbah.,,2009,3.124.912 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,"EPIC, d.o.o. Postojna",Multifunkcijski - kompozitni opažno podporni sistem,,2009,3.124.885 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,"ZootFly, d.o.o.",Razvoj in potrditev univerzalnosti »3D engine« pogona za optimalno uporabo skalabilne platforme,,2009,3.124.868 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,BIA Separations d.o.o.,Razvoj visokotehnološke monolitne separacijske tehnologije za potrebe izdelave bioloških zdravil,,2009,3.124.460 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,Helios Domžale d.d.,Nano funkcionalni in okolju prijazni premazi,,2009,3.124.369 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,Medicopharmacia d.o.o.,Razvoj lastne aktivne substance NAVS,,2009,3.123.814 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,THYIA d.o.o.,Tehnološke inovacije v telekomunikacijah za racionalne ekološke sisteme,,2009,3.123.598 €,,
13.3.2009,RR,Javni razpis »Neposredne spodbude za skupne razvojno-investicijske projekte – RIP 09«,JR,Ur.l.RS št. 19/2009,TIA,,"ISKRATEL, D.O.O.",GRadniki Odprtih Širokopasovnih omrežij,,2009,3.122.868 €,,
