Beneficiary,Project description,Gasto publico
"DRI GALICIA,SL",Mejorar la empleabilidad de las personas desempleadas,544.44
DREYSER SL,Mejorar la empleabilidad de las personas desempleadas,"2,219.98"
"DRESTON, SL",Mejorar la empleabilidad de las personas desempleadas,11.69
DRESSMARKER SL,Mejorar la empleabilidad de las personas desempleadas,"3,112.73"
"DRESDEN PRINT ESPANA, SA",Mejorar la empleabilidad de las personas desempleadas,"2,962.14"
DRESAPLAST S.L.L.,Mejorar la empleabilidad de las personas desempleadas,333.34
"DRES. DUCH-LEIRA ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,"2,077.41"
DRES VIER SL,Mejorar la empleabilidad de las personas desempleadas,"2,405.78"
DRENATI SL,Mejorar la empleabilidad de las personas desempleadas,"1,345.71"
"DREISSIG LINX INFORMATION TECHNOLOGIES, SL",Mejorar la empleabilidad de las personas desempleadas,"1,133.28"
"DRECONET, SL",Mejorar la empleabilidad de las personas desempleadas,725.00
DREAMSOFT INFORMATICA Y FORMACION SL,Mejorar la empleabilidad de las personas desempleadas,"1,813.23"
"DREAMS, COMERN EXTERIOR SL",Mejorar la empleabilidad de las personas desempleadas,488.68
DREAMS GESTION INMOBILIARIA SL,Mejorar la empleabilidad de las personas desempleadas,"1,104.93"
DREAMS DESIGN & DEVELOPMENT SLL,Mejorar la empleabilidad de las personas desempleadas,744.48
"DREAMS CLIMA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,141.32"
DREAMS BOULEVARD SL,Mejorar la empleabilidad de las personas desempleadas,90.83
DREAMLAMB SL,Mejorar la empleabilidad de las personas desempleadas,"1,088.41"
DREAMERS NETWORKS SL,Mejorar la empleabilidad de las personas desempleadas,328.16
DREAM TEAM EXECUTIVE SEARCH SL,Mejorar la empleabilidad de las personas desempleadas,"1,043.54"
"DREAM SPAINTEL, S.L.",Mejorar la empleabilidad de las personas desempleadas,226.64
DREAM SHOP SL,Mejorar la empleabilidad de las personas desempleadas,399.90
DREAM PROJECTS MEDITERRANEO SL,Mejorar la empleabilidad de las personas desempleadas,819.96
"DREAM HOME OKEY, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,122.77
"DREAM GLASS, S.L.",Mejorar la empleabilidad de las personas desempleadas,844.42
DREAM GARDENS SL,Mejorar la empleabilidad de las personas desempleadas,76.59
DREAM GAMES IMPORT SL,Mejorar la empleabilidad de las personas desempleadas,734.67
"DREAM FIL H.Q., S.L.",Mejorar la empleabilidad de las personas desempleadas,559.94
DREAM FACTORY SCOOP,Mejorar la empleabilidad de las personas desempleadas,391.93
DREAM BOX ANIMATICA SL,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
"DREAM AND LOVE FOR YOU, SL",Mejorar la empleabilidad de las personas desempleadas,714.88
DREACHA SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"3,241.14"
DRD S.L.L.,Mejorar la empleabilidad de las personas desempleadas,339.86
DRAWING COMPUTER TEAM SL,Mejorar la empleabilidad de las personas desempleadas,24.42
DRAULIC FREN SL,Mejorar la empleabilidad de las personas desempleadas,"2,533.46"
DRAU SA,Mejorar la empleabilidad de las personas desempleadas,"2,114.01"
"DRATER PROMOCIONES,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,009.28"
"DRASSANES MARESME, SA",Mejorar la empleabilidad de las personas desempleadas,"1,356.61"
DRASSANES I DISENY SA,Mejorar la empleabilidad de las personas desempleadas,580.00
"DRASSANES D ARENYS, SA",Mejorar la empleabilidad de las personas desempleadas,"14,047.83"
"DRASSANES BENICARLO, SL",Mejorar la empleabilidad de las personas desempleadas,584.35
DRASANVI SL,Mejorar la empleabilidad de las personas desempleadas,774.16
"DRAQUE MULTIMEDIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,157.91"
DRAPAIRES D EMAUS S.COOP C.L.,Mejorar la empleabilidad de las personas desempleadas,"3,900.00"
DRANGU RESTAURACION SL,Mejorar la empleabilidad de las personas desempleadas,306.64
"DRAN RURAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,75.00
"DRAMOMEK, SL",Mejorar la empleabilidad de las personas desempleadas,761.79
"DRAMEDIA PRODUCCIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,991.62
DRAKA ELEVATOR PRODUCTS SPAIN SL,Mejorar la empleabilidad de las personas desempleadas,"1,150.94"
"DRAKA CABLES INDUSTRIAL, S.L",Mejorar la empleabilidad de las personas desempleadas,"2,186.66"
DRAISCO SL,Mejorar la empleabilidad de las personas desempleadas,337.60
DRAGONBULL SL,Mejorar la empleabilidad de las personas desempleadas,878.29
"DRAGON PARK, PEQUENO REINO INFANTIL SL",Mejorar la empleabilidad de las personas desempleadas,"1,345.71"
DRAGOFOODS SL,Mejorar la empleabilidad de las personas desempleadas,"1,596.67"
DRAGO SOLUTIONS SA,Mejorar la empleabilidad de las personas desempleadas,"18,708.32"
DRAGO JARDINERIA SL,Mejorar la empleabilidad de las personas desempleadas,"1,501.57"
"DRAGO GLOBAL TRADE, S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,779.13
DRAGO CARPETERIA SL,Mejorar la empleabilidad de las personas desempleadas,252.61
DRAGER SAFETY HISPANIA SA,Mejorar la empleabilidad de las personas desempleadas,"17,544.26"
DRAGER MEDICAL HISPANIA SA,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
DRAGADOS SERVICIOS PORTUARIOS Y LOGISTICOS SL,Mejorar la empleabilidad de las personas desempleadas,633.30
"DRAFTFCB SPAIN, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2,046.79"
DRAFT PROMOCION DE MERCADOS SA,Mejorar la empleabilidad de las personas desempleadas,"1,189.44"
"DRAE PRIVACY, S.L.",Mejorar la empleabilidad de las personas desempleadas,83.25
"DRACVISIO, SL UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"2,352.78"
DRACTEL COMUNICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,583.33
"DRACS ESCOLA BRESSOL, SL",Mejorar la empleabilidad de las personas desempleadas,941.99
"DRAC-PIXEL, SL",Mejorar la empleabilidad de las personas desempleadas,"2,358.23"
"DRACOLAND EL REINO DE LA DIVERSION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,621.81"
"DRACO TOYS, SL",Mejorar la empleabilidad de las personas desempleadas,"2,368.10"
"DRACMA, CORREDURIA D ASSEGURANCES, SL",Mejorar la empleabilidad de las personas desempleadas,300.00
"DRACCO CANDY, SL",Mejorar la empleabilidad de las personas desempleadas,"1,789.39"
"DRAC TELEMATIC, SL",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DRAC SERVICIOS INTEGRALES SL,Mejorar la empleabilidad de las personas desempleadas,"1,799.25"
"DRAC PARADIS, SA",Mejorar la empleabilidad de las personas desempleadas,455.00
DRAC BROADCAST SERVICES S.L.,Mejorar la empleabilidad de las personas desempleadas,616.22
"DR.BATZ ESPANA, COM.B.",Mejorar la empleabilidad de las personas desempleadas,66.08
DR. WINDOWS SCCL,Mejorar la empleabilidad de las personas desempleadas,525.00
"DR. VILA ROVIRA, SL",Mejorar la empleabilidad de las personas desempleadas,"2,249.97"
DR. MASCOTA S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,101.14"
DR. GLATZ INSTITUTO DE MEDICINA TRADICIONAL HOLISTICA S,Mejorar la empleabilidad de las personas desempleadas,469.93
DR. FATJO CENTRE DE TECNIQUES PSICOLOGIQUES SL,Mejorar la empleabilidad de las personas desempleadas,127.44
"DR. CASERMEIRO, SL",Mejorar la empleabilidad de las personas desempleadas,"1,468.63"
"DR. B. OLIVER & ASOCIADOS, SL",Mejorar la empleabilidad de las personas desempleadas,139.27
DR RODRIGO Y ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,200.01
DR J GOMEZ BARREIRO ORTODONCIA EXCLUSIVA SL EN CONSTIT,Mejorar la empleabilidad de las personas desempleadas,635.08
DR FRANZ SCHNEIDER SA,Mejorar la empleabilidad de las personas desempleadas,"1,643.25"
"DR CALVO MEDICINA Y ODONTOLOGIA, SL",Mejorar la empleabilidad de las personas desempleadas,164.40
DR AUGUST PI SUNYER S COOP CATALANA LTDA,Mejorar la empleabilidad de las personas desempleadas,"4,967.27"
"DPV ASTURIAS, SL",Mejorar la empleabilidad de las personas desempleadas,"2,323.21"
DPS GIRO-CONSULTING SLL,Mejorar la empleabilidad de las personas desempleadas,380.11
DPROL CONSTRUCCION Y GESTION SL,Mejorar la empleabilidad de las personas desempleadas,439.96
DPILAT INTEGRAL,Mejorar la empleabilidad de las personas desempleadas,"2,814.34"
"DPI SPECIALTY TAPES, SL",Mejorar la empleabilidad de las personas desempleadas,"6,930.53"
"DPI S SUMINISTROS DIGITALES, SL",Mejorar la empleabilidad de las personas desempleadas,229.02
DPI DISTRIBUCIO DE PRODUCTES INDUSTRIALS SL,Mejorar la empleabilidad de las personas desempleadas,"1,122.22"
"DPI BLENDING, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1,489.91"
"DPEIL CARE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,155.59"
"DPE TRADING,S.R.L.",Mejorar la empleabilidad de las personas desempleadas,"1,008.11"
"DPDM, SL",Mejorar la empleabilidad de las personas desempleadas,637.47
DPC DIPESA SA,Mejorar la empleabilidad de las personas desempleadas,433.32
"DPA FINANCIAL PEOPLE CONSULTING, SL",Mejorar la empleabilidad de las personas desempleadas,28.86
DP VAQUERO DIEZ SL,Mejorar la empleabilidad de las personas desempleadas,375.37
DP RIBES SERRA S.L.,Mejorar la empleabilidad de las personas desempleadas,160.01
"DOZZINI MAGGIONI SORRENTI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,781.10"
"DOZOLA, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,355.00
DOYVI SL,Mejorar la empleabilidad de las personas desempleadas,"1,364.62"
DOYO SL,Mejorar la empleabilidad de las personas desempleadas,557.26
DOYCO SA,Mejorar la empleabilidad de las personas desempleadas,148.73
DOYAL SA,Mejorar la empleabilidad de las personas desempleadas,200.01
DOXA PRODUCCION Y LOGISTICA SL,Mejorar la empleabilidad de las personas desempleadas,649.24
DOXA CONSULTING MADRID SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"1,178.06"
"DOWS DIGITAL STORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,465.10
"DOWNTOWN SHOP, SL",Mejorar la empleabilidad de las personas desempleadas,"1,048.28"
"DOWNTOWN BALI,S.L.",Mejorar la empleabilidad de las personas desempleadas,145.19
DOWNFORT SL,Mejorar la empleabilidad de las personas desempleadas,276.59
"DOWN TOWN STUDIO LOISAIDA, SL",Mejorar la empleabilidad de las personas desempleadas,56.64
DOVIMOTORS 3000 SL,Mejorar la empleabilidad de las personas desempleadas,"1,889.62"
"DOVIMAR NARCEA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,993.23"
DOVET VETERINARIOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,163.94"
DOVERLUX SL,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
DOVER TELECOM. S.L.,Mejorar la empleabilidad de las personas desempleadas,531.21
"DOVER SERVEIS DE NETEJA, SL",Mejorar la empleabilidad de las personas desempleadas,22.22
DOVER CB,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
DOVER CALZADOS Y BOLSOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,312.75"
"DOVELA CONSTRUCCION DISENO, SL",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DOVELA CLAVE SL,Mejorar la empleabilidad de las personas desempleadas,450.00
DOVECAM SL,Mejorar la empleabilidad de las personas desempleadas,"7,722.33"
DOVE GALICIA SL,Mejorar la empleabilidad de las personas desempleadas,"1,300.00"
DOVANICH SL,Mejorar la empleabilidad de las personas desempleadas,"1,935.98"
DOVALA SL,Mejorar la empleabilidad de las personas desempleadas,972.26
DOVAL GALLARDO Y CAMUNEZ SL,Mejorar la empleabilidad de las personas desempleadas,"1,639.86"
"DOUS TRAZOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,87.32
"DOUS DE MAIO RESTAURACION, SL",Mejorar la empleabilidad de las personas desempleadas,"1,038.03"
"DOURADO Y FERNNNDEZ ASESORES,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,044.80"
DOUGLAS Y FALCONS ELECTRONICS SL,Mejorar la empleabilidad de las personas desempleadas,75.48
DOUGLAS SPAIN SA,Mejorar la empleabilidad de las personas desempleadas,612.18
"DOUBLE YOU, SL",Mejorar la empleabilidad de las personas desempleadas,"7,018.16"
DOUBLE A GROUP SERVICIOS EMPRESARIALES SL,Mejorar la empleabilidad de las personas desempleadas,603.77
"DOUAN BIL ,SL",Mejorar la empleabilidad de las personas desempleadas,"1,274.88"
"DOTZE SETZE MOBILIARIS,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DOTAHUR SL,Mejorar la empleabilidad de las personas desempleadas,"4,160.47"
DOTA FORMACION SL,Mejorar la empleabilidad de las personas desempleadas,"3,465.50"
"DOT THE EYE, S.L.",Mejorar la empleabilidad de las personas desempleadas,257.00
"DOT SERVICIOS MEDICOS, SL",Mejorar la empleabilidad de las personas desempleadas,399.95
"DOT FORCE,S.L.",Mejorar la empleabilidad de las personas desempleadas,256.51
DOSYPAN SL,Mejorar la empleabilidad de las personas desempleadas,905.49
"DOSVILACAFE, SL",Mejorar la empleabilidad de las personas desempleadas,336.49
DOSUCA SL,Mejorar la empleabilidad de las personas desempleadas,207.77
"DOS-U.A.T., SL",Mejorar la empleabilidad de las personas desempleadas,"4,878.83"
"DOSTIDI, SL",Mejorar la empleabilidad de las personas desempleadas,50.00
"DOSSIER MEDIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,289.91
DOSSIER GENERAL SL,Mejorar la empleabilidad de las personas desempleadas,"2,983.65"
DOSSIER COMERCIAL SL,Mejorar la empleabilidad de las personas desempleadas,275.56
"DOSSEX MODA Y COMPLEMENTOS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,213.56"
"DOSPUNT, SL",Mejorar la empleabilidad de las personas desempleadas,"3,334.11"
DOSPIEL SL,Mejorar la empleabilidad de las personas desempleadas,"3,566.60"
DOSORTI S.L.,Mejorar la empleabilidad de las personas desempleadas,580.77
"DOSMIL ESCOL, SL",Mejorar la empleabilidad de las personas desempleadas,"3,665.47"
DOSMEAL RESTAURANTES SL,Mejorar la empleabilidad de las personas desempleadas,396.63
"DOSMARTINO ORQUIDEAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,748.42
DOSLA ASESORIA INTEGRAL DE EMPRESAS SL,Mejorar la empleabilidad de las personas desempleadas,"2,627.73"
"DOSKFRED, SL",Mejorar la empleabilidad de las personas desempleadas,"1,100.00"
DOSKASDE SA,Mejorar la empleabilidad de las personas desempleadas,240.81
DOSJUMAR SL,Mejorar la empleabilidad de las personas desempleadas,252.91
"DOSIS MODE, SL",Mejorar la empleabilidad de las personas desempleadas,637.44
"DOSIGLE ASOCIADAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,019.95"
"DOSIFICACION Y CONTROL OMEGA, SL",Mejorar la empleabilidad de las personas desempleadas,227.64
"DOSIARA TEN, SL",Mejorar la empleabilidad de las personas desempleadas,419.95
"DOSHER INFOGRAFICA,S.L.",Mejorar la empleabilidad de las personas desempleadas,462.74
DOSGRAF IMPRESORES SL,Mejorar la empleabilidad de las personas desempleadas,"1,189.92"
DOSGE GONZALEZ & GONZALEZ CORREDURIA DE SEGUROS SL,Mejorar la empleabilidad de las personas desempleadas,277.77
"DOSGE DOSPE, S.L.",Mejorar la empleabilidad de las personas desempleadas,212.49
DOSEVI SL,Mejorar la empleabilidad de las personas desempleadas,"11,938.95"
DOSER MODA SL,Mejorar la empleabilidad de las personas desempleadas,562.08
DOSDEDOS COMUNICACION GLOBAL SL,Mejorar la empleabilidad de las personas desempleadas,840.05
DOSDECATRES S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,019.86"
DOSDAD CALATAYUD HNOS. SL,Mejorar la empleabilidad de las personas desempleadas,724.83
"DOSCR ELECTRONICA,S.L.",Mejorar la empleabilidad de las personas desempleadas,293.24
"DOSBEL MARKETING 3192, S.L.",Mejorar la empleabilidad de las personas desempleadas,100.00
DOSAT GESTION SL,Mejorar la empleabilidad de las personas desempleadas,"1,738.23"
"DOSANMOTOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,200.00"
DOSAN XXI SL,Mejorar la empleabilidad de las personas desempleadas,"4,036.53"
DOSAME SL,Mejorar la empleabilidad de las personas desempleadas,"1,133.28"
"DOSALSUR, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1,838.55"
"DOSAL INSTALACIONES ELECTRICAS, SL",Mejorar la empleabilidad de las personas desempleadas,706.61
"DOSAL EDICIONES, SL",Mejorar la empleabilidad de las personas desempleadas,"2,363.27"
"DOSAGUI CALA RAJADA,S.L.",Mejorar la empleabilidad de las personas desempleadas,455.63
"DOSAGUAS MATERIALES , S.L.",Mejorar la empleabilidad de las personas desempleadas,544.67
"DOS VENTS COLOMENCS,S.L.",Mejorar la empleabilidad de las personas desempleadas,531.20
"DOS TORRECILLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,249.60
DOS RODES SL,Mejorar la empleabilidad de las personas desempleadas,"1,425.00"
DOS REALES SL,Mejorar la empleabilidad de las personas desempleadas,280.00
"DOS R PALAU SERVEIS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DOS POR DOS GRUPO IMAGEN SL,Mejorar la empleabilidad de las personas desempleadas,666.71
DOS PLAYAS SL,Mejorar la empleabilidad de las personas desempleadas,943.09
DOS PESETAS SL,Mejorar la empleabilidad de las personas desempleadas,296.59
DOS MIL SEIS EVENTOS DE GALICIA S.L.,Mejorar la empleabilidad de las personas desempleadas,531.21
"DOS MIL CIEN, SL",Mejorar la empleabilidad de las personas desempleadas,669.93
DOS MEJOR QUE UNO SL,Mejorar la empleabilidad de las personas desempleadas,"2,134.25"
"DOS MAS TRES CINCO, SL",Mejorar la empleabilidad de las personas desempleadas,"1,599.90"
DOS MAS DOS DISENO E INTERIORISMO SLL,Mejorar la empleabilidad de las personas desempleadas,335.24
DOS LUNAS PRODUCCIONES SL,Mejorar la empleabilidad de las personas desempleadas,991.62
DOS HERMANAS NUEVO CENTRO SL,Mejorar la empleabilidad de las personas desempleadas,"1,523.05"
DOS HERMANAS 9 SA,Mejorar la empleabilidad de las personas desempleadas,"1,267.86"
"DOS GRADOS NERWORK, S.L.",Mejorar la empleabilidad de las personas desempleadas,708.30
DOS GIL SL,Mejorar la empleabilidad de las personas desempleadas,"1,514.03"
DOS GESTION ASTUR SL,Mejorar la empleabilidad de las personas desempleadas,534.59
DOS FOLIOS Y MEDIO SL,Mejorar la empleabilidad de las personas desempleadas,644.55
DOS ELEFANTES PUBLICIDAD SL,Mejorar la empleabilidad de las personas desempleadas,"1,200.00"
DOS DEPORTE OCIO SALUD IBERICA SL,Mejorar la empleabilidad de las personas desempleadas,673.29
DOS DE MAYO DIMENSIONES GRAFICAS SL,Mejorar la empleabilidad de las personas desempleadas,366.02
DOS DE DICIEMBRE SL,Mejorar la empleabilidad de las personas desempleadas,"1,163.96"
"DOS CONSULTING, SL",Mejorar la empleabilidad de las personas desempleadas,"2,289.91"
DOS CANAS SL,Mejorar la empleabilidad de las personas desempleadas,400.02
DOS C DE BLAN SL,Mejorar la empleabilidad de las personas desempleadas,833.34
DOS ANTONIO SL,Mejorar la empleabilidad de las personas desempleadas,356.61
"DOS AMIGOS, S.C.P.",Mejorar la empleabilidad de las personas desempleadas,453.31
"DOS AMIGOS EXCELENCETE,S.L.",Mejorar la empleabilidad de las personas desempleadas,171.76
DOS A CB,Mejorar la empleabilidad de las personas desempleadas,690.56
DORZA SL,Mejorar la empleabilidad de las personas desempleadas,"2,654.49"
DORUSER SA,Mejorar la empleabilidad de las personas desempleadas,760.00
"DORTOKA DISSENY, SL",Mejorar la empleabilidad de las personas desempleadas,460.38
DORTA LEON DISTRIBUIDORES AUTOMATICOS SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"1,300.00"
"DORTA ARMAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,390.17
DORSET CHEMICAL SL,Mejorar la empleabilidad de las personas desempleadas,753.28
DORSE SA,Mejorar la empleabilidad de las personas desempleadas,406.07
DORR INGENIERIA SL,Mejorar la empleabilidad de las personas desempleadas,849.95
DOROTEO OLMEDO SL,Mejorar la empleabilidad de las personas desempleadas,"2,025.41"
"DORON, SL",Mejorar la empleabilidad de las personas desempleadas,"4,637.32"
DORNIER SA,Mejorar la empleabilidad de las personas desempleadas,"17,646.82"
DORNEDA RESTAURACIONES SL,Mejorar la empleabilidad de las personas desempleadas,"2,426.64"
DORNALETECHE S.L.,Mejorar la empleabilidad de las personas desempleadas,300.00
DORNA SPORTS SL,Mejorar la empleabilidad de las personas desempleadas,"4,999.00"
DORNA OFF ROAD SL,Mejorar la empleabilidad de las personas desempleadas,"1,060.06"
DORNA METAL,Promotion del espiritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia,"39,155.53"
DORNA BAHIA SL,Mejorar la empleabilidad de las personas desempleadas,668.15
DORN Y RICO SL,Mejorar la empleabilidad de las personas desempleadas,"5,214.88"
DORMI NATURE 2005 SL,Mejorar la empleabilidad de las personas desempleadas,"4,716.48"
DORMA IBERICA SA,Mejorar la empleabilidad de las personas desempleadas,"1,155.59"
DORMA DISENO SL,Mejorar la empleabilidad de las personas desempleadas,"4,611.05"
"DORLAYSTONE, SL",Mejorar la empleabilidad de las personas desempleadas,231.02
"DORINT HOTELS AND RESORTS ESPANA, SL",Mejorar la empleabilidad de las personas desempleadas,"1,200.06"
"DORINEL CONSTRUCCIONS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,383.53"
DORIMAN SL,Mejorar la empleabilidad de las personas desempleadas,700.04
"DORIMA CONCEPTS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,601.80"
DORIEL SL,Mejorar la empleabilidad de las personas desempleadas,100.00
DORIDIA SL,Mejorar la empleabilidad de las personas desempleadas,514.70
"DORIAN PROIN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,326.66"
"DORIAN CAFE, S.L.",Mejorar la empleabilidad de las personas desempleadas,868.84
"DORIA INTERIORISMO,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,500.00"
"DORIA COFFEE SHOP, SA",Mejorar la empleabilidad de las personas desempleadas,688.83
"DORHAIM GRAF, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,485.00
"DORGRAF, SL",Mejorar la empleabilidad de las personas desempleadas,"3,249.87"
DORGON TENERIFE SL,Mejorar la empleabilidad de las personas desempleadas,"1,145.08"
"DORESTYL 3000, S.L.",Mejorar la empleabilidad de las personas desempleadas,635.88
DORESHOTEL SL,Mejorar la empleabilidad de las personas desempleadas,"3,237.72"
DORERO & CREUS CB,Mejorar la empleabilidad de las personas desempleadas,150.00
DORE ALFA SL,Mejorar la empleabilidad de las personas desempleadas,"2,137.90"
DORDAL BAGES SL,Mejorar la empleabilidad de las personas desempleadas,349.40
DORCAS PUBLICIDAD SL LABORAL,Mejorar la empleabilidad de las personas desempleadas,536.63
DORCA & SANCHEZ ASESORES LEGALES SL,Mejorar la empleabilidad de las personas desempleadas,584.32
"DORANTES MARTNEZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,733.04
"DORANJO, S.L.UNIPERSONAL",Mejorar la empleabilidad de las personas desempleadas,"1,989.93"
"DORALRESIDENCIAS GESTION SOCIOSANITARIA,SL",Mejorar la empleabilidad de las personas desempleadas,"6,359.14"
"DORALATE, SL",Mejorar la empleabilidad de las personas desempleadas,"2,250.07"
DORAL ROMESPA SLU,Mejorar la empleabilidad de las personas desempleadas,"2,342.06"
DORAL CONFECCION SL,Mejorar la empleabilidad de las personas desempleadas,"4,244.40"
DORADO Y DORADOS.L.,Mejorar la empleabilidad de las personas desempleadas,616.65
"DORADO Y DORADO, ELECTRICIDAD Y COMUNICACIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,571.15"
DORADO TOROS SL,Mejorar la empleabilidad de las personas desempleadas,463.33
"DORADO MAS CARDENAS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
DORADO GAYO S.L.L.,Mejorar la empleabilidad de las personas desempleadas,68.33
DORADO EXPRESS S.L.,Mejorar la empleabilidad de las personas desempleadas,443.86
DORADA CARNS S.L.,Mejorar la empleabilidad de las personas desempleadas,236.53
DORA Y DAPA SL,Mejorar la empleabilidad de las personas desempleadas,629.97
"DORA FRUITS, S.L.",Mejorar la empleabilidad de las personas desempleadas,940.49
"DOR SUMI, SL",Mejorar la empleabilidad de las personas desempleadas,403.44
"DOPTAN TRADE, SL",Mejorar la empleabilidad de las personas desempleadas,200.66
DOPPY S PELUQUEROS SL,Mejorar la empleabilidad de las personas desempleadas,257.33
DOP-PILES SL,Mejorar la empleabilidad de las personas desempleadas,779.13
DOPKIT CANARIAS SL,Mejorar la empleabilidad de las personas desempleadas,"2,401.66"
DOPISAN OBRAS Y REFORMAS S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,100.00"
"DOPIGRAF, CB",Mejorar la empleabilidad de las personas desempleadas,681.71
DOPERFILS SL,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
"DOPEC, SL",Mejorar la empleabilidad de las personas desempleadas,"8,506.03"
"DOPAZO & FERNANDEZ, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"1,266.73"
DOPASAN SL,Mejorar la empleabilidad de las personas desempleadas,944.39
"DOPAR SERVICIOS,S.L.",Mejorar la empleabilidad de las personas desempleadas,166.67
DOOR-SYSTEM SL,Mejorar la empleabilidad de las personas desempleadas,162.99
DOORSVI CASTILLA SL,Mejorar la empleabilidad de las personas desempleadas,446.64
DOORMAN SERVICIOS AUXILIARES SL,Mejorar la empleabilidad de las personas desempleadas,349.95
"DOORKING, SL",Mejorar la empleabilidad de las personas desempleadas,99.90
DOORCATS SL,Mejorar la empleabilidad de las personas desempleadas,"5,466.60"
"DOOR TRAINING ESPANA, SL",Mejorar la empleabilidad de las personas desempleadas,"2,058.67"
DOOLDET.S.L.,Mejorar la empleabilidad de las personas desempleadas,356.61
DONTOS SL,Mejorar la empleabilidad de las personas desempleadas,48.89
DONTODENT SL,Mejorar la empleabilidad de las personas desempleadas,278.64
"DONROMO, S.L.",Mejorar la empleabilidad de las personas desempleadas,108.17
DONPAN CB,Mejorar la empleabilidad de las personas desempleadas,713.17
"DONOSTIA ESTRES Y COACHING CENTER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,081.33"
DONOSTIA DENTAL SL,Mejorar la empleabilidad de las personas desempleadas,11.80
DONOSTI RECEPTIVO SL,Mejorar la empleabilidad de las personas desempleadas,296.57
DONOSTI PET S L,Mejorar la empleabilidad de las personas desempleadas,108.61
DONOSTEALBA S.L.,Mejorar la empleabilidad de las personas desempleadas,388.68
DONOSO JIMENEZ SL,Mejorar la empleabilidad de las personas desempleadas,"1,085.34"
DONOSO ESCOLAR SERVICIOS MANTENIMIENTO OUTSOURCING Y LA,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DONOSO ADSUAR SL,Mejorar la empleabilidad de las personas desempleadas,381.51
"DONONO COCINAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,473.33
"DONO, C.B.",Mejorar la empleabilidad de las personas desempleadas,"1,176.59"
"DON-NET, COM.B.",Mejorar la empleabilidad de las personas desempleadas,290.00
"DONNAY MOTOR, SA",Mejorar la empleabilidad de las personas desempleadas,56.64
