"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO",,
"FUENMAYOR SERVICIOS INMOBILIARIOS, S.L.","Mejorar la empleabilidad delas personas desempleadas","150,49",,
"FUENMISEGUR SIGLO XXI, S.L.","Mejorar la empleabilidad delas personas desempleadas","262,05",,
"FUENRENTA SL","Mejorar la empleabilidad delas personas desempleadas","890,03",,
"FUENRUIZ DECORACIONES SL","Mejorar la empleabilidad delas personas desempleadas","1846,62",,
"FUENSANTA PEREZ EXPLOTACIONES HOTELERASY TURISMO SL","Mejorar la empleabilidad delas personas desempleadas","2077,22",,
"FUENSOCIAL","Mejorar la empleabilidad delas personas desempleadas","423,31",,
"FUENTE DE ARQUITECTURA SL","Mejorar la empleabilidad delas personas desempleadas","2928,8",,
"FUENTE DE CARDENAS SA","Mejorar la empleabilidad delas personas desempleadas","3080,51",,
"FUENTE DE SODA, SL","Mejorar la empleabilidad delas personas desempleadas","2074,72",,
"FUENTE DEL ALISO, COM.B.","Mejorar la empleabilidad delas personas desempleadas","1173,4",,
"FUENTE EL CURA, S.L.","Mejorar la empleabilidad delas personas desempleadas","4426,3",,
"FUENTE EMPLEO E.T.T., SL","Mejorar la empleabilidad delas personas desempleadas","417,87",,
"FUENTE FERNANDEZ SA","Mejorar la empleabilidad delas personas desempleadas","292,7",,
"FUENTE GAYOL Y GARCIA Y ASOCIADOS SL","Mejorar la empleabilidad delas personas desempleadas","247,89",,
"FUENTE HELECHA GASOLINERA SL","Mejorar la empleabilidad delas personas desempleadas","866,87",,
"FUENTE HUMORERA SL","Mejorar la empleabilidad delas personas desempleadas","4908,36",,
"FUENTE LA SIRENA SL","Mejorar la empleabilidad delas personas desempleadas","1118,66",,
"FUENTE PINILLA SL","Mejorar la empleabilidad delas personas desempleadas","7129,75",,
"FUENTE PIZARRO DE ALBATROS SL","Mejorar la empleabilidad delas personas desempleadas","284,46",,
"FUENTE PLATEADA DE COLLADO SL","Mejorar la empleabilidad delas personas desempleadas","1966,72",,
"FUENTE RENA,SL","Mejorar la empleabilidad delas personas desempleadas","278,57",,
"FUENTE VENTURA, SL","Mejorar la empleabilidad delas personas desempleadas","1077,5",,
"FUENTEBARDO MAZAPE S L","Mejorar la empleabilidad delas personas desempleadas","358,84",,
"FUENTEBARDO PRODUCCIONES AGRICOLAS,S.L.","Mejorar la empleabilidad delas personas desempleadas","1927,94",,
"FUENTECANAL CONSTRUCCIONES SL","Mejorar la empleabilidad delas personas desempleadas","496,57",,
"FUENTECAPALA SA","Mejorar la empleabilidad delas personas desempleadas","1228,54",,
"FUENTECOBRE, SL","Mejorar la empleabilidad delas personas desempleadas","527,2",,
"FUENTENEBRO ASESORES SL","Mejorar la empleabilidad delas personas desempleadas","930,23",,
"FUENTEOLID, SL","Mejorar la empleabilidad delas personas desempleadas","165,27",,
"FUENTES & CASTILLO INVERSIONES Y PROYECTOS, S.L","Mejorar la empleabilidad delas personas desempleadas","933,24",,
"FUENTES CAPRIZZIO,S.L.","Mejorar la empleabilidad delas personas desempleadas","705,91",,
"FUENTES CONSULTORES DE EMPRESA SL","Mejorar la empleabilidad delas personas desempleadas",1100,,
"FUENTES DEL SALOR, S.L.","Mejorar la empleabilidad delas personas desempleadas","3422,62",,
"FUENTES DURAN SL","Mejorar la empleabilidad delas personas desempleadas",150,,
"FUENTES GARCIA PEDRO Y FELIX CB","Mejorar la empleabilidad delas personas desempleadas",1800,,
"FUENTES JUNIOR 2006, S.L.","Mejorar la empleabilidad delas personas desempleadas","1273,02",,
"FUENTES LA ESTRELLA, S.L.","Mejorar la empleabilidad delas personas desempleadas","152,93",,
"FUENTES PEREZ ASESORES SL","Mejorar la empleabilidad delas personas desempleadas","533,3",,
"FUENTES TECNOLOGICAS, S.L.","Mejorar la empleabilidad delas personas desempleadas","91,6",,
"FUENTES TOYS SL","Mejorar la empleabilidad delas personas desempleadas","1002,77",,
"FUENTES Y COMPANIA, S.L","Mejorar la empleabilidad delas personas desempleadas",1890,,
"FUENTES Y SALAMANCA SEGUROS, S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"FUENTES- CASANOVA SL","Mejorar la empleabilidad delas personas desempleadas","137,71",,
"FUENTESCU,S.L.","Mejorar la empleabilidad delas personas desempleadas","1849,75",,
"FUENVIAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","364,36",,
"FUERALTER SL","Mejorar la empleabilidad delas personas desempleadas","434,92",,
"FUERCALETA SL","Mejorar la empleabilidad delas personas desempleadas","115,69",,
"FUERIS DELEGACIONES COMERCIALES SL","Mejorar la empleabilidad delas personas desempleadas","2409,59",,
"FUERO DE BAYLIO, C.B.","Mejorar la empleabilidad delas personas desempleadas","959,8",,
"FUERSEGURO S.L.","Mejorar la empleabilidad delas personas desempleadas","113,33",,
"FUERT-WAGEN SL","Mejorar la empleabilidad delas personas desempleadas","4808,82",,
"FUERTE COCINAS UK, S.L.","Mejorar la empleabilidad delas personas desempleadas","363,6",,
"FUERTE EL ROMPIDO SL","Mejorar la empleabilidad delas personas desempleadas","9034,82",,
"FUERTELI S.L.U.","Mejorar la empleabilidad delas personas desempleadas","2068,68",,
"FUERTES & FIGUEROA SLL","Mejorar la empleabilidad delas personas desempleadas","522,78",,
"FUERTES JAVEGA, S.L.","Mejorar la empleabilidad delas personas desempleadas","266,76",,
"FUERTES LAZARO, AURELIO 000613322S S.L.N.E.","Mejorar la empleabilidad delas personas desempleadas","374,81",,
"FUERTES MOTOR, S.L.","Mejorar la empleabilidad delas personas desempleadas","386,63",,
"FUERTESEMON SL","Mejorar la empleabilidad delas personas desempleadas","1046,71",,
"FUERTEVENTURA SURF COMPANY, S.L.","Mejorar la empleabilidad delas personas desempleadas","363,34",,
"FUERTEVENTURA TOURS SL","Mejorar la empleabilidad delas personas desempleadas","437,95",,
"FUERTEVESTA S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"FUERZA DE VENTAS RONCELL, S.L.","Mejorar la empleabilidad delas personas desempleadas","1511,13",,
"FUERZA SOLAR SL","Mejorar la empleabilidad delas personas desempleadas","739,84",,
"FUERZA Y LUZ SL","Mejorar la empleabilidad delas personas desempleadas","1070,29",,
"FUERZAS ELECTRICAS DE ZARAGOZA SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","1866,38",,
"FUESTERIA,EBENESTERIA I DECORACIO SALVADOR, S.L.","Mejorar la empleabilidad delas personas desempleadas","88,89",,
"FUGAR CB","Mejorar la empleabilidad delas personas desempleadas","51,92",,
"FUGAR RECUPERACIONES S.L.","Mejorar la empleabilidad delas personas desempleadas","1069,93",,
"FUGENIQUE SL","Mejorar la empleabilidad delas personas desempleadas","396,57",,
"FUGU ART PROJECTS S.L.","Mejorar la empleabilidad delas personas desempleadas","866,49",,
"FUJI SEAL EUROPE LTD.OFICINA REPRE.EN ESPANA","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"FUJI-SPORT, SL","Mejorar la empleabilidad delas personas desempleadas","156,42",,
"FUJICA 1967, S.L.","Mejorar la empleabilidad delas personas desempleadas","1097,85",,
"FUJIFILM ESPANA, SA","Mejorar la empleabilidad delas personas desempleadas","4284,08",,
"FUJIMAE, SL","Mejorar la empleabilidad delas personas desempleadas","84,99",,
"FUJIN 2006, S.L.","Mejorar la empleabilidad delas personas desempleadas","91,25",,
"FUJIRIFE S.L.","Mejorar la empleabilidad delas personas desempleadas","564,47",,
"FULCRUM PLANIFICACION ANALISIS Y PROYECTO SA","Mejorar la empleabilidad delas personas desempleadas","1477,96",,
"FULGEN SHOES, S.L.","Mejorar la empleabilidad delas personas desempleadas","14983,69",,
"FULGENCIO ORTIZ MIRETE SIL SL","Mejorar la empleabilidad delas personas desempleadas",500,,
"FULGENCIO ROMERA MARTINEZ SL","Mejorar la empleabilidad delas personas desempleadas","326,64",,
"FULGENCIO Y JOSE MARIA GOMEZ FERNANDEZ CB","Mejorar la empleabilidad delas personas desempleadas","1216,58",,
"FULL BLAST SL","Mejorar la empleabilidad delas personas desempleadas","1123,22",,
"FULL ENERGY DRINK, S.L.","Mejorar la empleabilidad delas personas desempleadas","956,16",,
"FULL EQUIP CARS SFG, S.L.","Mejorar la empleabilidad delas personas desempleadas","319,25",,
"FULL GOLF, S.L.","Mejorar la empleabilidad delas personas desempleadas","790,9",,
"FULL LIMPIEZA SLU","Mejorar la empleabilidad delas personas desempleadas","21963,8",,
"FULL ON-NET SL","Mejorar la empleabilidad delas personas desempleadas","656,61",,
"FULLCOLOR PRINTCOLOR, S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,92",,
"FULLDIGITAL STUDIO, S.L.","Mejorar la empleabilidad delas personas desempleadas","635,08",,
"FULLES I ARRELS, SL","Mejorar la empleabilidad delas personas desempleadas","672,96",,
"FULLGAS SA","Mejorar la empleabilidad delas personas desempleadas","11875,09",,
"FULLGHT, S.L.","Mejorar la empleabilidad delas personas desempleadas","756,61",,
"FULLSET SL","Mejorar la empleabilidad delas personas desempleadas","1343,29",,
"FULLSIX OUTRIDER ESPANA, SL","Mejorar la empleabilidad delas personas desempleadas","2998,34",,
"FULLSTEP NETWORKS SL","Mejorar la empleabilidad delas personas desempleadas","8240,58",,
"FULMA, SL","Mejorar la empleabilidad delas personas desempleadas","1383,25",,
"FULTON TRADE,S.L.","Mejorar la empleabilidad delas personas desempleadas","131,05",,
"FUMANAL HERNANDEZ, S.L.","Mejorar la empleabilidad delas personas desempleadas","211,63",,
"FUMAPLAS SL","Mejorar la empleabilidad delas personas desempleadas","949,95",,
"FUMIGACIONES DE CANARIAS SL","Mejorar la empleabilidad delas personas desempleadas","342,34",,
"FUMINOR XXI S.L.","Mejorar la empleabilidad delas personas desempleadas","873,56",,
"FUMIPLAGA, SL","Mejorar la empleabilidad delas personas desempleadas","723,42",,
"FUMOAL 96, SL","Mejorar la empleabilidad delas personas desempleadas","859,98",,
"FUMOSO INDUSTRIAL SA","Mejorar la empleabilidad delas personas desempleadas",1800,,
"FUN & PROFIT S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"FUN AND CONVENTIONS SL","Mejorar la empleabilidad delas personas desempleadas","1047,16",,
"FUN FOOD OCIO,S.L.","Mejorar la empleabilidad delas personas desempleadas","363,59",,
"FUN LOGIC GRUP, S.L.","Mejorar la empleabilidad delas personas desempleadas","588,86",,
"FUN MEAL RESTAURANTS SL","Mejorar la empleabilidad delas personas desempleadas","479,22",,
"FUN RECYCLING SL","Mejorar la empleabilidad delas personas desempleadas","4351,54",,
"FUN STATION SL","Mejorar la empleabilidad delas personas desempleadas","21,24",,
"FUN.CASA DE LA CULTURA GASTRONOMICA DE EUSKAL HERRIA","Mejorar la empleabilidad delas personas desempleadas","1195,81",,
"FUNARRE, S.L.","Mejorar la empleabilidad delas personas desempleadas","979,92",,
"FUNBIRD DE GESTION SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"FUNBOWL, SL","Mejorar la empleabilidad delas personas desempleadas","5206,64",,
"FUNCATSTORE,S.L.","Mejorar la empleabilidad delas personas desempleadas","432,05",,
"FUNCION XXI SL","Mejorar la empleabilidad delas personas desempleadas","343,5",,
"FUNCIONA MOTOR TALLERES PROSPERIDAD, S.L.","Mejorar la empleabilidad delas personas desempleadas","779,31",,
"FUNCIONA SERVICIOS DE MARKETING S.L.","Mejorar la empleabilidad delas personas desempleadas","6818,15",,
"FUNCORP CONSULTING SA","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"FUNCOVI SL","Mejorar la empleabilidad delas personas desempleadas",628,,
"FUND_GRUBE SL","Mejorar la empleabilidad de las personas desempleadas","3474,28",,
"FUND. ALCALARENA MAYORES ASISTIDOS Y O DISCAPACITADOS","Mejorar la empleabilidad delas personas desempleadas","8059,74",,
"FUND. CANARIA PARA LA PREVENCION E INVESTIG. DROGODEPEN","Mejorar la empleabilidad delas personas desempleadas","1926,58",,
"FUND. CENTRO TECNOLOGICO MADERA Y MUEBLE DE ANDALUCIA","Mejorar la empleabilidad delas personas desempleadas","2141,5",,
"FUND. PARA FORMACION E","Mejorar la empleabilidad delas personas desempleadas","830,99",,
"FUND. PARA LA INVEST. SOBRE DERECHO Y LA EMPRESA, FIDE","Mejorar la empleabilidad de las personas desempleadas","482,35",,
"FUND. RIOTINTO PARA LA HISTORIA DE LA MINERIA Y METALUR","Mejorar la empleabilidad de las personas desempleadas","226370,25",,
"FUND. U. FR. FCO. JIMENEZ DE CISNEROS","Mejorar la empleabilidad de las personas desempleadas",1300,,
"FUND.C.VAL.PARA PROM.Y DES.COMERC.PUERTO CS.","Mejorar la empleabilidad de las personas desempleadas","1676,29",,
"FUND.CENTRO INNOVACION Y TECNOLOGIA TEXTIL ANDALUCIA","Mejorar la empleabilidad de las personas desempleadas","1199,99",,
"FUND.FORM.INV.DES.HOST FUNDACION HOSTELERIA DE ESPANA","Mejorar la empleabilidad de las personas desempleadas","871,51",,
"FUND.HDAD. NTRA. SRA. DE LA SOLEDAD PARLA","Mejorar la empleabilidad de las personas desempleadas","1186,62",,
"FUND.MUNIC.PROM Y EMPLEO DE ALCAZAR DE SAN JUAN","Mejorar la empleabilidad de las personas desempleadas","379646,4",,
"FUND.PARA INVESTIGACION EN PSICOTERAPIA Y PERSONALIDAD","Mejorar la empleabilidad de las personas desempleadas",120,,
"FUNDAC. PARA LA ENSENANZA DE ARTES EN CASTILLA Y LEON","Mejorar la empleabilidad de las personas desempleadas","724,82",,
"FUNDAC.DESARROLLO Y FORM. EN LA CONST. EN LA C.V.","Mejorar la empleabilidad de las personas desempleadas","329949,4",,
"FUNDAC�ON INCYDE","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","26669,55",,
"FUNDACI� PRIVADA PARC AERON LUTIC DE CATALUNYA","Mejorar la empleabilidad de las personas desempleadas","81568,25",,
"FUNDACI� PRIVADA SANTA TERESA DEL VENDRELL","Mejorar la empleabilidad delas personas desempleadas",15486,,
"FUNDACI�N ALCALDE ZOILO RUIZ MATEOS","Mejorar la empleabilidad delas personas desempleadas","410377,03",,
"FUNDACI�N BIODIVERSIDAD","Apoyo a la gesti�n de los programas operativos","472088,64",,
"FUNDACI�N BIODIVERSIDAD","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","15973,29",,
"FUNDACI�N BIODIVERSIDAD","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","22068,29",,
"FUNDACI�N EOI","Apoyo a la gesti�n de los programas operativos","239592,87",,
"FUNDACI�N EOI","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","275779,88",,
"FUNDACI�N EOI","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","504697,96",,
"FUNDACI�N EOI","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","1547047,29",,
"FUNDACI�N EOI","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","1949323,57",,
"FUNDACI�N FORJA XXI","Mejorar la empleabilidad de las personas desempleadas","1958235,82",,
"FUNDACI�N GENERAL DE LA UNIVERSIDAD DE ALCAL�","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia",188244,,
"FUNDACI�N IMPULSO SOLIDARIO","Mejorar la empleabilidad delas personas desempleadas","268136,58",,
"FUNDACI�N INCYDE","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","193127,32",,
"FUNDACI�N RIOTINTO","Mejorar la empleabilidad de las personas desempleadas","426496,19",,
"FUNDACI�N ROGELIO SEGOVIA DESARROLLO DE TELECOMUNICACIONES","Promoci�n del esp�ritu empresarial y de la adaptabilidad de las empresas y Refuerzo del nivel de competencia","191650,03",,
"FUNDACI�N SECRETARIADO GENERAL GITANO","Mejorar la empleabilidad de las personas desempleadas","338563,71",,
"FUNDACI�N SECRETARIADO GITANO","Mejorar la empleabilidad de las personas desempleadas","139980,44",,
"FUNDACI�N VALDOCCO","Mejorar la empleabilidad delas personas desempleadas","149081,14",,
"FUNDACI�N VALDOCO","Mejorar la empleabilidad delas personas desempleadas","252915,78",,
"FUNDACIN PRIVADA COR DE MARIA DNOLOT","Mejorar la empleabilidad de las personas desempleadas","1946,52",,
"FUNDACIN PRIVADA INSTITUT DNEDUCACIN CONTNNUA","Mejorar la empleabilidad de las personas desempleadas","5519,1",,
"FUNDACIN PRIVADA JUBERT FIGUERAS","Mejorar la empleabilidad de las personas desempleadas","92,09",,
"FUNDACIN PRIVADA SAGESSA-SALUT","Mejorar la empleabilidad de las personas desempleadas","1060,63",,
"FUNDACIN SALUT EMPORDN, FUNDACIN PRIVADA","Mejorar la empleabilidad de las personas desempleadas","14372,27",,
"FUNDACIN SANT JORDI PER A L ESCOLTISME VALENCIN","Mejorar la empleabilidad de las personas desempleadas","580,91",,
"FUNDACIN SOCIOCULTURAL ATLAS","Mejorar la empleabilidad de las personas desempleadas","957,12",,
"FUNDACINN AFANIAS CASTILLA LA MANCHA","Mejorar la empleabilidad de las personas desempleadas","676,59",,
"FUNDACINN CANARIA TEATRO PNREZ GALDNS","Mejorar la empleabilidad de las personas desempleadas","3306,41",,
"FUNDACINN JUAN PABLO II","Mejorar la empleabilidad de las personas desempleadas","764,94",,
"FUNDACINN LA CARIDAD DE UNCASTILLO","Mejorar la empleabilidad de las personas desempleadas","2408,09",,
"FUNDACINN LABORAL NMBITO ESTATAL CEMENTO Y MED.AMBIENTE","Mejorar la empleabilidad de las personas desempleadas","939,67",,
"FUNDACINN MANUELA MARTNNEZ NINOS CON ENF. METABOLICAS","Mejorar la empleabilidad de las personas desempleadas","1078,97",,
"FUNDACINN NIDO MARIANO RODRNGUEZ","Mejorar la empleabilidad de las personas desempleadas","1093,24",,
"FUNDACINN PRIVADA FOMENT VILANOVI","Mejorar la empleabilidad de las personas desempleadas","506,26",,
"FUNDACIO 700 ANIVERSARI UNIVERSITAT DE LLEIDA-ESTUDI GE","Mejorar la empleabilidad de las personas desempleadas","920,47",,
"FUNDACIO ACCIO BAIX MONTSENY","Mejorar la empleabilidad de las personas desempleadas","212,49",,
"FUNDACIO ACE, INSTITUT CATALA DE NEUROCIENCIES APLICADE","Mejorar la empleabilidad de las personas desempleadas",3325,,
"FUNDACIO ACOLLIDA I ESPERANNA","Mejorar la empleabilidad de las personas desempleadas","128,83",,
"FUNDACIO AJUDANT AJUDAR","Mejorar la empleabilidad de las personas desempleadas",1500,,
"FUNDACIO ALICIA, ALIMENTACIO I CIENCIA","Mejorar la empleabilidad de las personas desempleadas","495,81",,
"FUNDACIO ANDREU GURI","Mejorar la empleabilidad de las personas desempleadas","146,62",,
"FUNDACIO BALONMANO GRANOLLERS","Mejorar la empleabilidad de las personas desempleadas","1266,73",,
