BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
"A + 2, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.673,00"
"COYDECOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.512,00"
"CREACIONES INDUSTRIALES DE 
HOSTELERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"CRISTAMOVIL, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"CRONISTAR, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
CRUZ ROJA ESPAÑOLA DE GIJON,Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
CRUZ ROJA JUVENTUD,Prevención del abandono escolar y refuerzo de la formación inicial,"22.200,00"
"CUERA INGENIEROS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.803,97"
"CUEVA DIAZ Y ASOCIADOS CONSULTORES, SL",Mejorar la empleabilidad de las personas desempleadas,"3.474,00"
"CUSARA ELECTRICIDAD, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"CUSARA ELECTRICIDAD, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"CYAN GESTION EDITORIAL, S.A.L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"DANIMA INGENIERIA AMBIENTAL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"14.916,57"
"DAORJE, S.A",Mejorar la empleabilidad de las personas desempleadas,"12.738,08"
"DARLING HOSTELERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
"DEATEC TECNOLOGIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.883,60"
"DECORACION EN ESCAYOLA SUAREZ, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.573,62"
"DELCOM OPERADOR LOGISTICO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.630,12"
"DENTAL COSTA VERDE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"DESARROLLO DE ESTRATEGIAS 
EXTERIORES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"17.789,10"
"DESARROLLO DE SISTEMAS LLARA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"32.512,38"
DESARROLLO DE SOFTWARE ENGLOBA SL,Mejorar la empleabilidad de las personas desempleadas,"3.692,70"
"DESARROLLO DEL CAD- CAM, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.128,00"
"DESGUACES OVIEDO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"407,04"
"DIAZ DECO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.667,20"
"DIAZ RODRIGUEZ FRANCISCO JAVIER 
00110554, S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,"745,20"
"DIAZ VILAPLANA, CB",Mejorar la empleabilidad de las personas desempleadas,"2.835,90"
"DICAMPUS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.838,80"
"DIGITEC 2000, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"DIMELSA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.481,33"
"DIMPEX, C.B",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"DIMPEX, C.B","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"DISEÑO OBRAS Y CONSTRUCCIONES 2005, SL",Mejorar la empleabilidad de las personas desempleadas,"875,70"
"DISEÑO, FABRICACION Y MEDIO AMBIENTE, 
SA",Mejorar la empleabilidad de las personas desempleadas,"5.796,00"
"DISEÑOS DE CALORIFUGADO Y 
CLIMATIZACION SL",Mejorar la empleabilidad de las personas desempleadas,"13.500,00"
"DISTRIBUCION VINICOLA LA CEPA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.368,00"
"DISTRIBUCIONES TURRADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"513,32"
"DIVALAU, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.158,67"
"DIVARO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"9.000,00"
"DIVARO, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"DI-VINO, S.C.",Mejorar la empleabilidad de las personas desempleadas,"2.640,00"
"DONNA RAISON, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"DOS GESTION ASTUR, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.560,00"
"DPV ASTURIAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
DROGUERIAS E INDUSTRIAS REUNIDAS S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
DUBI-DABA CB,Mejorar la empleabilidad de las personas desempleadas,"1.942,80"
"DUONET INGENIERIA Y COMUNICACION, S.L",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"DURSA INMUEBLES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"DYSASTUR, S.C.",Mejorar la empleabilidad de las personas desempleadas,"679,40"
"E.M.P. ESTUDIO MUSICAL PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.909,80"
E2000 FINANCIAL INVESTMENTS SA,Mejorar la empleabilidad de las personas desempleadas,"2.586,60"
E2000 FINANCIAL INVESTMENTS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.871,40"
"EBANISTERIA ALFONSO RIO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.505,47"
EBANISTERIA DE LUCAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.882,56"
"ECOCOMPUTER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"13.179,30"
ECODE SOC. COOP,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"ECOSOFT CONSULTING PRINCIPADO DE 
ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.441,80"
"EDICOASTUR SIGLO XXI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.862,00"
"EDISA ASTURIAS, S.A",Mejorar la empleabilidad de las personas desempleadas,"6.528,02"
"EL BODEGON DE TEATINOS, S. L.",Mejorar la empleabilidad de las personas desempleadas,"928,20"
"EL BUDA QUE SALTA LA TAPIA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
"EL BULEVAR, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.130,64"
"EL CARBAYON SERVICIOS DE 
RESTAURACION , SL",Mejorar la empleabilidad de las personas desempleadas,"673,33"
"EL CARBAYON SERVICIOS DE 
RESTAURACION , SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.642,67"
"EL COMERCIO DIGITAL SERVICIOS EN LA 
RED, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"EL COMERCIO TELEVISIÓN, SERVICIOS 
AUDIOVISUALES, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.493,60"
"ELECTRICA DE LA RIBERA DEL EBRO, SA",Mejorar la empleabilidad de las personas desempleadas,"36.000,00"
"ELECTRICIDAD JAVIER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"ELECTRICIDAD LLAMES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.005,10"
"ELECTRICIDAD MABER, CB",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"ELECTRICIDAD ROBERTO, CB",Mejorar la empleabilidad de las personas desempleadas,"4.851,60"
"ELECTRICIDAD Y CLIMATIZACION MATEOS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.703,40"
"ELECTRICIDAD Y CLIMATIZACION MATEOS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.718,40"
"ELECTROINNOVA INSTALACIONES Y 
MANTENIMIENTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"160,00"
ELECTROLLANERA SLL,Mejorar la empleabilidad de las personas desempleadas,"3.351,60"
"ELECTROMECANICAS MYM, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.236,40"
"ELECTRONOR Y MONTAJES, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"ELECTROVETUSTA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"ELECTROVETUSTA,SL.",Mejorar la empleabilidad de las personas desempleadas,"6.282,71"
"EMAR, CB",Mejorar la empleabilidad de las personas desempleadas,"2.040,00"
"EMPRESA DE TRABAJO TEMPORAL GS 
SERVICIOS TEMPORALES, SL",Mejorar la empleabilidad de las personas desempleadas,"3.027,60"
"ENCAJA EMBALAJES DE MADERA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"ENERGIA ASTUR, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"ENERGIAS RENOVABLES DEL PRINCIPADO, SA",Mejorar la empleabilidad de las personas desempleadas,"8.377,20"
"ENFER BUS, SL",Mejorar la empleabilidad de las personas desempleadas,"619,36"
"ENFOQUE VISUAL, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"1.269,00"
"ENOC, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"ENRIQUE PEREA ARQUITECTO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.800,00"
"ENRIQUE SUAREZ SEGADE, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"ENSUEÑOS COCAÑA, SL",Mejorar la empleabilidad de las personas desempleadas,"12.411,90"
"EOLO INNOVA, S. L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.736,70"
"EOLO-SPORT INDUSTRIAS, SA",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"EROSMER IBERICA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"5.250,00"
"ESCAYOLAS GIJON, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
ESCUELA DE FP SAN EUTIQUIO,Prevención del abandono escolar y refuerzo de la formación inicial,"32.585,24"
"ESFER CONSTRUCCIONES Y PROYECTOS, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.845,30"
"ESPACIOS M.P. DEL PRINCIPADO, S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,"10.632,60"
"ESPIRAL MICROSISTEMAS, S.L.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"ESPORA CONSULTORIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.256,63"
"ESTMA MONTAJES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"ESTRUCTURAS ENCABOR, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"ESTUDIO DE ARQUITECTURA ARBESU 
FANJUL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.883,14"
"ESTUDIO DE INGENIERIA INGEOCOM, S.L","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"ESTUDIO DE INGENIERIA INGEOCOM, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.846,90"
"ESTUDIO JOSE LUIS BATALLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.275,69"
"ESTUDIOCASA, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.586,00"
"ESTUDIOS PLANIFICACION Y GESTION 
TECNICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"ESTUDIOS PLANIFICACION Y GESTION 
TECNICA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
ESVA DE TRABAJO ASOCIADO S COOP LTDA,Mejorar la empleabilidad de las personas desempleadas,"5.785,20"
"ESVEDRA OBRAS Y REFORMAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"ESVEDRA OBRAS Y REFORMAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"ETERIA MARKETING Y COMUNICACION, S. L.",Mejorar la empleabilidad de las personas desempleadas,"2.703,60"
EUROCOMERCIAL SA,Mejorar la empleabilidad de las personas desempleadas,"2.102,50"
"EUROLINEA PUBLICIDAD, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","900,00"
"EUROPA PRESS DELEGACIONES , S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
EUROPA PRESS DELEGACIONES SA,Mejorar la empleabilidad de las personas desempleadas,"2.762,10"
"EXCAVACIONES PACHIN, S.L.U.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"EXCAVACIONES SOLIS VEGA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"EXCAVACIONES Y DEMOLICIONES 
BERGANTIÑOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"EXCLUSIVAS NAVEIRAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"EXPERTOS EN COORDINACION, PREVENCION 
E INGENIERIA SL",Mejorar la empleabilidad de las personas desempleadas,"1.963,35"
"EXPLOTACIONES Y CONSTRUCCIONES 
CIVILES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"EXTINTORES DASO, SL",Mejorar la empleabilidad de las personas desempleadas,"3.550,50"
"FABRICACIONES TOTO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"FACTORIA DE INICIATIVAS INTERNET FI2, S.A.",Mejorar la empleabilidad de las personas desempleadas,"40.500,00"
FACTORIA DE INICIATIVAS INTERNET FI2. S.A.,Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
FADE,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","455.706,76"
"FANJUL INGENIEROS, S.L.U.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
"FARMA ELECTRONIC COMPANY, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"FAST EUROCAFE, SA",Mejorar la empleabilidad de las personas desempleadas,"3.421,20"
"FEDERACION ASTURIANA DE EMPRESARIOS 
F.A.D.E",Mejorar la empleabilidad de las personas desempleadas,"703.502,64"
"FEDERACIÓN ASTURIANA DE EMPRESARIOS 
Y PROFESIONALES AUTÓNOMOS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","29.073,85"
"FEDERACIÓN DE CENTROS ESPECIALES DE 
EMPLEO DEL PRINCIPADO DE ASTURIAS - 
FECEPAS",Mejorar la empleabilidad de las personas desempleadas,"10.000,00"
"FEDERACIÓN DE PERSONAS SORDAS DEL 
PPDO. DE ASTURIAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","31.750,00"
"FEITO Y TOYOSA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"8.400,00"
"FENIT RAIL, SA",Mejorar la empleabilidad de las personas desempleadas,"5.415,30"
"FERIA ONLINE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.070,00"
"FERNANDEZ RESINA ASOCIADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.487,60"
"FERNANDEZ Y BARBON, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"FERPI TRANSPORTES Y OBRAS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"37.274,42"
"FERPI TRANSPORTES Y OBRAS, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.700,00"
"FERRALLAS LA CARRERA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"11.250,00"
"FERRALLAS VALDES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.826,56"
"FEYSA 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.754,36"
"FIBAUTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
"FINISCONT, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.492,74"
"FISIOTERAPIA PRINCIPADO, CB",Mejorar la empleabilidad de las personas desempleadas,"3.666,30"
"FLOREAL Y ALVAREZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,"15.750,00"
"FLOREZ GRADO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.956,20"
"FOMENTO INMOBILIARIO DE CORVERA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"594,22"
"FONCATEL SERVICIOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.421,50"
"FONDO DE ARTE HUGO FONTELA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.320,00"
"FONNAC, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"FONOTEC PRODUCCIONES RADIOFONICAS 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"658,80"
"FORESTAL MALLEZA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.988,00"
"FORMARK M.G., S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.151,60"
"FORMASTUR, S.A",Mejorar la empleabilidad de las personas desempleadas,"14.411,70"
"FORMASTUR, S.A","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"FORMASTUR, SA",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"FORSEL GRUPO NORTE EMPRESA TRABAJO 
TEMPORAL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.641,80"
"FOX INNOVACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.067,20"
"FRANK SEGUROS 2003 CORREDURIA DE 
SEGUROS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"FRESNEDA TECNICOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.872,40"
"FRUELA FORMACION, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"FUNCIONALIA SISTEMAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"799,47"
"FUNDACION ASTURIANA DE ATENCION A 
PERSONAS CON DISCAPACIDAD FISICA, 
PSIQUICA O SENSORIAL (FASAD)",Mejorar la empleabilidad de las personas desempleadas,"17.205,00"
FUNDACIÓN ASTURIANA DE LA CARNE,Prevención del abandono escolar y refuerzo de la formación inicial,"31.538,63"
FUNDACIÓN ASTURIANA DE MEDIO AMBIENTE,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","20.644,00"
FUNDACION BENITO JERONIMO FEIJOO,Mejorar la empleabilidad de las personas desempleadas,"13.860,00"
FUNDACIÓN COMARCAS MINERAS,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","27.702,64"
FUNDACIÓN COMARCAS MINERAS,Mejorar la empleabilidad de las personas desempleadas,"1.163.100,19"
FUNDACIÓN CRUZ DE LOS ANGELES,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","10.892,70"
FUNDACIÓN CTIC,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","34.996,00"
FUNDACION CULTURAL DON PELAYO,Mejorar la empleabilidad de las personas desempleadas,"4.190,00"
FUNDACION CULTURAL DON PELAYO,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.624,00"
FUNDACIÓN DE MUSICA MODERNA,Mejorar la empleabilidad de las personas desempleadas,"25.220,00"
"FUNDACIÓN ESCUELA DE HOSTELERIA 
""PPDO DE ASTURIAS""","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","51.002,25"
"FUNDACIÓN ESCUELA DE HOSTELERÍA 
PRINCIPADO DE ASTURIAS",Prevención del abandono escolar y refuerzo de la formación inicial,"19.392,55"
"FUNDACIÓN ESCUELA DE NEGOCIOS DE 
ASTURIAS",Mejorar la empleabilidad de las personas desempleadas,"18.720,00"
"FUNDACIÓN ESCUELA DE NEGOCIOS DE 
ASTURIAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","95.423,88"
FUNDACION HOSPITAL DE JOVE,Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
FUNDACION HOSPITAL DE JOVE,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
FUNDACION LABORAL DE LA CONSTRUCCION,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","22.041,60"
FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Prevención del abandono escolar y refuerzo de la formación inicial,"55.372,87"
FUNDACIÓN MASAVEU,Prevención del abandono escolar y refuerzo de la formación inicial,"26.169,85"
"FUNDACION MASAVEU, ESCUELA DE 
FORMACION PROFESIONAL",Mejorar la empleabilidad de las personas desempleadas,"25.249,25"
FUNDACIÓN METAL,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","278.727,37"
FUNDACIÓN METAL ASTURIAS,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","104.874,54"
FUNDACIÓN METAL ASTURIAS,Mejorar la empleabilidad de las personas desempleadas,"1.183.436,34"
FUNDACIÓN METAL ASTURIAS,Prevención del abandono escolar y refuerzo de la formación inicial,"51.962,78"
FUNDACIÓN METAL ASTURIAS,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","170.622,11"
FUNDACION MUJERES,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","177.748,99"
FUNDACION MUJERES,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","79.086,90"
"FUNDACION MUNICIPAL DE CULTURA 
EDUCACION Y UNIVERSIDAD POPULAR DE 
GIJON",Mejorar la empleabilidad de las personas desempleadas,"33.336,00"
"FUNDACION PADRE VINJOY DE LA SAGRADA 
FAMILIA",Mejorar la empleabilidad de las personas desempleadas,"8.925,00"
"FUNDACION PADRE VINJOY DE LA SAGRADA 
FAMILIA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","29.637,00"
"FUNDACIÓN PARA EL FOMENTO DE LA 
ECONOMÍA SOCIAL",Mejorar la empleabilidad de las personas desempleadas,"46.877,79"
"FUNDACIÓN PARA EL FOMENTO DE LA 
ECONOMÍA SOCIAL","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","67.874,21"
"FUNDACIÓN PARA LA FORMACIÓN EN 
PASTELERÍA DE ASTURIAS",Prevención del abandono escolar y refuerzo de la formación inicial,"11.363,53"
FUNDACION PRODINTEC,Mejorar la empleabilidad de las personas desempleadas,"3.960,00"
FUNDACION UNIVERSIDAD DE OVIEDO,Mejorar la empleabilidad de las personas desempleadas,"74.221,00"
FUNDACIÓN VINJOY,Prevención del abandono escolar y refuerzo de la formación inicial,"33.678,23"
"FUNERARIAS DEL NALON, SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"FUTUVER CONSULTING, S.L.",Mejorar la empleabilidad de las personas desempleadas,"19.773,60"
"FUTUVER CONSULTING, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.661,72"
"FUTUVER SERVICIOS DE CONSULTORIA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"G M B INGENIEROS, SAL",Mejorar la empleabilidad de las personas desempleadas,"4.508,12"
"G M B INGENIEROS, SAL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.362,23"
"GABINETE DE CONSEJO TRIBUTARIO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.250,00"
"GAGO & MARTIN, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","840,00"
"GALENO CONSULTING, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.514,49"
"GAM NOROESTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"74.964,19"
"GAM NOROESTE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","31.053,30"
GAMA ADMINISTRACION DE FINCAS S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"GAMA ADMINISTRACION DE FINCAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.384,20"
"GARAJE CERVANTES, 27 SA",Mejorar la empleabilidad de las personas desempleadas,"4.607,40"
"GARCIA DE LA VIÑA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"GARCIA NUÑO EL CHICO, SL",Mejorar la empleabilidad de las personas desempleadas,"3.542,34"
"GARCIA RIESTRA, SA",Mejorar la empleabilidad de las personas desempleadas,"2.505,60"
"GARCIA RODRIGUEZ MOTOR, S.A.",Mejorar la empleabilidad de las personas desempleadas,"6.729,00"
"GARCIA RODRIGUEZ MOTOR, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.974,90"
"GARPE 49, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.532,20"
"GARPE 49, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.343,50"
"GASTRONOMIA III MILENIO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"GENERAL ALQUILER DE MAQUINARIA, S.A",Mejorar la empleabilidad de las personas desempleadas,"48.156,00"
"GENERAL ALQUILER DE MAQUINARIA, S.A","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","30.493,74"
"GENERAL ALQUILER DE MAQUINARIA, SA",Mejorar la empleabilidad de las personas desempleadas,"4.740,00"
"GENERAL ALQUILER DE MAQUINARIA, SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.664,00"
"GENERAL DE ALQUILER DE MAQUINARIA 
INDUSTRIAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.186,67"
"GENERAL DE ALQUILER DE MAQUINARIA 
INDUSTRIAL, SL",Mejorar la empleabilidad de las personas desempleadas,"2.525,66"
